MARCA_ITV,COUNT
"AJP",14
"APRILIA",262
"ARIIC",25
"BENDA",16
"BENELLI",170
"BETA",23
"BMW",708
"BRIXTON",19
"BSA",1
"CFMOTO",134
"DAELIM",4
"DUCATI",93
"EFUN",11
"F.B MONDIAL",2
"FANTIC MOTOR",26
"GASGAS",42
"GOES",1
"HANWAY",10
"HARLEY-DAVIDSON",52
"HONDA",3684
"HUSQVARNA",99
"HYOSUNG",10
"INDIAN",21
"ITALJET",2
"KAWASAKI",470
"KEEWAY",249
"KENROD",1
"KL",8
"KOVE",44
"KTM",355
"KYMCO",997
"LAMBRETTA",20
"LEONART",9
"LINHAI",10
"MACBOR",152
"MALAGUTI",5
"MALCOR IBERICA",4
"MASH",1
"MBP",15
"MH MOTORCYCLES",73
"MITT",145
"MONDIAL",12
"MONKEY BIKES",4
"MONTESA",2
"MOTO GUZZI",34
"MOTO MORINI",20
"MOTRON MOTORRAD",12
"MTR BIKES",7
"MUTT",5
"MV AGUSTA",25
"ORCAL",6
"PEUGEOT",213
"PIAGGIO",765
"QJMOTOR",273
"REDMOTO",2
"RIEJU",102
"ROYAL ALLOY",5
"ROYAL ENFIELD",80
"SHERCO",29
"SIN MARCA",1
"SUMCO",2
"SUZUKI",233
"SWM",10
"SYM",876
"TM RACING",4
"TRIUMPH",224
"TRS",6
"UM",39
"VERTIGO MOTORS",1
"VOGE",762
"WOTTAN",45
"YAMAHA",2501
"ZONTES",524
