MARCA_ITV,COUNT
"ACURA",1
"AEON",2
"APRILIA",55
"BENELLI",17
"BETA",15
"BMW",425
"CF MOTO",1
"CSR",1
"DAELIM",128
"DERBI",19
"DUCATI",104
"GAS-GAS",10
"GENERIC",14
"GILERA",3
"GOES",1
"HANWAY",69
"HARLEY DAVIDSON",110
"HM",1
"HONDA",1936
"HUSQVARNA",54
"HYOSUNG",34
"INDIAN MOTORCYCLE",12
"JONWAY",1
"JTG",1
"KAWASAKI",608
"KEEWAY",292
"KENROD",13
"KSR MOTO",2
"KTM",355
"KYMCO",1584
"LEONART",2
"LIFAN",8
"LINTEX",1
"LML",27
"MASH",53
"MBK",4
"MH MOTORCYCLES",13
"MONKEY BIKES",6
"MONTESA",2
"MOTO GUZZI",31
"MOTOR HISPANIA",1
"MV AGUSTA",5
"ORCAL",2
"PEUGEOT",357
"PIAGGIO",898
"PIONEER",1
"RIDE",32
"RIEJU",71
"RIYA",30
"ROYAL ENFIELD",19
"S.Y.M",521
"SANYOU",6
"SCOMADI",40
"SCORPA",1
"SCUTUM",2
"SHERCO",8
"SKY TEAM",3
"SUMCO",10
"SUZUKI",462
"SWM",1
"TGB",12
"TRIUMPH",149
"TRS",3
"TURBHO",1
"VICTORY MOTOR DIVISION",11
"YAMAHA",1829
"YIBEN",2
"YIYING",1
"ZHENHUA",1
"ZNEN",2
