MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV,COUNT
"ANDES","U3(125)","Alicante/Alacant","Comunidad Valenciana","124",1
"ANDES","U3(125)","Barcelona","Cataluña","124",3
"ANDES","U3(125)","Madrid","Comunidad de Madrid","124",2
"ANDES","U3(125)","Palmas (Las)","Canarias","124",2
"ANDES","U3(125)","Pontevedra","Galicia","124",5
"ANDES","U3(125)","Tarragona","Cataluña","124",1
"ANDES","U33","Barcelona","Cataluña","292",1
"APRILIA","RS 125","Albacete","Castilla-La Mancha","124",1
"APRILIA","RS 125","Alicante/Alacant","Comunidad Valenciana","124",6
"APRILIA","RS 125","Asturias","Principado de Asturias","124",3
"APRILIA","RS 125","Barcelona","Cataluña","124",7
"APRILIA","RS 125","Cáceres","Extremadura","124",1
"APRILIA","RS 125","Cádiz","Andalucía","124",6
"APRILIA","RS 125","Cantabria","Cantabria","124",1
"APRILIA","RS 125","Córdoba","Andalucía","124",1
"APRILIA","RS 125","Coruña (A)","Galicia","124",5
"APRILIA","RS 125","Gipuzkoa","País Vasco","124",2
"APRILIA","RS 125","Girona","Cataluña","124",2
"APRILIA","RS 125","Granada","Andalucía","124",1
"APRILIA","RS 125","Huelva","Andalucía","124",1
"APRILIA","RS 125","Illes Balears","Illes Balears","124",4
"APRILIA","RS 125","León","Castilla y León","124",1
"APRILIA","RS 125","Madrid","Comunidad de Madrid","124",6
"APRILIA","RS 125","Málaga","Andalucía","124",5
"APRILIA","RS 125","Murcia","Región de Murcia","124",1
"APRILIA","RS 125","Palencia","Castilla y León","124",1
"APRILIA","RS 125","Palmas (Las)","Canarias","124",3
"APRILIA","RS 125","Santa Cruz de Tenerife","Canarias","124",2
"APRILIA","RS 125","Segovia","Castilla y León","124",1
"APRILIA","RS 125","Sevilla","Andalucía","124",5
"APRILIA","RS 125","Tarragona","Cataluña","124",1
"APRILIA","RS 125","Toledo","Castilla-La Mancha","124",2
"APRILIA","RS 125","Valencia/València","Comunidad Valenciana","124",4
"APRILIA","RS 125","Zamora","Castilla y León","124",1
"APRILIA","RS 125","Zaragoza","Aragón","124",4
"APRILIA","RS 250","Toledo","Castilla-La Mancha","249",1
"APRILIA","RS 457","Álava/Araba","País Vasco","457",1
"APRILIA","RS 457","Albacete","Castilla-La Mancha","457",2
"APRILIA","RS 457","Alicante/Alacant","Comunidad Valenciana","457",4
"APRILIA","RS 457","Barcelona","Cataluña","457",13
"APRILIA","RS 457","Bizkaia","País Vasco","457",6
"APRILIA","RS 457","Cádiz","Andalucía","457",7
"APRILIA","RS 457","Cantabria","Cantabria","457",1
"APRILIA","RS 457","Castellón/Castelló","Comunidad Valenciana","457",1
"APRILIA","RS 457","Córdoba","Andalucía","457",1
"APRILIA","RS 457","Coruña (A)","Galicia","457",2
"APRILIA","RS 457","Gipuzkoa","País Vasco","457",2
"APRILIA","RS 457","Granada","Andalucía","457",2
"APRILIA","RS 457","Guadalajara","Castilla-La Mancha","457",1
"APRILIA","RS 457","Huesca","Aragón","457",1
"APRILIA","RS 457","Illes Balears","Illes Balears","457",3
"APRILIA","RS 457","Jaén","Andalucía","457",1
"APRILIA","RS 457","Lleida","Cataluña","457",1
"APRILIA","RS 457","Madrid","Comunidad de Madrid","457",16
"APRILIA","RS 457","Málaga","Andalucía","457",3
"APRILIA","RS 457","Murcia","Región de Murcia","457",4
"APRILIA","RS 457","Navarra","Comunidad Foral de Navarra","457",1
"APRILIA","RS 457","Ourense","Galicia","457",1
"APRILIA","RS 457","Pontevedra","Galicia","457",2
"APRILIA","RS 457","Rioja (La)","La Rioja","457",1
"APRILIA","RS 457","Santa Cruz de Tenerife","Canarias","457",1
"APRILIA","RS 457","Sevilla","Andalucía","457",4
"APRILIA","RS 457","Tarragona","Cataluña","457",3
"APRILIA","RS 457","Toledo","Castilla-La Mancha","457",1
"APRILIA","RS 457","Valencia/València","Comunidad Valenciana","457",4
"APRILIA","RS 457","Valladolid","Castilla y León","457",1
"APRILIA","RS 457","Zaragoza","Aragón","457",1
"APRILIA","RS 660","Álava/Araba","País Vasco","659",2
"APRILIA","RS 660","Albacete","Castilla-La Mancha","659",1
"APRILIA","RS 660","Alicante/Alacant","Comunidad Valenciana","659",2
"APRILIA","RS 660","Asturias","Principado de Asturias","659",2
"APRILIA","RS 660","Badajoz","Extremadura","659",2
"APRILIA","RS 660","Barcelona","Cataluña","659",26
"APRILIA","RS 660","Bizkaia","País Vasco","659",5
"APRILIA","RS 660","Cáceres","Extremadura","659",1
"APRILIA","RS 660","Cádiz","Andalucía","659",15
"APRILIA","RS 660","Cantabria","Cantabria","659",1
"APRILIA","RS 660","Castellón/Castelló","Comunidad Valenciana","659",1
"APRILIA","RS 660","Ciudad Real","Castilla-La Mancha","659",2
"APRILIA","RS 660","Córdoba","Andalucía","659",2
"APRILIA","RS 660","Coruña (A)","Galicia","659",5
"APRILIA","RS 660","Gipuzkoa","País Vasco","659",1
"APRILIA","RS 660","Girona","Cataluña","659",2
"APRILIA","RS 660","Granada","Andalucía","659",1
"APRILIA","RS 660","Huelva","Andalucía","659",2
"APRILIA","RS 660","Huesca","Aragón","659",1
"APRILIA","RS 660","Illes Balears","Illes Balears","659",7
"APRILIA","RS 660","Jaén","Andalucía","659",1
"APRILIA","RS 660","León","Castilla y León","659",1
"APRILIA","RS 660","Lugo","Galicia","659",1
"APRILIA","RS 660","Madrid","Comunidad de Madrid","659",37
"APRILIA","RS 660","Málaga","Andalucía","659",6
"APRILIA","RS 660","Melilla","Melilla","659",1
"APRILIA","RS 660","Murcia","Región de Murcia","659",6
"APRILIA","RS 660","Ourense","Galicia","659",2
"APRILIA","RS 660","Palmas (Las)","Canarias","659",9
"APRILIA","RS 660","Pontevedra","Galicia","659",6
"APRILIA","RS 660","Santa Cruz de Tenerife","Canarias","659",13
"APRILIA","RS 660","Sevilla","Andalucía","659",7
"APRILIA","RS 660","Tarragona","Cataluña","659",2
"APRILIA","RS 660","Toledo","Castilla-La Mancha","659",1
"APRILIA","RS 660","Valencia/València","Comunidad Valenciana","659",5
"APRILIA","RS 660","Valladolid","Castilla y León","659",1
"APRILIA","RS 660","Zaragoza","Aragón","659",2
"APRILIA","RSV4","Albacete","Castilla-La Mancha","1099",1
"APRILIA","RSV4","Almería","Andalucía","1099",2
"APRILIA","RSV4","Asturias","Principado de Asturias","1099",1
"APRILIA","RSV4","Barcelona","Cataluña","1099",3
"APRILIA","RSV4","Cantabria","Cantabria","1099",1
"APRILIA","RSV4","Coruña (A)","Galicia","1099",1
"APRILIA","RSV4","Gipuzkoa","País Vasco","1099",1
"APRILIA","RSV4","Madrid","Comunidad de Madrid","1099",6
"APRILIA","RSV4","Málaga","Andalucía","1099",2
"APRILIA","RSV4","Murcia","Región de Murcia","1099",2
"APRILIA","RSV4","Palmas (Las)","Canarias","1099",2
"APRILIA","RSV4","Santa Cruz de Tenerife","Canarias","1099",1
"APRILIA","RSV4","Sevilla","Andalucía","1099",1
"APRILIA","RSV4","Valencia/València","Comunidad Valenciana","1099",4
"APRILIA","RX 125","Alicante/Alacant","Comunidad Valenciana","124",4
"APRILIA","RX 125","Almería","Andalucía","124",3
"APRILIA","RX 125","Asturias","Principado de Asturias","124",2
"APRILIA","RX 125","Ávila","Castilla y León","124",1
"APRILIA","RX 125","Badajoz","Extremadura","124",7
"APRILIA","RX 125","Barcelona","Cataluña","124",5
"APRILIA","RX 125","Cáceres","Extremadura","124",4
"APRILIA","RX 125","Cádiz","Andalucía","124",16
"APRILIA","RX 125","Cantabria","Cantabria","124",2
"APRILIA","RX 125","Castellón/Castelló","Comunidad Valenciana","124",3
"APRILIA","RX 125","Ciudad Real","Castilla-La Mancha","124",2
"APRILIA","RX 125","Córdoba","Andalucía","124",9
"APRILIA","RX 125","Coruña (A)","Galicia","124",2
"APRILIA","RX 125","Cuenca","Castilla-La Mancha","124",1
"APRILIA","RX 125","Gipuzkoa","País Vasco","124",1
"APRILIA","RX 125","Girona","Cataluña","124",1
"APRILIA","RX 125","Granada","Andalucía","124",3
"APRILIA","RX 125","Guadalajara","Castilla-La Mancha","124",2
"APRILIA","RX 125","Huelva","Andalucía","124",11
"APRILIA","RX 125","Huesca","Aragón","124",5
"APRILIA","RX 125","Illes Balears","Illes Balears","124",2
"APRILIA","RX 125","Jaén","Andalucía","124",14
"APRILIA","RX 125","León","Castilla y León","124",2
"APRILIA","RX 125","Lleida","Cataluña","124",4
"APRILIA","RX 125","Madrid","Comunidad de Madrid","124",15
"APRILIA","RX 125","Málaga","Andalucía","124",12
"APRILIA","RX 125","Murcia","Región de Murcia","124",6
"APRILIA","RX 125","Navarra","Comunidad Foral de Navarra","124",2
"APRILIA","RX 125","Ourense","Galicia","124",2
"APRILIA","RX 125","Palencia","Castilla y León","124",3
"APRILIA","RX 125","Palmas (Las)","Canarias","124",6
"APRILIA","RX 125","Pontevedra","Galicia","124",1
"APRILIA","RX 125","Rioja (La)","La Rioja","124",2
"APRILIA","RX 125","Salamanca","Castilla y León","124",4
"APRILIA","RX 125","Santa Cruz de Tenerife","Canarias","124",4
"APRILIA","RX 125","Sevilla","Andalucía","124",23
"APRILIA","RX 125","Soria","Castilla y León","124",1
"APRILIA","RX 125","Toledo","Castilla-La Mancha","124",10
"APRILIA","RX 125","Valencia/València","Comunidad Valenciana","124",3
"APRILIA","RX 125","Valladolid","Castilla y León","124",2
"APRILIA","RX 125","Zaragoza","Aragón","124",5
"APRILIA","SR GT 125","Álava/Araba","País Vasco","125",6
"APRILIA","SR GT 125","Albacete","Castilla-La Mancha","125",7
"APRILIA","SR GT 125","Alicante/Alacant","Comunidad Valenciana","125",70
"APRILIA","SR GT 125","Almería","Andalucía","125",9
"APRILIA","SR GT 125","Asturias","Principado de Asturias","125",9
"APRILIA","SR GT 125","Ávila","Castilla y León","125",1
"APRILIA","SR GT 125","Badajoz","Extremadura","125",17
"APRILIA","SR GT 125","Barcelona","Cataluña","125",76
"APRILIA","SR GT 125","Bizkaia","País Vasco","125",38
"APRILIA","SR GT 125","Burgos","Castilla y León","125",1
"APRILIA","SR GT 125","Cáceres","Extremadura","125",8
"APRILIA","SR GT 125","Cádiz","Andalucía","125",182
"APRILIA","SR GT 125","Cantabria","Cantabria","125",16
"APRILIA","SR GT 125","Castellón/Castelló","Comunidad Valenciana","125",7
"APRILIA","SR GT 125","Ceuta","Ceuta","125",3
"APRILIA","SR GT 125","Ciudad Real","Castilla-La Mancha","125",1
"APRILIA","SR GT 125","Córdoba","Andalucía","125",49
"APRILIA","SR GT 125","Coruña (A)","Galicia","125",13
"APRILIA","SR GT 125","Cuenca","Castilla-La Mancha","125",4
"APRILIA","SR GT 125","Gipuzkoa","País Vasco","125",7
"APRILIA","SR GT 125","Girona","Cataluña","125",11
"APRILIA","SR GT 125","Granada","Andalucía","125",26
"APRILIA","SR GT 125","Guadalajara","Castilla-La Mancha","125",2
"APRILIA","SR GT 125","Huelva","Andalucía","125",35
"APRILIA","SR GT 125","Huesca","Aragón","125",1
"APRILIA","SR GT 125","Illes Balears","Illes Balears","125",49
"APRILIA","SR GT 125","Jaén","Andalucía","125",19
"APRILIA","SR GT 125","Lleida","Cataluña","125",4
"APRILIA","SR GT 125","Lugo","Galicia","125",2
"APRILIA","SR GT 125","Madrid","Comunidad de Madrid","125",80
"APRILIA","SR GT 125","Málaga","Andalucía","125",79
"APRILIA","SR GT 125","Melilla","Melilla","125",2
"APRILIA","SR GT 125","Murcia","Región de Murcia","125",38
"APRILIA","SR GT 125","Navarra","Comunidad Foral de Navarra","125",8
"APRILIA","SR GT 125","Ourense","Galicia","125",3
"APRILIA","SR GT 125","Palencia","Castilla y León","125",1
"APRILIA","SR GT 125","Palmas (Las)","Canarias","125",51
"APRILIA","SR GT 125","Pontevedra","Galicia","125",32
"APRILIA","SR GT 125","Rioja (La)","La Rioja","125",6
"APRILIA","SR GT 125","Santa Cruz de Tenerife","Canarias","125",77
"APRILIA","SR GT 125","Sevilla","Andalucía","125",93
"APRILIA","SR GT 125","Tarragona","Cataluña","125",12
"APRILIA","SR GT 125","Toledo","Castilla-La Mancha","125",3
"APRILIA","SR GT 125","Valencia/València","Comunidad Valenciana","125",61
"APRILIA","SR GT 125","Valladolid","Castilla y León","125",5
"APRILIA","SR GT 125","Zaragoza","Aragón","125",4
"APRILIA","SR GT 200","Alicante/Alacant","Comunidad Valenciana","174",3
"APRILIA","SR GT 200","Barcelona","Cataluña","174",6
"APRILIA","SR GT 200","Bizkaia","País Vasco","174",1
"APRILIA","SR GT 200","Cádiz","Andalucía","174",2
"APRILIA","SR GT 200","Cantabria","Cantabria","174",1
"APRILIA","SR GT 200","Ceuta","Ceuta","174",1
"APRILIA","SR GT 200","Córdoba","Andalucía","174",2
"APRILIA","SR GT 200","Girona","Cataluña","174",2
"APRILIA","SR GT 200","Granada","Andalucía","174",3
"APRILIA","SR GT 200","Huelva","Andalucía","174",3
"APRILIA","SR GT 200","Illes Balears","Illes Balears","174",4
"APRILIA","SR GT 200","Lleida","Cataluña","174",2
"APRILIA","SR GT 200","Madrid","Comunidad de Madrid","174",7
"APRILIA","SR GT 200","Málaga","Andalucía","174",2
"APRILIA","SR GT 200","Murcia","Región de Murcia","174",2
"APRILIA","SR GT 200","Navarra","Comunidad Foral de Navarra","174",1
"APRILIA","SR GT 200","Palmas (Las)","Canarias","174",2
"APRILIA","SR GT 200","Rioja (La)","La Rioja","174",2
"APRILIA","SR GT 200","Santa Cruz de Tenerife","Canarias","174",2
"APRILIA","SR GT 200","Sevilla","Andalucía","174",1
"APRILIA","SR GT 200","Valencia/València","Comunidad Valenciana","174",2
"APRILIA","SR GT 400","Álava/Araba","País Vasco","399",1
"APRILIA","SR GT 400","Albacete","Castilla-La Mancha","399",2
"APRILIA","SR GT 400","Alicante/Alacant","Comunidad Valenciana","399",9
"APRILIA","SR GT 400","Almería","Andalucía","399",1
"APRILIA","SR GT 400","Asturias","Principado de Asturias","399",1
"APRILIA","SR GT 400","Barcelona","Cataluña","399",14
"APRILIA","SR GT 400","Bizkaia","País Vasco","399",6
"APRILIA","SR GT 400","Cádiz","Andalucía","399",17
"APRILIA","SR GT 400","Castellón/Castelló","Comunidad Valenciana","399",1
"APRILIA","SR GT 400","Córdoba","Andalucía","399",1
"APRILIA","SR GT 400","Coruña (A)","Galicia","399",1
"APRILIA","SR GT 400","Granada","Andalucía","399",3
"APRILIA","SR GT 400","Huelva","Andalucía","399",2
"APRILIA","SR GT 400","Illes Balears","Illes Balears","399",13
"APRILIA","SR GT 400","Lleida","Cataluña","399",1
"APRILIA","SR GT 400","Lugo","Galicia","399",1
"APRILIA","SR GT 400","Madrid","Comunidad de Madrid","399",10
"APRILIA","SR GT 400","Málaga","Andalucía","399",10
"APRILIA","SR GT 400","Melilla","Melilla","399",1
"APRILIA","SR GT 400","Murcia","Región de Murcia","399",11
"APRILIA","SR GT 400","Navarra","Comunidad Foral de Navarra","399",4
"APRILIA","SR GT 400","Palmas (Las)","Canarias","399",4
"APRILIA","SR GT 400","Pontevedra","Galicia","399",1
"APRILIA","SR GT 400","Santa Cruz de Tenerife","Canarias","399",3
"APRILIA","SR GT 400","Sevilla","Andalucía","399",6
"APRILIA","SR GT 400","Tarragona","Cataluña","399",2
"APRILIA","SR GT 400","Toledo","Castilla-La Mancha","399",1
"APRILIA","SR GT 400","Valencia/València","Comunidad Valenciana","399",6
"APRILIA","SR GT 400","Zaragoza","Aragón","399",1
"APRILIA","SX 125","Albacete","Castilla-La Mancha","124",1
"APRILIA","SX 125","Alicante/Alacant","Comunidad Valenciana","124",9
"APRILIA","SX 125","Almería","Andalucía","124",1
"APRILIA","SX 125","Asturias","Principado de Asturias","124",7
"APRILIA","SX 125","Ávila","Castilla y León","124",1
"APRILIA","SX 125","Barcelona","Cataluña","124",9
"APRILIA","SX 125","Bizkaia","País Vasco","124",9
"APRILIA","SX 125","Cáceres","Extremadura","124",3
"APRILIA","SX 125","Cádiz","Andalucía","124",10
"APRILIA","SX 125","Cantabria","Cantabria","124",3
"APRILIA","SX 125","Córdoba","Andalucía","124",5
"APRILIA","SX 125","Coruña (A)","Galicia","124",4
"APRILIA","SX 125","Granada","Andalucía","124",4
"APRILIA","SX 125","Huelva","Andalucía","124",2
"APRILIA","SX 125","Huesca","Aragón","124",1
"APRILIA","SX 125","Illes Balears","Illes Balears","124",3
"APRILIA","SX 125","Lugo","Galicia","124",2
"APRILIA","SX 125","Madrid","Comunidad de Madrid","124",7
"APRILIA","SX 125","Málaga","Andalucía","124",12
"APRILIA","SX 125","Murcia","Región de Murcia","124",6
"APRILIA","SX 125","Navarra","Comunidad Foral de Navarra","124",1
"APRILIA","SX 125","Palmas (Las)","Canarias","124",6
"APRILIA","SX 125","Rioja (La)","La Rioja","124",2
"APRILIA","SX 125","Santa Cruz de Tenerife","Canarias","124",2
"APRILIA","SX 125","Sevilla","Andalucía","124",10
"APRILIA","SX 125","Toledo","Castilla-La Mancha","124",2
"APRILIA","SX 125","Valencia/València","Comunidad Valenciana","124",6
"APRILIA","SX 125","Zaragoza","Aragón","124",1
"APRILIA","TUAREG 660","Asturias","Principado de Asturias","659",1
"APRILIA","TUAREG 660","Badajoz","Extremadura","659",1
"APRILIA","TUAREG 660","Barcelona","Cataluña","659",4
"APRILIA","TUAREG 660","Bizkaia","País Vasco","659",3
"APRILIA","TUAREG 660","Cádiz","Andalucía","659",7
"APRILIA","TUAREG 660","Cantabria","Cantabria","659",1
"APRILIA","TUAREG 660","Castellón/Castelló","Comunidad Valenciana","659",1
"APRILIA","TUAREG 660","Córdoba","Andalucía","659",2
"APRILIA","TUAREG 660","Girona","Cataluña","659",1
"APRILIA","TUAREG 660","Huelva","Andalucía","659",1
"APRILIA","TUAREG 660","Huesca","Aragón","659",1
"APRILIA","TUAREG 660","Illes Balears","Illes Balears","659",1
"APRILIA","TUAREG 660","Jaén","Andalucía","659",2
"APRILIA","TUAREG 660","Madrid","Comunidad de Madrid","659",11
"APRILIA","TUAREG 660","Málaga","Andalucía","659",11
"APRILIA","TUAREG 660","Murcia","Región de Murcia","659",4
"APRILIA","TUAREG 660","Palmas (Las)","Canarias","659",2
"APRILIA","TUAREG 660","Pontevedra","Galicia","659",1
"APRILIA","TUAREG 660","Rioja (La)","La Rioja","659",1
"APRILIA","TUAREG 660","Santa Cruz de Tenerife","Canarias","659",1
"APRILIA","TUAREG 660","Sevilla","Andalucía","659",2
"APRILIA","TUAREG 660","Tarragona","Cataluña","659",3
"APRILIA","TUAREG 660","Toledo","Castilla-La Mancha","659",1
"APRILIA","TUAREG 660","Valencia/València","Comunidad Valenciana","659",2
"APRILIA","TUAREG 660","Zaragoza","Aragón","659",1
"APRILIA","TUONO 125","Almería","Andalucía","124",1
"APRILIA","TUONO 125","Asturias","Principado de Asturias","124",1
"APRILIA","TUONO 125","Barcelona","Cataluña","124",5
"APRILIA","TUONO 125","Cádiz","Andalucía","124",6
"APRILIA","TUONO 125","Córdoba","Andalucía","124",2
"APRILIA","TUONO 125","Coruña (A)","Galicia","124",2
"APRILIA","TUONO 125","Madrid","Comunidad de Madrid","124",5
"APRILIA","TUONO 125","Málaga","Andalucía","124",1
"APRILIA","TUONO 125","Murcia","Región de Murcia","124",1
"APRILIA","TUONO 125","Navarra","Comunidad Foral de Navarra","124",1
"APRILIA","TUONO 125","Ourense","Galicia","124",1
"APRILIA","TUONO 125","Palencia","Castilla y León","124",1
"APRILIA","TUONO 125","Palmas (Las)","Canarias","124",3
"APRILIA","TUONO 125","Sevilla","Andalucía","124",3
"APRILIA","TUONO 125","Zaragoza","Aragón","124",1
"APRILIA","TUONO 457","Albacete","Castilla-La Mancha","457",2
"APRILIA","TUONO 457","Alicante/Alacant","Comunidad Valenciana","457",2
"APRILIA","TUONO 457","Almería","Andalucía","457",1
"APRILIA","TUONO 457","Asturias","Principado de Asturias","457",1
"APRILIA","TUONO 457","Barcelona","Cataluña","457",6
"APRILIA","TUONO 457","Bizkaia","País Vasco","457",2
"APRILIA","TUONO 457","Cáceres","Extremadura","457",1
"APRILIA","TUONO 457","Cádiz","Andalucía","457",12
"APRILIA","TUONO 457","Ciudad Real","Castilla-La Mancha","457",1
"APRILIA","TUONO 457","Córdoba","Andalucía","457",1
"APRILIA","TUONO 457","Gipuzkoa","País Vasco","457",1
"APRILIA","TUONO 457","Madrid","Comunidad de Madrid","457",7
"APRILIA","TUONO 457","Málaga","Andalucía","457",1
"APRILIA","TUONO 457","Murcia","Región de Murcia","457",2
"APRILIA","TUONO 457","Navarra","Comunidad Foral de Navarra","457",1
"APRILIA","TUONO 457","Palmas (Las)","Canarias","457",2
"APRILIA","TUONO 457","Rioja (La)","La Rioja","457",1
"APRILIA","TUONO 457","Santa Cruz de Tenerife","Canarias","457",1
"APRILIA","TUONO 457","Sevilla","Andalucía","457",4
"APRILIA","TUONO 457","Valencia/València","Comunidad Valenciana","457",3
"APRILIA","TUONO 457","Zaragoza","Aragón","457",1
"APRILIA","TUONO 660","Madrid","Comunidad de Madrid","659",4
"APRILIA","TUONO 660","Sevilla","Andalucía","659",1
"APRILIA","TUONO 660 FACTORY","Alicante/Alacant","Comunidad Valenciana","659",1
"APRILIA","TUONO 660 FACTORY","Barcelona","Cataluña","659",1
"APRILIA","TUONO 660 FACTORY","Bizkaia","País Vasco","659",3
"APRILIA","TUONO 660 FACTORY","Cádiz","Andalucía","659",2
"APRILIA","TUONO 660 FACTORY","Córdoba","Andalucía","659",1
"APRILIA","TUONO 660 FACTORY","Illes Balears","Illes Balears","659",1
"APRILIA","TUONO 660 FACTORY","Madrid","Comunidad de Madrid","659",2
"APRILIA","TUONO 660 FACTORY","Murcia","Región de Murcia","659",1
"APRILIA","TUONO 660 FACTORY","Sevilla","Andalucía","659",1
"APRILIA","TUONO 660 FACTORY","Tarragona","Cataluña","659",1
"APRILIA","TUONO 660 FACTORY","Valladolid","Castilla y León","659",1
"APRILIA","TUONO V4","Alicante/Alacant","Comunidad Valenciana","1077",3
"APRILIA","TUONO V4","Barcelona","Cataluña","1077",3
"APRILIA","TUONO V4","Bizkaia","País Vasco","1077",2
"APRILIA","TUONO V4","Cádiz","Andalucía","1077",6
"APRILIA","TUONO V4","Castellón/Castelló","Comunidad Valenciana","1077",1
"APRILIA","TUONO V4","Illes Balears","Illes Balears","1077",1
"APRILIA","TUONO V4","León","Castilla y León","1077",1
"APRILIA","TUONO V4","Madrid","Comunidad de Madrid","1077",6
"APRILIA","TUONO V4","Málaga","Andalucía","1077",1
"APRILIA","TUONO V4","Murcia","Región de Murcia","1077",3
"APRILIA","TUONO V4","Navarra","Comunidad Foral de Navarra","1077",1
"APRILIA","TUONO V4","Santa Cruz de Tenerife","Canarias","1077",2
"APRILIA","TUONO V4","Sevilla","Andalucía","1077",1
"APRILIA","TUONO V4","Valencia/València","Comunidad Valenciana","1077",1
"ARIIC","ARIIC 108","Madrid","Comunidad de Madrid","117",1
"ARIIC","ARIIC 318","Alicante/Alacant","Comunidad Valenciana","276",2
"ARIIC","ARIIC 318","Cáceres","Extremadura","276",1
"ARIIC","ARIIC 318","Gipuzkoa","País Vasco","276",1
"ARIIC","ARIIC 318","Madrid","Comunidad de Madrid","276",2
"ARIIC","ARIIC 318","Valencia/València","Comunidad Valenciana","276",1
"ARIIC","JULIO 125","Palmas (Las)","Canarias","124",1
"ATAC","SK125-12A","Madrid","Comunidad de Madrid","124",1
"BAJAJ","DOMINAR D 400","Albacete","Castilla-La Mancha","373",1
"BAJAJ","DOMINAR D 400","Alicante/Alacant","Comunidad Valenciana","373",8
"BAJAJ","DOMINAR D 400","Almería","Andalucía","373",1
"BAJAJ","DOMINAR D 400","Asturias","Principado de Asturias","373",1
"BAJAJ","DOMINAR D 400","Barcelona","Cataluña","373",20
"BAJAJ","DOMINAR D 400","Bizkaia","País Vasco","373",4
"BAJAJ","DOMINAR D 400","Burgos","Castilla y León","373",1
"BAJAJ","DOMINAR D 400","Cádiz","Andalucía","373",1
"BAJAJ","DOMINAR D 400","Cantabria","Cantabria","373",1
"BAJAJ","DOMINAR D 400","Castellón/Castelló","Comunidad Valenciana","373",1
"BAJAJ","DOMINAR D 400","Guadalajara","Castilla-La Mancha","373",1
"BAJAJ","DOMINAR D 400","Huelva","Andalucía","373",2
"BAJAJ","DOMINAR D 400","Illes Balears","Illes Balears","373",11
"BAJAJ","DOMINAR D 400","Lleida","Cataluña","373",2
"BAJAJ","DOMINAR D 400","Lugo","Galicia","373",1
"BAJAJ","DOMINAR D 400","Madrid","Comunidad de Madrid","373",27
"BAJAJ","DOMINAR D 400","Málaga","Andalucía","373",1
"BAJAJ","DOMINAR D 400","Murcia","Región de Murcia","373",4
"BAJAJ","DOMINAR D 400","Santa Cruz de Tenerife","Canarias","373",1
"BAJAJ","DOMINAR D 400","Sevilla","Andalucía","373",3
"BAJAJ","DOMINAR D 400","Tarragona","Cataluña","373",3
"BAJAJ","DOMINAR D 400","Valencia/València","Comunidad Valenciana","373",11
"BAJAJ","DOMINAR D 400","Zaragoza","Aragón","373",1
"BAJAJ","PULSAR NS 125","Álava/Araba","País Vasco","124",1
"BAJAJ","PULSAR NS 125","Albacete","Castilla-La Mancha","124",2
"BAJAJ","PULSAR NS 125","Alicante/Alacant","Comunidad Valenciana","124",29
"BAJAJ","PULSAR NS 125","Almería","Andalucía","124",2
"BAJAJ","PULSAR NS 125","Ávila","Castilla y León","124",1
