MARCA_ITV,COUNT
"APRILIA",38
"ARIIC",2
"BENELLI",110
"BETA",64
"BMW",665
"BRIXTON",21
"CF MOTO",4
"COLIBRI",1
"DAELIM",64
"DERBI",1
"DUCATI",137
"FANTIC MOTOR",1
"GASGAS",74
"GENERIC",1
"GOES",37
"HANWAY",39
"HARLEY-DAVIDSON",119
"HM",1
"HONDA",1809
"HUDSON BOSS",2
"HUSQVARNA",114
"HYOSUNG",11
"INDIAN",17
"JNEN",1
"JTG",5
"KANDI MX",1
"KAWASAKI",496
"KEEWAY",120
"KENROD",2
"KSR MOTO",14
"KTM",371
"KYMCO",875
"LEONART",5
"LINTEX",1
"LML",2
"MACBOR",73
"MALCOR",5
"MASH",19
"MH MOTORCYCLES",12
"MONDIAL",39
"MONTESA",17
"MOTO GUZZI",34
"MOTO SPA",7
"MV AGUSTA",12
"MX",3
"NORTON",1
"PEUGEOT",144
"PIAGGIO",602
"PIONEER",1
"RIDE",1
"RIEJU",48
"RIYA",26
"ROYAL ENFIELD",39
"SANYOU",2
"SCOMADI",15
"SHERCO",38
"SKY TEAM",2
"SUMCO",12
"SUZUKI",320
"SWM",10
"SYM",442
"TGB",2
"TIANDA",4
"TRIUMPH",159
"TRS",16
"UM",20
"VENT SRL",2
"VERTIGO MOTORS",6
"WOTTAN",57
"YAMAHA",1514
"YIYING",1
"ZNEN",2
"ZONTES",2
