MARCA_ITV,COUNT
"AJP",1
"APRILIA",67
"ARIIC",1
"ASIAWING",1
"BENELLI",225
"BETA",56
"BMW",942
"BRIXTON",31
"BULLIT",1
"CF MOTO",7
"DAELIM",66
"DUCATI",304
"EFUN",41
"FANTIC MOTOR",4
"FKMOTORS",3
"GASGAS",9
"GOES",53
"HANWAY",29
"HARLEY-DAVIDSON",130
"HONDA",2337
"HUSQVARNA",151
"HYOSUNG",6
"INDIAN",27
"JTG",1
"KANDI MX",3
"KAWASAKI",718
"KEEWAY",147
"KENROD",1
"KSR MOTO",16
"KTM",467
"KYMCO",1269
"LAMBRETTA",13
"LEONART",5
"LEXMOTO",6
"LONCIN",12
"MACBOR",165
"MALAGUTI",24
"MALCOR",6
"MASH",41
"MESSERSCHMITT",13
"MH MOTORCYCLES",16
"MONDIAL",31
"MONTESA",15
"MOTO GUZZI",40
"MOTORBIKE",2
"MUTTI",3
"MV AGUSTA",9
"NOOMA",2
"ORCAL",2
"PEUGEOT",167
"PIAGGIO",699
"PIONEER",1
"RIDE",1
"RIEJU",49
"RIYA",3
"ROYAL ALLOY",1
"ROYAL ENFIELD",47
"SCOMADI",2
"SHERCO",74
"SKY TEAM",1
"SUMCO",24
"SUZUKI",339
"SWM",15
"SYM",510
"TIANDA",4
"TM RACING",7
"TRIUMPH",152
"TRS",14
"UM",18
"VENT SRL",1
"VERTIGO MOTORS",5
"WOTTAN",97
"YAMAHA",1618
"ZONTES",25
