MARCA_ITV,COUNT
"AJP",3
"APRILIA",69
"BENELLI",394
"BETA",63
"BMW",1308
"BRIXTON",64
"CF MOTO",16
"DAELIM",137
"DUCATI",285
"E-BROH",2
"EFUN",17
"FANTIC MOTOR",6
"FKMOTORS",3
"GAS-GAS",10
"GENERIC",1
"GOES",85
"HANWAY",58
"HARLEY DAVIDSON",190
"HARTFORD",1
"HONDA",3932
"HUSQVARNA",128
"HYOSUNG",32
"INDIAN MOTORCYCLE",45
"KAWASAKI",1242
"KEEWAY",380
"KENROD",2
"KSR MOTO",2
"KSR MOTO AUSTRIA",32
"KTM",756
"KYMCO",2449
"LAMBRETTA",19
"LEONART",10
"LEXMOTO",2
"LONCIN",10
"MACBOR",392
"MALAGUTI",59
"MALCOR",11
"MASH",30
"MH MOTORCYCLES",54
"MITT",38
"MONDIAL",48
"MONKEY BIKES",2
"MONTESA",17
"MOTO GUZZI",48
"MUTTI",9
"MV AGUSTA",3
"NO STOCK BIKES",1
"ORCAL",15
"PEUGEOT",626
"PIAGGIO",1440
"PIONEER",2
"RIEJU",117
"ROYAL ENFIELD",103
"S.Y.M",1062
"SCOMADI",5
"SHERCO",39
"SUMCO",19
"SUZUKI",462
"SWM",21
"TIANYING",5
"TM RACING",2
"TRIUMPH",303
"TRS",16
"UM",95
"VERTIGO MOTORS",11
"VOGEL-NOOT",46
"WANGYE",3
"WOTTAN",236
"YAMAHA",3156
"YINGANG",2
"ZONTES",36
