MARCA_ITV,COUNT
"ACURA",2
"APRILIA",53
"BETA",57
"BMW",673
"CF MOTO",1
"DAELIM",89
"DERBI",10
"DUCATI",112
"GASGAS",12
"GENERIC",9
"GUZZI",1
"HANWAY",59
"HARLEY-DAVIDSON",129
"HM",1
"HONDA",1432
"HUSQVARNA",86
"HYOSUNG",26
"IMOTO",1
"INDIAN",10
"JONWAY",3
"JTG",2
"KAWASAKI",457
"KEEWAY",168
"KENROD",7
"KTM",297
"KYMCO",959
"LEONART",4
"LIFAN",2
"LML",14
"LUCLA",1
"MASH",34
"MBK",3
"MONKEY BIKES",2
"MONSTERPRO",2
"MONTESA",36
"MOTO GUZZI",18
"MOTOR HISPANIA",1
"MV AGUSTA",11
"PEUGEOT",259
"PIAGGIO",666
"RIDE",18
"RIEJU",51
"RIYA",32
"ROYAL ENFIELD",21
"SANYOU",13
"SCOMADI",14
"SCUTUM",10
"SHERCO",45
"SUMCO",5
"SUZUKI",431
"SYM",294
"TGB",7
"TRIUMPH",157
"VICTORY MOTOR",2
"YAMAHA",1226
"YIYING",1
"ZERO MOTORCYCLES",1
"ZNEN",1
