MARCA_ITV,COUNT
"APRILIA",32
"ASIAWING",1
"BENELLI",7
"BETA",61
"BMW",623
"BMW I",1
"BRIXTON",3
"DAELIM",72
"DERBI",10
"DUCATI",118
"GASGAS",50
"GENERIC",1
"GOES",3
"HANWAY",26
"HARLEY-DAVIDSON",127
"HM",7
"HONDA",1565
"HUDSON BOSS",2
"HUSQVARNA",81
"HYOSUNG",19
"INDIAN",8
"KAWASAKI",506
"KEEWAY",84
"KENROD",1
"KSR MOTO",8
"KTM",182
"KYMCO",675
"LEONART",1
"LIFAN",2
"LINTEX",3
"LML",8
"MASH",49
"MH MOTORCYCLES",11
"MONKEY BIKES",2
"MONTESA",17
"MOTO GUZZI",20
"MV AGUSTA",7
"MX",1
"OVERBIKES",2
"PEUGEOT",115
"PIAGGIO",529
"RIDE",16
"RIEJU",56
"RIYA",15
"ROYAL ENFIELD",28
"SANYOU",14
"SCOMADI",14
"SHERCO",60
"SUMCO",3
"SUZUKI",245
"SYM",277
"TGB",12
"TRIUMPH",129
"TRS",9
"VERTIGO MOTORS",4
"VICTORY MOTOR",6
"WOTTAN",14
"YAMAHA",910
"YIYING",5
