MARCA_ITV,COUNT
"ACURA",4
"APRILIA",57
"BENELLI",17
"BETA",40
"BMW",900
"DAELIM",135
"DERBI",12
"DUCATI",143
"GASGAS",21
"GENERIC",8
"GILERA",3
"HANWAY",100
"HARLEY-DAVIDSON",197
"HONDA",2328
"HUSQVARNA",22
"HYOSUNG",95
"IMOTO",1
"INDIAN",12
"INNOCENTI",1
"JONWAY",5
"JTG",1
"KAWASAKI",850
"KEEWAY",342
"KENROD",11
"KSR MOTO",1
"KTM",349
"KYMCO",1566
"LAMBRETTA",1
"LEONART",1
"LIFAN",7
"LINTEX",2
"LML",25
"MASH",55
"MBK",6
"MONKEY BIKES",4
"MONTESA",19
"MOTO GUZZI",27
"MV AGUSTA",11
"MX",1
"PEUGEOT",367
"PGO",1
"PIAGGIO",1246
"RIDE",28
"RIEJU",70
"RIYA",38
"ROYAL ENFIELD",28
"SANYOU",6
"SCOMADI",31
"SCUTUM",10
"SHERCO",55
"SKY TEAM",6
"SUMCO",2
"SUZUKI",734
"SYM",623
"TGB",8
"TRIUMPH",234
"TRS",10
"VERTIGO MOTORS",6
"VICTORY MOTOR",12
"YAMAHA",1949
"YIBEN",2
"YIYING",1
"ZERO MOTORCYCLES",1
"ZNEN",2
