MARCA_ITV,COUNT
"AJP",11
"ALPINA DI RENANIA",4
"APRILIA",824
"ARIIC",67
"BAJAJ",31
"BENDA",22
"BENELLI",172
"BETA",134
"BLUROC MOTORC.",2
"BMW",1148
"BRIXTON",16
"BSA",36
"BULTACO",1
"CFMOTO",279
"CYCLONE",21
"DAELIM",1
"DUCATI",290
"EFUN",13
"F.B MONDIAL",1
"FANTIC MOTOR",52
"GAS GAS",8
"GASGAS",238
"HANWAY",4
"HARLEY-DAVIDSON",182
"HONDA",3111
"HUSQVARNA",617
"HYOSUNG",18
"INDIAN MOTORCYCLE",29
"ITALJET",3
"JUNAK",1
"KAWASAKI",602
"KEEWAY",587
"KL",3
"KOVE",110
"KTM",1521
"KYMCO",678
"LAMBRETTA",43
"LEONART",2
"LETBE",3
"LINHAI",71
"MACBOR",126
"MALAGUTI",4
"MALCOR IBERICA",5
"MASH",5
"MBP",91
"MH MOTORCYCLES",77
"MITT",136
"MONDIAL",46
"MONKEY BIKES",2
"MONTESA",12
"MORBIDELLI",9
"MOTO GUZZI",172
"MOTO MORINI",130
"MOTRON MOTORRAD",10
"MTR BIKES",2
"MUTT",5
"MV AGUSTA",16
"ORCAL",8
"PEUGEOT",535
"PIAGGIO",2093
"QJMOTOR",380
"REDMOTO",23
"RIEJU",95
"RIYA",2
"ROYAL ALLOY",2
"ROYAL ENFIELD",132
"SCORPA",4
"SHERCO",179
"SUMCO",1
"SUZUKI",406
"SWM",8
"SYM",1336
"TM RACING",1
"TRIUMPH",265
"TRS",149
"UM",100
"VENT",1
"VENT S.R.L.",3
"VENT SRL",1
"VERTIGO MOTORS",26
"VOGE",626
"WOTTAN",76
"WOTTAN MOTOR",6
"YAMAHA",2395
"ZONGSHEN",2
"ZONTES",660
