MARCA_ITV,COUNT
"AJP",28
"ALPINA DI RENANIA",2
"APRILIA",239
"ARIIC",21
"BENELLI",347
"BETA",77
"BIMOTA",2
"BMW",556
"BRIXTON",25
"BSA",4
"CFMOTO",56
"DAELIM",6
"DUCATI",53
"EFUN",1
"FANTIC MOTOR",48
"FENDT",1
"GAS GAS",99
"HANWAY",4
"HARLEY-DAVIDSON",73
"HONDA",2969
"HUSQVARNA",189
"HYOSUNG",10
"INDIAN MOTORCYCLE",20
"ITALJET",3
"KAWASAKI",525
"KEEWAY",217
"KTM",527
"KYMCO",793
"LAMBRETTA",4
"LEONART",6
"LINHAI",6
"MACBOR",109
"MALAGUTI",4
"MALCOR IBERICA",3
"MH MOTORCYCLES",78
"MITT",170
"MONDIAL",5
"MONKEY BIKES",6
"MONTESA",18
"MOTO GUZZI",31
"MOTO GUZZI HISPANIA",1
"MOTO MORINI",18
"MOTRON MOTORRAD",22
"MTR BIKES",1
"MUTT",15
"MV AGUSTA",5
"NO STOCK BIKES",2
"ORCAL",10
"PEUGEOT",124
"PIAGGIO",558
"QJMOTOR",130
"REDMOTO",5
"RIEJU",91
"RIYA",3
"ROYAL ALLOY",3
"ROYAL ENFIELD",91
"SHERCO",56
"SUZUKI",255
"SWM",8
"SYM",570
"TRIUMPH",277
"TRS",38
"UM",39
"VERTIGO MOTORS",9
"VOGE",557
"WOTTAN",132
"WOTTAN MOTOR",2
"YAMAHA",2246
"ZONTES",555
