MARCA_ITV,COUNT
"AEON",1
"APRILIA",50
"ASIAWING",1
"BENELLI",174
"BETA",60
"BMW",833
"BRIXTON",14
"BULLIT",2
"CF MOTO",4
"DAELIM",66
"DERBI",2
"DUCATI",181
"EFUN",12
"GASGAS",51
"GOES",35
"HANWAY",33
"HARLEY-DAVIDSON",117
"HONDA",2019
"HUDSON BOSS",2
"HUSQVARNA",144
"HYOSUNG",18
"INDIAN",29
"JNEN",1
"KANDI MX",5
"KAWASAKI",519
"KEEWAY",198
"KENROD",1
"KSR MOTO",9
"KTM",531
"KYMCO",992
"LAMBRETTA",3
"LEONART",9
"LEXMOTO",1
"MACBOR",92
"MALCOR",4
"MASH",25
"MH MOTORCYCLES",14
"MONDIAL",27
"MONTESA",11
"MOTO GUZZI",21
"MOTO SPA",5
"MOTORBIKE",1
"MV AGUSTA",8
"ORCAL",1
"PEUGEOT",168
"PIAGGIO",610
"PIONEER",3
"RIDE",1
"RIEJU",49
"RIYA",18
"ROYAL ALLOY",6
"ROYAL ENFIELD",34
"SANBEN",2
"SCOMADI",12
"SHERCO",45
"SKY TEAM",2
"SUMCO",11
"SUZUKI",353
"SWM",4
"SYM",452
"TIANDA",3
"TM RACING",1
"TRIUMPH",154
"TRS",11
"UM",23
"VENT SRL",2
"VERTIGO MOTORS",5
"WOTTAN",75
"YAMAHA",1547
"YIYING",9
"ZONTES",6
