MARCA_ITV,COUNT
"APRILIA",62
"BENELLI",271
"BETA",34
"BMW",1257
"BRIXTON",101
"CF MOTO",10
"DAELIM",94
"DUCATI",185
"E-BROH",3
"EFUN",22
"FANTIC MOTOR",6
"FKMOTORS",17
"GAS-GAS",15
"GENERIC",1
"GOES",77
"HANWAY",41
"HARLEY DAVIDSON",118
"HONDA",3175
"HUSQVARNA",198
"HYOSUNG",26
"INDIAN MOTORCYCLE",21
"KANDI MX",2
"KAWASAKI",587
"KEEWAY",286
"KENROD",2
"KSR MOTO",1
"KSR MOTO AUSTRIA",34
"KTM",783
"KYMCO",1338
"LAMBRETTA",14
"LEONART",17
"LEXMOTO",3
"LONCIN",4
"MACBOR",295
"MALAGUTI",50
"MALCOR",13
"MASH",15
"MH MOTORCYCLES",49
"MITT",35
"MONDIAL",54
"MONKEY BIKES",1
"MONTESA",13
"MOTO GUZZI",44
"MOTORBIKE",1
"MUTTI",12
"MV AGUSTA",6
"ORCAL",11
"PEUGEOT",252
"PIAGGIO",1202
"PIONEER",4
"QINGQI",1
"RIEJU",72
"ROYAL ENFIELD",70
"S.Y.M",1033
"SCOMADI",3
"SCORPA",2
"SHERCO",38
"SUMCO",19
"SUZUKI",453
"SWM",19
"TIANDA",2
"TIANYING",6
"TM RACING",2
"TRIUMPH",187
"TRS",24
"UM",83
"VERTIGO MOTORS",5
"VOGE",45
"WOTTAN",208
"YAMAHA",1973
"YINGANG",1
"ZONTES",114
