MARCA_ITV,COUNT
"APRILIA",55
"ARIIC",2
"BENELLI",162
"BETA",56
"BMW",918
"BRIXTON",42
"BULLIT",3
"CF MOTO",5
"DAELIM",123
"DERBI",3
"DUCATI",228
"GAS-GAS",76
"GENERIC",1
"GOES",47
"HANWAY",63
"HARLEY DAVIDSON",181
"HONDA",2656
"HUDSON BOSS",3
"HUSQVARNA",165
"HYOSUNG",6
"INDIAN MOTORCYCLE",23
"JNEN",1
"JTG",1
"KANDI MX",2
"KAWASAKI",701
"KEEWAY",206
"KENROD",3
"KSR MOTO",1
"KSR MOTO AUSTRIA",27
"KTM",528
"KYMCO",1331
"LEONART",7
"LINTEX",1
"LML",3
"MACBOR",81
"MALCOR",6
"MASH",31
"MH MOTORCYCLES",22
"MONDIAL",41
"MONTESA",23
"MOTO GUZZI",33
"MOTO SPA",7
"MTR",1
"MV AGUSTA",12
"NO STOCK BIKES",2
"NORTON",1
"ORCAL",2
"PEUGEOT",278
"PIAGGIO",1032
"PIONEER",2
"RIEJU",73
"RIYA",38
"ROYAL ENFIELD",40
"S.Y.M",665
"SCOMADI",17
"SCORPA",1
"SHERCO",37
"SKY TEAM",2
"SUMCO",21
"SUZUKI",466
"SWM",5
"TARO",1
"TGB",2
"TIANDA",5
"TRIUMPH",221
"TRS",19
"UM",31
"VENT SRL",3
"VERTIGO MOTORS",12
"WOTTAN",87
"YAMAHA",2152
"YIYING",1
