MARCA_ITV,COUNT
"ARENA",3
"BLUESHARK",1
"BMW",10
"CECOTEC",26
"E-BROH",2
"EFUN",16
"FELQ",4
"HORWIN",6
"IONIK",5
"JNEN",1
"LINZE",3
"LVNENG",3
"NEXT",22
"NEXTELECTRICMOTORS",3
"NIU",4
"NWOW",5
"OXWIN",3
"PIAGGIO",4
"QUAZZAR",3
"RAY ELECTRIC MOTORS",4
"RIEJU",400
"RODEA",2
"SAKURA",1
"SEGWAY",7
"SILENCE",94
"STARK",47
"SUPER SOCO",6
"SURRON",2
"SWAPPER",1
"VELCA",66
"ZEEHO",1
"ZERO MOTORCYCLES",13
