MARCA_ITV,COUNT
"AJP",1
"APRILIA",369
"ARIIC",5
"BENDA",2
"BENELLI",366
"BETA",62
"BMW",1158
"BRIXTON",100
"CFMOTO",75
"DAELIM",10
"DAYANG",1
"DUCATI",224
"EFUN",3
"FANTIC MOTOR",39
"FKMOTORS",2
"GASGAS",100
"GOES",6
"HANWAY",12
"HARLEY-DAVIDSON",125
"HONDA",4071
"HUSQVARNA",210
"HYOSUNG",42
"INDIAN",32
"ITALJET",7
"KAWASAKI",560
"KEEWAY",250
"KSR MOTO",1
"KTM",616
"KYMCO",1343
"LAMBRETTA",27
"LEONART",11
"LINHAI",5
"MACBOR",175
"MALAGUTI",26
"MALCOR",14
"MALCOR IBERICA",7
"MASH",6
"MH MOTORCYCLES",81
"MITT",230
"MONDIAL",43
"MONTESA",11
"MOTO GUZZI",58
"MOTO MORINI",14
"MOTRON MOTORRAD",71
"MUTT",10
"MV AGUSTA",9
"ORCAL",18
"PEUGEOT",611
"PIAGGIO",1236
"REDMOTO",5
"RIEJU",91
"RIYA",14
"ROYAL ALLOY",4
"ROYAL ENFIELD",138
"SHERCO",39
"SUMCO",10
"SUZUKI",213
"SWM",6
"SYM",1855
"TIANYING",1
"TM RACING",1
"TRIUMPH",294
"TRS",21
"UM",48
"VERTIGO MOTORS",7
"VOGE",103
"WOTTAN",242
"YAMAHA",2244
"ZNEN",1
"ZONTES",561
