MARCA_ITV,COUNT
"AJP",11
"ALPINA DI RENANIA",1
"APRILIA",193
"ARIIC",19
"BAJAJ",44
"BENDA",48
"BENELLI",132
"BETA",67
"BMW",1212
"BRIXTON",13
"BSA",1
"CFMOTO",67
"CYCLONE",60
"DUCATI",270
"EFUN",4
"F.B MONDIAL",6
"FANTIC MOTOR",34
"GASGAS",18
"HARLEY-DAVIDSON",61
"HONDA",5297
"HUSQVARNA",79
"HYOSUNG",21
"INDIAN",36
"KAWASAKI",952
"KEEWAY",233
"KOVE",47
"KTM",275
"KYMCO",1342
"LAMBRETTA",50
"LEONART",12
"LETBE",5
"LINHAI",6
"MACBOR",281
"MALAGUTI",4
"MALCOR IBERICA",4
"MBP",39
"MH MOTORCYCLES",124
"MITT",238
"MONDIAL",19
"MONKEY BIKES",3
"MONTESA",6
"MORBIDELLI",38
"MOTO GUZZI",32
"MOTO MORINI",31
"MOTRON MOTORRAD",3
"MTR BIKES",4
"MUTT",2
"MV AGUSTA",13
"NEXT",14
"ORCAL",4
"PEUGEOT",284
"PIAGGIO",575
"QJMOTOR",560
"REDMOTO",6
"RIEJU",144
"ROYAL ENFIELD",175
"SHERCO",34
"SUZUKI",179
"SWM",36
"SYM",1312
"TM MOTO",2
"TRIUMPH",392
"TRS",10
"UM",34
"VOGE",1725
"WOTTAN",146
"YAMAHA",3521
"ZONTES",1936
