MARCA_ITV,COUNT
"AJP",10
"APRILIA",387
"ARIIC",19
"BENELLI",219
"BETA",40
"BMW",1363
"BRIXTON",77
"BSA",2
"CFMOTO",32
"DAELIM",10
"DUCATI",237
"EFUN",13
"FANTIC MOTOR",31
"GASGAS",93
"HANWAY",12
"HARLEY-DAVIDSON",98
"HONDA",4931
"HUSQVARNA",169
"HYOSUNG",24
"INDIAN",33
"ITALJET",4
"KAWASAKI",760
"KEEWAY",359
"KL",2
"KTM",624
"KYMCO",1515
"LAMBRETTA",22
"LEONART",12
"LINHAI",3
"MACBOR",140
"MALAGUTI",13
"MALCOR IBERICA",10
"MASH",3
"MH MOTORCYCLES",150
"MITT",188
"MONDIAL",15
"MONKEY BIKES",5
"MONTESA",7
"MOTO GUZZI",61
"MOTO MORINI",29
"MOTRON MOTORRAD",50
"MUTT",11
"MV AGUSTA",3
"ORCAL",6
"PEUGEOT",690
"PIAGGIO",1599
"QJMOTOR",92
"RIEJU",99
"RIYA",14
"ROYAL ALLOY",7
"ROYAL ENFIELD",146
"SCORPA",1
"SHERCO",41
"SUMCO",3
"SUZUKI",289
"SWM",15
"SYM",1270
"TM RACING",2
"TRIUMPH",348
"TRS",20
"UM",50
"VERTIGO MOTORS",5
"VOGE",397
"WOTTAN",240
"YAMAHA",2491
"ZONTES",783
