MARCA_ITV,COUNT
"AJP",3
"ALPINA DI RENANIA",1
"APRILIA",249
"ARIIC",23
"BENELLI",220
"BETA",44
"BMW",1066
"BRIXTON",13
"CFMOTO",70
"DAELIM",15
"DUCATI",105
"EFUN",6
"FANTIC MOTOR",31
"GAS GAS",121
"HANWAY",14
"HARLEY-DAVIDSON",69
"HONDA",3913
"HUSQVARNA",189
"HYOSUNG",9
"INDIAN MOTORCYCLE",23
"ITALJET",4
"KAWASAKI",543
"KEEWAY",271
"KTM",605
"KYMCO",1343
"LEONART",4
"LINHAI",9
"MACBOR",219
"MALAGUTI",3
"MALCOR IBERICA",2
"MH MOTORCYCLES",131
"MITT",169
"MONDIAL",14
"MONKEY BIKES",8
"MONTESA",1
"MOTO GUZZI",41
"MOTO MORINI",12
"MOTRON MOTORRAD",9
"MUTT",9
"MV AGUSTA",10
"ORCAL",3
"PEUGEOT",259
"PIAGGIO",961
"QJMOTOR",163
"REDMOTO",4
"RIEJU",139
"RIYA",12
"ROYAL ALLOY",2
"ROYAL ENFIELD",120
"SCORPA",1
"SHERCO",33
"SUMCO",3
"SUZUKI",276
"SWM",12
"SYM",1074
"TEYIN",1
"TM RACING",1
"TRIUMPH",236
"TRS",12
"UM",35
"VERTIGO MOTORS",2
"VOGE",306
"WOTTAN",205
"WOTTAN MOTOR",2
"YAMAHA",2047
"ZONTES",677
