FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"19052025","0","","EFUN","TIGER 100","0","1.36","2","FRANCO","BU","BU","19052025","09215","D","","B00","09109","CONDADO DE TREVIÑO","7.10","A1","","04","01","101","306","L3e","","48","0400","BEV","020100","","","","",""
"19052025","0","","SILENCE","S01+","0","1.45","2","GOJAR","GR","GR","19052025","18150","D","","B00","18084","GOJAR","7.50","A1","","7","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"19052025","0","","CECOTEC","VULCANO","0","1.16","2","CAPELLANIA, LA","MA","MA","19052025","29630","D","","B00","29025","BENALMADENA","6.00","A1","","01","00","126","337","L3e","ND","45","0400","BEV","015100","","","","",""
"19052025","0","","SILENCE","S01+","0","1.45","2","BARCELONA","B","M","19052025","08022","D","","B00","08019","BARCELONA","7.50","A1","","7","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"19052025","0","","QUAZZAR","E-DIVINE PLUS","0","0.77","2","MADRID","M","M","19052025","28008","X","","B00","28079","MADRID","4.00","A1","","A","A","83","253","L3e","","45","0400","BEV","010000","","","","",""
"19052025","0","","BMW","CE 02","0","1.16","2","BARCELONA","B","B","19052025","08018","D","","B00","08019","BARCELONA","6.00","A1","","0C71","A","105","312","L3e","","60","0400","BEV","009500","","","","",""
"19052025","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","CREVILLENT","A","A","19052025","03330","D","","B00","03059","CREVILLENT","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
"19052025","0","","ZERO MOTORCYCLES","DSR 15.6","0","6.40","2","SABADELL","B","SG","19052025","08202","D","","B00","08187","SABADELL","33.00","A2","","ZB","0X4P","167","500","L3e","ND","100","0400","BEV","016100","","","","",""
"19052025","0","","SILENCE","S01","0","1.35","2","GRANADA","GR","GR","19052025","18015","D","","B00","18087","GRANADA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"19052025","0","","SEGWAY","--","0","1.51","2","MADRID","M","SG","19052025","28055","D","","B00","28079","MADRID","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"19052025","0","","SEGWAY","--","0","1.51","2","MADRID","M","SG","19052025","28041","D","","B00","28079","MADRID","7.80","A1","","000","00","101","280","L3e","ND","44","0400","BEV","009000","","","","",""
"19052025","0","","FELQ","FW07","0","0.97","2","BARCELONA","B","M","19052025","08019","X","","B00","08019","BARCELONA","5.00","A1","","000","01","91","280","L3e","ND","55","0400","BEV","009400","","","","",""
"19052025","0","","SILENCE","S01","0","1.35","2","BARCELONA","B","B","19052025","08030","D","","B00","08019","BARCELONA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
