MARCA_ITV,COUNT
"3PLUSCOCO",1
"ARENA",9
"ASKOLL",1
"BMW",12
"BRP",3
"CECOTEC",29
"E-BROH",1
"E-ZI",1
"EFUN",25
"FELQ",10
"HORWIN",7
"IONIK",2
"KAINING",1
"KAWASAKI",2
"LINZE",2
"NEXT",20
"NEXTELECTRICMOTORS",1
"NIU",3
"NUUK",1
"OTTOBIKE",1
"OXWIN",1
"PIAGGIO",2
"QUAZZAR",3
"RAY ELECTRIC MOTORS",2
"RIEJU",201
"RODEA",1
"SEGWAY",14
"SILENCE",158
"STARK",38
"SUPER SOCO",8
"SURRON",1
"SWAPPER",1
"URBAN ELECTRIC MOTORS",4
"VELCA",15
"VERGE",2
"VMOTO",4
"VOSTOK",1
"ZEEHO",3
"ZERO MOTORCYCLES",18
