MARCA_ITV,COUNT
"ABENDAÑO",1
"AJP",1
"APRILIA",104
"BENELLI",267
"BETA",54
"BMW",1312
"BRIXTON",84
"BULLIT",2
"CF MOTO",24
"CITROEN",1
"DAELIM",50
"DAYANG",3
"DUCATI",281
"E-BROH",2
"EFUN",2
"EZNEN",1
"FANTIC MOTOR",9
"FKMOTORS",4
"GASGAS",76
"GOES",44
"HANWAY",29
"HARLEY-DAVIDSON",72
"HONDA",3343
"HUSQVARNA",77
"HYOSUNG",58
"INDIAN",53
"KANDI MX",7
"KAWASAKI",695
"KEEWAY",261
"KSR MOTO",15
"KTM",492
"KYMCO",868
"LAMBRETTA",38
"LEIHU",2
"LEONART",1
"LEXMOTO",2
"LONCIN",1
"MACBOR",228
"MALAGUTI",17
"MALCOR",9
"MASH",16
"MESSERSCHMITT",12
"MH MOTORCYCLES",39
"MITT",96
"MONDIAL",18
"MONKEY BIKES",1
"MONTESA",7
"MOTO GUZZI",83
"MUTT",18
"MV AGUSTA",7
"ORCAL",29
"PEUGEOT",242
"PIAGGIO",1174
"PIONEER",3
"QINGQI",1
"REDMOTO",9
"RIEJU",84
"RIYA",1
"ROYAL ENFIELD",131
"SHERCO",20
"SUMCO",15
"SUZUKI",224
"SWM",15
"SYM",752
"TIANDA",2
"TIANYING",3
"TM RACING",4
"TRIUMPH",276
"TRS",18
"UM",130
"VERTIGO MOTORS",6
"VOGE",65
"WANGYE",5
"WOTTAN",147
"YAMAHA",2539
"ZONTES",318
