MARCA_ITV,COUNT
"ABENDAÑO",4
"AJP",2
"APRILIA",79
"ARIIC",2
"BENELLI",174
"BETA",105
"BMW",899
"BRIXTON",46
"CF MOTO",13
"DAELIM",56
"DAYANG",3
"DUCATI",131
"EZNEN",9
"FANTIC MOTOR",6
"FKMOTORS",3
"GASGAS",103
"GOES",27
"GUZZI",1
"HANWAY",29
"HARLEY-DAVIDSON",40
"HONDA",2147
"HUSQVARNA",139
"HYOSUNG",16
"INDIAN",27
"KANDI MX",2
"KAWASAKI",483
"KEEWAY",130
"KSR MOTO",24
"KTM",456
"KYMCO",630
"LAMBRETTA",8
"LEIHU",3
"LEONART",5
"LEXMOTO",1
"LONCIN",7
"MACBOR",204
"MALAGUTI",30
"MALCOR",6
"MASH",12
"MH MOTORCYCLES",30
"MITT",53
"MONDIAL",30
"MONKEY BIKES",2
"MONTESA",8
"MOTO GUZZI",33
"MOTOHAPPY",3
"MUTTI",3
"MV AGUSTA",2
"NO STOCK BIKES",1
"ORCAL",12
"PEUGEOT",192
"PIAGGIO",556
"PIONEER",3
"RIEJU",111
"ROYAL ENFIELD",51
"SHERCO",64
"SUMCO",4
"SUZUKI",204
"SWM",16
"SYM",446
"TIANDA",5
"TIANYING",1
"TM RACING",3
"TRIUMPH",181
"TRS",22
"UM",45
"VERTIGO MOTORS",6
"VOGE",45
"WOTTAN",104
"YAMAHA",1349
"ZONTES",197
"ZUNDAPP",1
