MARCA_ITV,COUNT
"ABENDAÑO",2
"AJP",7
"APRILIA",63
"BENELLI",178
"BETA",31
"BMW",647
"BRIXTON",69
"BULLIT",1
"CFMOTO",12
"DAELIM",7
"DAYANG",6
"DUCATI",133
"E-BROH",1
"EFUN",1
"FANTIC MOTOR",12
"FKMOTORS",7
"GAS GAS",62
"GOES",15
"HANWAY",22
"HARLEY-DAVIDSON",91
"HONDA",2670
"HUSQVARNA",77
"HYOSUNG",25
"INDIAN MOTORCYCLE",21
"KANDI MX",3
"KAWASAKI",400
"KEEWAY",168
"KSR MOTO AUSTRIA",12
"KTM",361
"KYMCO",854
"LAMBRETTA",14
"LEIHU",3
"LINHAI",1
"MACBOR",103
"MALAGUTI",11
"MALCOR",9
"MALCOR IBERICA",3
"MASH",7
"MESSERSCHMITT",4
"MH MOTORCYCLES",30
"MITT",67
"MONDIAL",25
"MONTESA",2
"MOTO GUZZI",48
"MOTRON MOTORRAD",27
"MUTT",16
"MV AGUSTA",13
"ORCAL",7
"PEUGEOT",137
"PIAGGIO",951
"PIONEER",1
"REDMOTO",1
"RIEJU",38
"ROYAL ENFIELD",82
"SHERCO",38
"SKY TEAM",1
"SUMCO",12
"SUZUKI",153
"SWM",13
"SYM",852
"TIANDA",1
"TIANYING",7
"TM RACING",2
"TRIUMPH",145
"TRS",7
"UM",83
"VENT S.R.L.",1
"VERTIGO MOTORS",1
"VOGE",24
"WOTTAN",138
"YAMAHA",1484
"ZONTES",301
