MARCA_ITV,COUNT
"APRILIA",43
"BENELLI",92
"BETA",42
"BMW",1067
"BRIXTON",12
"CF MOTO",3
"DAELIM",155
"DERBI",12
"DUCATI",281
"GAS-GAS",38
"GENERIC",2
"GOES",20
"GUZZI",1
"GUZZI-HISPANIA",1
"HANWAY",104
"HARLEY DAVIDSON",232
"HONDA",3006
"HUDSON BOSS",3
"HUSQVARNA",19
"HYOSUNG",31
"INDIAN MOTORCYCLE",16
"KAWASAKI",757
"KEEWAY",244
"KENROD",9
"KSR MOTO",6
"KTM",360
"KYMCO",1621
"LIFAN",9
"LINTEX",9
"LML",15
"MASH",65
"MBK",1
"MH MOTORCYCLES",11
"MONDIAL",41
"MONKEY BIKES",1
"MONTESA",14
"MOTO GUZZI",21
"MOTO SPA",1
"MV AGUSTA",10
"PEUGEOT",369
"PIAGGIO",1168
"RIDE",28
"RIEJU",77
"RIYA",47
"ROYAL ENFIELD",43
"S.Y.M",653
"SANYOU",24
"SCOMADI",15
"SCORPA",1
"SHERCO",39
"SUMCO",4
"SUPER",3
"SUZUKI",479
"SWM",3
"TGB",18
"TRIUMPH",232
"TRS",5
"VERTIGO MOTORS",1
"VICTORY MOTOR DIVISION",1
"VICTORY MOTORCYCLES DIV",1
"WOTTAN",38
"YAMAHA",2484
"YIYING",1
"ZNEN",2
