FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"16032026","0","","QJMOTOR","ATR 125 E5+","Bizkaia","País Vasco","125"
"16032026","0","","MOTO MORINI","CALIBRO 700","Málaga","Andalucía","693"
"16032026","0","","KYMCO","SUPER DINK GT","Bizkaia","País Vasco","321"
"16032026","0","","HONDA","PCX125","Sevilla","Andalucía","125"
"16032026","0","","BMW","F 900 XR","Ciudad Real","Castilla-La Mancha","895"
"16032026","0","","CFMOTO","450MT","Santa Cruz de Tenerife","Canarias","449"
"16032026","0","","YAMAHA","XTZ 700 Tenere","Palmas (Las)","Canarias","689"
"16032026","0","","ZONTES","ZT125-G1","Barcelona","Cataluña","125"
"16032026","0","","VOGE","DS800X RALLY","Barcelona","Cataluña","798"
"16032026","0","","HONDA","ADV 350","Madrid","Comunidad de Madrid","330"
"16032026","0","","CYCLONE","RX1 PRO","Palmas (Las)","Canarias","124"
"16032026","0","","SHERCO","125 SE-R","Illes Balears","Illes Balears","125"
"16032026","0","","BMW","R 1300 GS","Madrid","Comunidad de Madrid","1300"
"16032026","0","","KAWASAKI","Z650","Cádiz","Andalucía","649"
"16032026","0","","QJMOTOR","SRK 125 R E5+","Santa Cruz de Tenerife","Canarias","125"
"16032026","0","","HONDA","CB750 Hornet","Toledo","Castilla-La Mancha","755"
"16032026","0","","CFMOTO","800MT-X","Alicante/Alacant","Comunidad Valenciana","799"
"16032026","0","","PIAGGIO","LIBERTY 125 ABS","Sevilla","Andalucía","124"
"16032026","0","","ZONTES","ZT125-U1","Ourense","Galicia","125"
"16032026","0","","SYM","ADX 300 TCS","Illes Balears","Illes Balears","278"
"16032026","0","","HONDA","CBR600R3","Palmas (Las)","Canarias","599"
"16032026","0","","ZONTES","703RR","Coruña (A)","Galicia","699"
"16032026","0","","VOGE","DS800X RALLY","Guadalajara","Castilla-La Mancha","798"
