FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"06032026","0","","ZONTES","125E","Albacete","Castilla-La Mancha","125"
"06032026","0","","YAMAHA","NMAX 125","Alicante/Alacant","Comunidad Valenciana","125"
"06032026","0","","MITT","GT-S","Madrid","Comunidad de Madrid","125"
"06032026","0","","HONDA","VISION 110","Málaga","Andalucía","109"
"06032026","0","","YAMAHA","MT-07","Huesca","Aragón","689"
"06032026","0","","WOTTAN","REBBE","Alicante/Alacant","Comunidad Valenciana","124"
"06032026","0","","SUZUKI","ADDRESS 125","Madrid","Comunidad de Madrid","124"
"06032026","0","","CFMOTO","450MT","Bizkaia","País Vasco","449"
"06032026","0","","EFUN","LION","Madrid","Comunidad de Madrid","125"
"06032026","0","","ZONTES","125E","Barcelona","Cataluña","125"
"06032026","0","","KTM","KTM 790 DUKE","Cantabria","Cantabria","799"
"06032026","0","","VOGE","300RALLY","Alicante/Alacant","Comunidad Valenciana","292"
"06032026","0","","CFMOTO","450MT","Girona","Cataluña","449"
"06032026","0","","TRIUMPH","TIGER 900 GT PRO","Palmas (Las)","Canarias","888"
"06032026","0","","PEUGEOT","TWEET FL 125 CC","Madrid","Comunidad de Madrid","125"
"06032026","0","","VOGE","DS525X","Málaga","Andalucía","494"
"06032026","0","","YAMAHA","MT-07","Barcelona","Cataluña","689"
"06032026","0","","CFMOTO","450MT","Illes Balears","Illes Balears","449"
"06032026","0","","DUCATI","PANIGALE V2","Madrid","Comunidad de Madrid","890"
"06032026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"06032026","0","","APRILIA","SR GT 125","Córdoba","Andalucía","125"
"06032026","0","","RIEJU","N/A","Barcelona","Cataluña","297"
"06032026","0","","YAMAHA","MT-07","Barcelona","Cataluña","689"
"06032026","0","","YAMAHA","NMAX 125","Jaén","Andalucía","125"
"06032026","0","","KTM","KTM 390 ENDURO R","Madrid","Comunidad de Madrid","399"
"06032026","0","","SYM","SYMPHONY 125","Girona","Cataluña","125"
"06032026","0","","YAMAHA","MT-07","Madrid","Comunidad de Madrid","689"
"06032026","0","","VOGE","DS800X RALLY","Melilla","Melilla","798"
"06032026","0","","CYCLONE","RX401","Girona","Cataluña","401"
"06032026","0","","YAMAHA","NMAX 125","Málaga","Andalucía","125"
"06032026","0","","HONDA","NT1100","Alicante/Alacant","Comunidad Valenciana","1084"
"06032026","0","","MOTO MORINI","X-CAPE","Pontevedra","Galicia","649"
"06032026","0","","KYMCO","DTX","Valencia/València","Comunidad Valenciana","124"
"06032026","0","","BMW","C 400 X","Barcelona","Cataluña","350"
"06032026","0","","KYMCO","PEOPLE S 125 E5+","Barcelona","Cataluña","125"
"06032026","0","","CFMOTO","800MT-X","Barcelona","Cataluña","799"
"06032026","0","","MOTO MORINI","X-CAPE","León","Castilla y León","649"
"06032026","0","","KYMCO","SUPER DINK GT","Sevilla","Andalucía","321"
"06032026","0","","KOVE","KOVE 800 X PRO","Murcia","Región de Murcia","799"
"06032026","0","","HONDA","PCX 125","Granada","Andalucía","125"
"06032026","0","","HONDA","SH350i","Barcelona","Cataluña","330"
"06032026","0","","HONDA","VISION 110","Girona","Cataluña","109"
"06032026","0","","HONDA","FORZA 350","Illes Balears","Illes Balears","330"
"06032026","0","","BMW","F 800 GS","Madrid","Comunidad de Madrid","895"
"06032026","0","","SYM","JET X","Alicante/Alacant","Comunidad Valenciana","125"
"06032026","0","","HONDA","FORZA 750","Madrid","Comunidad de Madrid","745"
"06032026","0","","CFMOTO","700MT","Lleida","Cataluña","693"
"06032026","0","","YAMAHA","NMAX 125","Sevilla","Andalucía","125"
"06032026","0","","MITT","TY125T-26F","Almería","Andalucía","125"
"06032026","0","","YAMAHA","XMAX 300","Madrid","Comunidad de Madrid","292"
"06032026","0","","SYM","JET X","Girona","Cataluña","125"
"06032026","0","","HONDA","FORZA125","Valencia/València","Comunidad Valenciana","125"
"06032026","0","","ZONTES","125C","Barcelona","Cataluña","125"
"06032026","0","","ZONTES","368G","Huelva","Andalucía","368"
"06032026","0","","VOGE","DS900X","Santa Cruz de Tenerife","Canarias","895"
"06032026","0","","YAMAHA","XMAX 300","Bizkaia","País Vasco","292"
"06032026","0","","SKY TEAM","SKYMAX 125","Santa Cruz de Tenerife","Canarias","124"
"06032026","0","","HONDA","SH125i","Melilla","Melilla","125"
"06032026","0","","HONDA","ADV 350","Barcelona","Cataluña","330"
"06032026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"06032026","0","","HONDA","FORZA 750","Alicante/Alacant","Comunidad Valenciana","745"
"06032026","0","","QJMOTOR","SRK 125 S E5+","Álava/Araba","País Vasco","125"
"06032026","0","","HONDA","CB750 Hornet","Segovia","Castilla y León","755"
"06032026","0","","SYM","SYMPHONY 125","Barcelona","Cataluña","125"
"06032026","0","","YAMAHA","RayZR 125","Murcia","Región de Murcia","125"
"06032026","0","","PIAGGIO","MEDLEY 125","Barcelona","Cataluña","125"
"06032026","0","","SYM","SYMPHONY 125","Málaga","Andalucía","125"
"06032026","0","","VOGE","DS525X","Toledo","Castilla-La Mancha","494"
"06032026","0","","VOGE","625DSX","Murcia","Región de Murcia","581"
"06032026","0","","KTM","KTM 125 ENDURO","Zaragoza","Aragón","125"
"06032026","0","","MITT","TY125T-26F","Sevilla","Andalucía","125"
"06032026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"06032026","0","","MITT","MITT 555TT","Huelva","Andalucía","471"
"06032026","0","","KEEWAY","VIESTE 125","Salamanca","Castilla y León","125"
"06032026","0","","KYMCO","AGILITY S","Segovia","Castilla y León","125"
"06032026","0","","YAMAHA","MT-125","Navarra","Comunidad Foral de Navarra","125"
"06032026","0","","HONDA","CRF 300 L","Barcelona","Cataluña","286"
"06032026","0","","SYM","SYMPHONY 125","Málaga","Andalucía","125"
"06032026","0","","APRILIA","SR GT 125","Jaén","Andalucía","125"
"06032026","0","","TRS","TR1 300","Illes Balears","Illes Balears","294"
"06032026","0","","VOGE","DS800X RALLY","Illes Balears","Illes Balears","798"
"06032026","0","","VOGE","SR1ADV","Alicante/Alacant","Comunidad Valenciana","125"
"06032026","0","","YAMAHA","MT-07","Cádiz","Andalucía","689"
"06032026","0","","BMW","R 1300 GS","Madrid","Comunidad de Madrid","1300"
"06032026","0","","HONDA","CMX1100","Valencia/València","Comunidad Valenciana","1084"
"06032026","0","","HONDA","PCX 125","Barcelona","Cataluña","125"
"06032026","0","","VOGE","625DSX","Málaga","Andalucía","581"
"06032026","0","","YAMAHA","MT-09","Badajoz","Extremadura","890"
"06032026","0","","YAMAHA","YZF-R3","Barcelona","Cataluña","321"
"06032026","0","","KYMCO","SUPER DINK GT 125 E5+","Sevilla","Andalucía","124"
"06032026","0","","MACBOR","MONTANA XR1 125 EVO","Huelva","Andalucía","124"
"06032026","0","","QJMOTOR","SRT 600 SX E5+","Madrid","Comunidad de Madrid","554"
"06032026","0","","VOGE","DS800X RALLY","Jaén","Andalucía","798"
"06032026","0","","HONDA","PCX 125","Málaga","Andalucía","125"
"06032026","0","","KYMCO","AGILITY S","Madrid","Comunidad de Madrid","125"
"06032026","0","","PEUGEOT","PULSION EVO","Almería","Andalucía","125"
"06032026","0","","KTM","KTM 390 ADVENTURE R","Madrid","Comunidad de Madrid","399"
"06032026","0","","BMW","C 400 X","Madrid","Comunidad de Madrid","350"
"06032026","0","","KYMCO","SUPER DINK GT","Barcelona","Cataluña","321"
"06032026","0","","QJMOTOR","SRK 125 S E5+","Madrid","Comunidad de Madrid","125"
"06032026","0","","YAMAHA","TMAX 560","Pontevedra","Galicia","562"
"06032026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"06032026","0","","RIEJU","RALLY 307","Barcelona","Cataluña","292"
"06032026","0","","VOGE","DS800X RALLY","Santa Cruz de Tenerife","Canarias","798"
"06032026","0","","DUCATI","MULTISTRADA V2","Madrid","Comunidad de Madrid","890"
"06032026","0","","PIAGGIO","VESPA PRIMAVERA 125","Alicante/Alacant","Comunidad Valenciana","124"
"06032026","0","","VOGE","DS900X","Almería","Andalucía","895"
"06032026","0","","QJMOTOR","ATR 125 E5+","Palmas (Las)","Canarias","125"
"06032026","0","","YAMAHA","WR125","Málaga","Andalucía","125"
"06032026","0","","BMW","S 1000 RR","Cádiz","Andalucía","999"
"06032026","0","","VOGE","DS800X RALLY","León","Castilla y León","798"
"06032026","0","","ZONTES","368G","Valencia/València","Comunidad Valenciana","368"
"06032026","0","","YAMAHA","MT-07","Barcelona","Cataluña","689"
"06032026","0","","MITT","TY125T-58E","Cádiz","Andalucía","125"
"06032026","0","","DUCATI","STREETFIGHTER","Bizkaia","País Vasco","890"
"06032026","0","","YAMAHA","TMAX 560","Tarragona","Cataluña","562"
"06032026","0","","ZONTES","125C","Barcelona","Cataluña","125"
"06032026","0","","SUZUKI","GSX-S 1000","Barcelona","Cataluña","999"
"06032026","0","","ZONTES","368G","Madrid","Comunidad de Madrid","368"
"06032026","0","","SYM","ADX 300 TCS","Almería","Andalucía","278"
"06032026","0","","ZONTES","703RR","Madrid","Comunidad de Madrid","699"
"06032026","0","","MITT","125GTS","Valencia/València","Comunidad Valenciana","125"
"06032026","0","","HONDA","PCX 125","León","Castilla y León","125"
"06032026","0","","KYMCO","DTX","Lleida","Cataluña","124"
"06032026","0","","YAMAHA","RayZR 125","Illes Balears","Illes Balears","125"
"06032026","0","","KAWASAKI","Z900","Toledo","Castilla-La Mancha","948"
"06032026","0","","YAMAHA","XTZ 700 Tenere","Barcelona","Cataluña","689"
"06032026","0","","CFMOTO","450MT","Sevilla","Andalucía","449"
"06032026","0","","VOGE","SR1ADV","Valencia/València","Comunidad Valenciana","125"
"06032026","0","","YAMAHA","MT-07","Sevilla","Andalucía","689"
"06032026","0","","YAMAHA","TRACER 700","Alicante/Alacant","Comunidad Valenciana","689"
"06032026","0","","HONDA","FORZA 750","Barcelona","Cataluña","745"
"06032026","0","","SYM","SYMPHONY 125","Málaga","Andalucía","125"
"06032026","0","","QJMOTOR","ATR 125 E5+","Santa Cruz de Tenerife","Canarias","125"
"06032026","0","","ZONTES","368G","Málaga","Andalucía","368"
"06032026","0","","YAMAHA","XMAX 125","Cádiz","Andalucía","125"
"06032026","0","","BMW","F 900 XR","Zamora","Castilla y León","895"
"06032026","0","","CFMOTO","450MT","Barcelona","Cataluña","449"
"06032026","0","","MORBIDELLI","T502X","Asturias","Principado de Asturias","486"
"06032026","0","","VOGE","R125","Illes Balears","Illes Balears","125"
"06032026","0","","HONDA","ADV 350","Huelva","Andalucía","330"
"06032026","0","","VOGE","625DSX","Castellón/Castelló","Comunidad Valenciana","581"
"06032026","0","","VOGE","625DSX","Madrid","Comunidad de Madrid","581"
"06032026","0","","HONDA","CB650RA","Valencia/València","Comunidad Valenciana","649"
"06032026","0","","SYM","JET 14","Illes Balears","Illes Balears","125"
"06032026","0","","YAMAHA","NMAX 125","Barcelona","Cataluña","125"
"06032026","0","","VENT S.R.L.","---","Barcelona","Cataluña","249"
"06032026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"06032026","0","","HONDA","SH125i","Albacete","Castilla-La Mancha","125"
"06032026","0","","HONDA","FORZA125","Santa Cruz de Tenerife","Canarias","125"
"06032026","0","","ZONTES","368G","Valencia/València","Comunidad Valenciana","368"
"06032026","0","","YAMAHA","XMAX 300","Málaga","Andalucía","292"
"06032026","0","","MITT","EMPEROR","Barcelona","Cataluña","125"
"06032026","0","","HONDA","C125A","Sevilla","Andalucía","124"
"06032026","0","","QJMOTOR","SQ 16 E5+","Málaga","Andalucía","125"
"06032026","0","","VOGE","DS800X RALLY","Murcia","Región de Murcia","798"
"06032026","0","","BMW","F 900 GS ADVENTURE","Alicante/Alacant","Comunidad Valenciana","895"
"06032026","0","","KTM","KTM 790 ADVENTURE","Bizkaia","País Vasco","799"
"06032026","0","","HONDA","CB750 Hornet","Valencia/València","Comunidad Valenciana","755"
"06032026","0","","BMW","F 900 R A2","Illes Balears","Illes Balears","895"
"06032026","0","","YAMAHA","XMAX 125","Sevilla","Andalucía","125"
"06032026","0","","HONDA","FORZA125","Córdoba","Andalucía","125"
"06032026","0","","KAWASAKI","NINJA ZX-4R","Barcelona","Cataluña","399"
"06032026","0","","ZONTES","368E","Barcelona","Cataluña","368"
"06032026","0","","BMW","R 1300 GS ADVENTURE","Madrid","Comunidad de Madrid","1300"
"06032026","0","","KAWASAKI","ELIMINATOR","Madrid","Comunidad de Madrid","451"
"06032026","0","","VOGE","DS800X RALLY","Albacete","Castilla-La Mancha","798"
"06032026","0","","APRILIA","SR GT 125","Cádiz","Andalucía","125"
"06032026","0","","ZONTES","368G","Córdoba","Andalucía","368"
"06032026","0","","CFMOTO","700MT","Illes Balears","Illes Balears","693"
"06032026","0","","HONDA","VISION 110","Barcelona","Cataluña","109"
"06032026","0","","ZONTES","368G","Barcelona","Cataluña","368"
"06032026","0","","MACBOR","EIGHT MILE 125 LC","Barcelona","Cataluña","124"
"06032026","0","","PEUGEOT","PULSION EVO","Murcia","Región de Murcia","125"
"06032026","0","","TRIUMPH","BONNEVILLE T120 BLACK","Gipuzkoa","País Vasco","1200"
"06032026","0","","RIEJU","RALLY 307","Valladolid","Castilla y León","292"
"06032026","0","","APRILIA","RX 125","Madrid","Comunidad de Madrid","124"
"06032026","0","","HONDA","VISION 110","Málaga","Andalucía","109"
"06032026","0","","HONDA","ADV 750","Córdoba","Andalucía","745"
"06032026","0","","ROYAL ENFIELD","HIMALAYAN 452","Granada","Andalucía","452"
"06032026","0","","YAMAHA","XMAX 300","Cádiz","Andalucía","292"
"06032026","0","","KAWASAKI","NINJA 650","Murcia","Región de Murcia","649"
"06032026","0","","KAWASAKI","Z500","Gipuzkoa","País Vasco","451"
"06032026","0","","BMW","F 800 GS","Murcia","Región de Murcia","895"
"06032026","0","","KYMCO","SKYTOWN 125","Madrid","Comunidad de Madrid","125"
"06032026","0","","HONDA","ADV 350","Illes Balears","Illes Balears","330"
"06032026","0","","ZONTES","368G","Málaga","Andalucía","368"
"06032026","0","","YAMAHA","XTZ 700 Tenere","Barcelona","Cataluña","689"
"06032026","0","","RIEJU","RALLY 307","Almería","Andalucía","292"
"06032026","0","","VOGE","DS800X RALLY","Burgos","Castilla y León","798"
"06032026","0","","SYM","SYMPHONY 125","Tarragona","Cataluña","125"
"06032026","0","","HONDA","FORZA 350","Madrid","Comunidad de Madrid","330"
"06032026","0","","KTM","KTM 790 DUKE","Illes Balears","Illes Balears","799"
"06032026","0","","YAMAHA","RayZR 125","Cádiz","Andalucía","125"
"06032026","0","","VOGE","DS525X","Cádiz","Andalucía","494"
"06032026","0","","HONDA","CBR 650 R","Zaragoza","Aragón","649"
"06032026","0","","QJMOTOR","SRT 700 E5+","Toledo","Castilla-La Mancha","698"
"06032026","0","","YAMAHA","NMAX 125","Pontevedra","Galicia","125"
"06032026","0","","KTM","KTM 300 EXC","Girona","Cataluña","293"
"06032026","0","","VOGE","DS525X","Badajoz","Extremadura","494"
"06032026","0","","CFMOTO","675SR-R","Cáceres","Extremadura","674"
"06032026","0","","KAWASAKI","NINJA ZX-10R","Barcelona","Cataluña","998"
"06032026","0","","MITT","125 DESERT","Barcelona","Cataluña","125"
"06032026","0","","CFMOTO","450MT","Zaragoza","Aragón","449"
"06032026","0","","SYM","JET X","Cádiz","Andalucía","125"
"06032026","0","","QJMOTOR","SRT 700 X E5+","Valencia/València","Comunidad Valenciana","698"
"06032026","0","","SYM","JET 14","Barcelona","Cataluña","125"
"06032026","0","","QJMOTOR","FORT 4.0 E5+","Barcelona","Cataluña","350"
"06032026","0","","KEEWAY","V-CRUISE","Almería","Andalucía","125"
"06032026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"06032026","0","","HONDA","FORZA125","Almería","Andalucía","125"
"06032026","0","","KTM","KTM 890 ADVENTURE R","Barcelona","Cataluña","889"
"06032026","0","","CYCLONE","RA125 PLUS","Tarragona","Cataluña","124"
"06032026","0","","HONDA","XL750 Transalp","Cádiz","Andalucía","755"
"06032026","0","","YAMAHA","TMAX 560","Valencia/València","Comunidad Valenciana","562"
"06032026","0","","FANTIC MOTOR","---","Cádiz","Andalucía","125"
"06032026","0","","VOGE","625DSX","Toledo","Castilla-La Mancha","581"
"06032026","0","","PEUGEOT","XP","Madrid","Comunidad de Madrid","399"
"06032026","0","","SYM","JET 14","Santa Cruz de Tenerife","Canarias","125"
"06032026","0","","BMW","F 900 R A2","Barcelona","Cataluña","895"
"06032026","0","","QJMOTOR","SRT 600 SX E5+","Barcelona","Cataluña","554"
"06032026","0","","VOGE","300RALLY","Málaga","Andalucía","292"
"06032026","0","","HONDA","PCX 125","Huelva","Andalucía","125"
"06032026","0","","KOVE","KOVE 800 X PRO","Guadalajara","Castilla-La Mancha","799"
"06032026","0","","BENDA","DARKFLAG 500","Asturias","Principado de Asturias","496"
"06032026","0","","MH MOTORCYCLES","VR10","Córdoba","Andalucía","124"
"06032026","0","","HONDA","PCX 125","Valladolid","Castilla y León","125"
"06032026","0","","PEUGEOT","KISBEE M","Cádiz","Andalucía","125"
"06032026","0","","ZONTES","368G","Cáceres","Extremadura","368"
"06032026","0","","RIEJU","RALLY 307","Girona","Cataluña","292"
"06032026","0","","YAMAHA","TMAX 560","Valencia/València","Comunidad Valenciana","562"
"06032026","0","","ZONTES","ZT125-G1","Palmas (Las)","Canarias","125"
"06032026","0","","APRILIA","RX 125","Toledo","Castilla-La Mancha","124"
"06032026","0","","CFMOTO","675SR-R","Cádiz","Andalucía","674"
"06032026","0","","HONDA","PCX 125","Valencia/València","Comunidad Valenciana","125"
"06032026","0","","YAMAHA","XMAX 300","Asturias","Principado de Asturias","292"
"06032026","0","","SYM","MAXSYM 400I GT","Tarragona","Cataluña","399"
"06032026","0","","HONDA","ADV 350","Málaga","Andalucía","330"
"06032026","0","","HONDA","CL500","Madrid","Comunidad de Madrid","471"
"06032026","0","","SYM","JOYMAX Z 300 E5+","Gipuzkoa","País Vasco","278"
"06032026","0","","VOGE","SR1ADV","Valladolid","Castilla y León","125"
