FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,COMUNIDAD_AUTONOMA,CILINDRADA_ITV
"26032026","0","","BMW","F 450 GS","Madrid","Comunidad de Madrid","420"
"26032026","0","","KOVE","KOVE 800 X PRO 2026","Valencia/València","Comunidad Valenciana","799"
"26032026","0","","NEXT","NX CROSS 125I","Murcia","Región de Murcia","125"
"26032026","0","","HONDA","CB 500 X","Málaga","Andalucía","471"
"26032026","0","","SYM","JET 14","León","Castilla y León","125"
"26032026","0","","YAMAHA","MT-125","Huelva","Andalucía","125"
"26032026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"26032026","0","","KOVE","KOVE 800 X PRO 2026","Córdoba","Andalucía","799"
"26032026","0","","HONDA","CBR500","Málaga","Andalucía","471"
"26032026","0","","YAMAHA","NMAX 125","Madrid","Comunidad de Madrid","125"
"26032026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"26032026","0","","SYM","JET 14","Illes Balears","Illes Balears","125"
"26032026","0","","HONDA","PCX125","Málaga","Andalucía","125"
"26032026","0","","SYM","SYMPHONY 125","Madrid","Comunidad de Madrid","125"
"26032026","0","","MACBOR","EIGHT MILE 125 LC","Lleida","Cataluña","124"
"26032026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"26032026","0","","HONDA","SH125i","Barcelona","Cataluña","125"
"26032026","0","","YAMAHA","TRACER 700","Cádiz","Andalucía","689"
"26032026","0","","BMW","S 1000 XR","Palencia","Castilla y León","999"
"26032026","0","","KYMCO","AGILITY S","Valencia/València","Comunidad Valenciana","125"
"26032026","0","","CFMOTO","125 NK","Palmas (Las)","Canarias","124"
"26032026","0","","ZONTES","368G","Valencia/València","Comunidad Valenciana","368"
"26032026","0","","NEXT","NX CROSS 125I","Sevilla","Andalucía","125"
"26032026","0","","APRILIA","SR GT 125","Barcelona","Cataluña","125"
"26032026","0","","YAMAHA","NMAX 125","Cádiz","Andalucía","125"
"26032026","0","","SUZUKI","ADDRESS 125","Lugo","Galicia","124"
"26032026","0","","YAMAHA","XTZ 700 Tenere","Cádiz","Andalucía","689"
"26032026","0","","YAMAHA","MT-09","Cádiz","Andalucía","890"
"26032026","0","","HARLEY-DAVIDSON","HERITAGE CLASSIC","Madrid","Comunidad de Madrid","1923"
"26032026","0","","HONDA","VISION 110","Huelva","Andalucía","109"
"26032026","0","","KAWASAKI","VERSYS 1100","Valencia/València","Comunidad Valenciana","1099"
"26032026","0","","HONDA","VISION 110","Barcelona","Cataluña","109"
