MARCA_ITV,COUNT
"AJP",9
"ALPINA DI RENANIA",3
"ANDES",2
"APRILIA",365
"ARIIC",2
"BAJAJ",58
"BENDA",140
"BENELLI",78
"BETA",115
"BMW",1551
"BRIXTON",6
"BSA",28
"CFMOTO",394
"CYCLONE",138
"DUCATI",195
"EFUN",29
"F.B MONDIAL",1
"FANTIC MOTOR",17
"GASGAS",22
"HARLEY-DAVIDSON",68
"HERO MOTOCORP",30
"HONDA",4866
"HUSQVARNA",81
"INDIAN",23
"ITALJET",55
"KAWASAKI",915
"KEEWAY",232
"KOVE",156
"KTM",546
"KYMCO",1024
"LAMBRETTA",21
"LEONART",14
"LETBE",62
"LINHAI",4
"MACBOR",185
"MALAGUTI",16
"MBP",1
"MH MOTORCYCLES",142
"MITT",189
"MONDIAL",3
"MONTESA",20
"MORBIDELLI",115
"MOTO GUZZI",32
"MOTO MORINI",79
"MOTRON MOTORRAD",2
"MTR BIKES",4
"MV AGUSTA",12
"NEXT",24
"PEUGEOT",196
"PIAGGIO",546
"QJMOTOR",699
"REDMOTO",9
"RIEJU",589
"ROYAL ALLOY",1
"ROYAL ENFIELD",166
"SCORPA",3
"SHERCO",61
"SKY TEAM",3
"SUZUKI",354
"SWM",7
"SYM",942
"TM MOTO",4
"TRIUMPH",314
"TRS",28
"UM",10
"VENT S.R.L.",11
"VERTIGO MOTORS",1
"VOGE",2225
"WOTTAN",76
"YAMAHA",3377
"ZNEN",5
"ZONTES",2190
