MARCA_ITV,COUNT
"AIYUMO",1
"AJP",3
"APRILIA",67
"BENELLI",362
"BETA",32
"BMW",1344
"BRIXTON",62
"BULLIT",5
"CF MOTO",12
"DAELIM",137
"DUCATI",320
"EFUN",33
"FANTIC MOTOR",2
"FOXI",1
"GASGAS",21
"GOES",115
"HANWAY",55
"HARLEY-DAVIDSON",174
"HARTFORD",1
"HONDA",3593
"HUSQVARNA",134
"HYOSUNG",13
"INDIAN",47
"JNEN",2
"KANDI MX",1
"KAWASAKI",861
"KEEWAY",290
"KENROD",3
"KSR MOTO",39
"KTM",475
"KYMCO",1980
"LAMBRETTA",18
"LEONART",17
"LEXMOTO",2
"MACBOR",202
"MALAGUTI",8
"MALCOR",3
"MASH",30
"MH MOTORCYCLES",29
"MONDIAL",45
"MONKEY BIKES",7
"MONTESA",10
"MOTO GUZZI",67
"MV AGUSTA",7
"ORCAL",3
"PEUGEOT",334
"PIAGGIO",1352
"PIONEER",4
"RIEJU",92
"RIYA",15
"ROYAL ALLOY",5
"ROYAL ENFIELD",90
"SANBEN",5
"SCOMADI",19
"SHERCO",14
"SKY TEAM",4
"SUMCO",32
"SUZUKI",768
"SWM",23
"SYM",915
"TARO",2
"TIANDA",2
"TRIUMPH",284
"TRS",13
"UM",67
"VERTIGO MOTORS",3
"WANGYE",6
"WOTTAN",154
"YAMAHA",2570
"ZHENHUA",4
"ZNEN",1
"ZONTES",56
