MARCA_ITV,COUNT
"AJP",1
"APRILIA",71
"BENELLI",267
"BETA",71
"BMW",953
"BRIXTON",85
"BULLIT",1
"CC",2
"CF MOTO",16
"DAELIM",97
"DAYANG",5
"DNIEPER",1
"DUCATI",143
"EFUN",17
"FANTIC MOTOR",6
"FKMOTORS",10
"GAS-GAS",34
"GOES",70
"HANWAY",36
"HARLEY DAVIDSON",99
"HONDA",2630
"HUSQVARNA",128
"HYOSUNG",24
"INDIAN",1
"INDIAN MOTORCYCLE",21
"KANDI MX",2
"KAWASAKI",521
"KEEWAY",207
"KENROD",1
"KSR MOTO AUSTRIA",27
"KTM",640
"KYMCO",969
"LAMBRETTA",12
"LEONART",11
"LONCIN",9
"MACBOR",202
"MALAGUTI",26
"MALCOR",7
"MASH",27
"MH MOTORCYCLES",58
"MITT",55
"MONDIAL",29
"MONKEY BIKES",6
"MONTESA",23
"MOTO GUZZI",44
"MOTO SPA",1
"MOTORBIKE",1
"MUTTI",12
"MV AGUSTA",10
"MX",1
"N.S.U.",1
"NORTON",1
"ORCAL",8
"PEUGEOT",239
"PIAGGIO",957
"PIONEER",1
"RIEJU",92
"RIYA",1
"ROYAL ALLOY",3
"ROYAL ENFIELD",93
"S.Y.M",700
"SHERCO",74
"SKY TEAM",2
"SUMCO",21
"SUZUKI",268
"SWM",13
"TIANYING",6
"TM RACING",5
"TRIUMPH",190
"TRS",37
"UM",52
"VENT SRL",1
"VERTIGO MOTORS",8
"VOGE",64
"WOTTAN",152
"YAMAHA",2085
"ZNEN",1
"ZONTES",131
