MARCA_ITV,COUNT
"AEON",1
"APRILIA",78
"ASIAWING",16
"BENELLI",176
"BETA",56
"BMW",1143
"BRIXTON",32
"BULLIT",2
"CF MOTO",4
"COLIBRI",1
"DAELIM",96
"DERBI",15
"DUCATI",253
"EFUN",17
"GAS-GAS",53
"GENERIC",37
"GOES",50
"HANWAY",74
"HARLEY DAVIDSON",111
"HONDA",1742
"HUDSON BOSS",37
"HUSQVARNA",101
"HYOSUNG",38
"INDIAN MOTORCYCLE",31
"JNEN",5
"JONWAY",1
"KANDI MX",3
"KAWASAKI",413
"KEEWAY",193
"KSR MOTO",12
"KSR MOTO AUSTRIA",26
"KTM",440
"KYMCO",808
"LAMBRETTA",23
"LEONART",3
"LEXMOTO",4
"LML",10
"MACBOR",68
"MALCOR",4
"MASH",26
"MBK",1
"MH MOTORCYCLES",8
"MONDIAL",22
"MONKEY BIKES",3
"MONTESA",11
"MOTO GUZZI",26
"MOTO SPA",4
"MOTOVESPA",1
"MV AGUSTA",23
"PEUGEOT",182
"PIAGGIO",581
"PIONEER",1
"RIDE",4
"RIEJU",66
"RIYA",30
"ROYAL ALLOY",2
"ROYAL ENFIELD",41
"S.Y.M",378
"SANBEN",1
"SCOMADI",12
"SHERCO",41
"SKY TEAM",1
"SUMCO",14
"SUZUKI",358
"SWM",22
"TGB",5
"TIANDA",4
"TM RACING",40
"TRIUMPH",148
"TRS",11
"UM",27
"VENT SRL",4
"VERTIGO MOTORS",4
"WOTTAN",68
"YAM",1
"YAMAHA",1311
"YAMAHA - MBK",2
"ZNEN",1
"ZONTES",8
