MARCA_ITV,COUNT
"AIYUMO",1
"APRILIA",36
"BENELLI",45
"BETA",75
"BMW",1076
"BRIXTON",7
"COLIBRI",1
"DAELIM",98
"DERBI",15
"DUCATI",204
"GAS-GAS",33
"GENERIC",4
"GOES",17
"HANWAY",50
"HARLEY DAVIDSON",169
"HM",15
"HONDA",2334
"HUDSON BOSS",3
"HUSQVARNA",64
"HYOSUNG",33
"INDIAN MOTORCYCLE",21
"KAWASAKI",716
"KEEWAY",175
"KSR MOTO",4
"KTM",273
"KYMCO",1061
"LEONART",2
"LIFAN",12
"LINTEX",4
"LML",12
"MACBOR",2
"MASH",70
"MH MOTORCYCLES",18
"MONKEY BIKES",2
"MONSTERPRO",2
"MONTESA",10
"MOTO GUZZI",37
"MV AGUSTA",8
"MX",5
"OSSA",2
"PEUGEOT",132
"PIAGGIO",934
"RIDE",16
"RIEJU",43
"RIYA",46
"ROYAL ENFIELD",33
"S.Y.M",428
"SANYOU",26
"SCOMADI",20
"SCORPA",1
"SHERCO",60
"SUMCO",8
"SUZUKI",445
"SWM",4
"TGB",13
"TM RACING",1
"TRIUMPH",200
"TRS",8
"TRUEBA",1
"VERTIGO MOTORS",5
"VICTORY MOTOR DIVISION",3
"VICTORY MOTORCYCLES DIV",3
"WOTTAN",14
"YAMAHA",1608
"YIYING",7
"ZNEN",5
