MARCA_ITV,COUNT
"AEON",1
"APRILIA",105
"BENELLI",63
"BETA",90
"BMW",782
"BRIXTON",7
"DAELIM",254
"DERBI",41
"DUCATI",175
"GAS-GAS",166
"GENERIC",13
"GILERA",7
"GOES",7
"HANWAY",212
"HARLEY DAVIDSON",110
"HM",22
"HONDA",1538
"HUDSON BOSS",44
"HUSQVARNA",209
"HYOSUNG",23
"INDIAN MOTORCYCLE",15
"JTG",4
"KAWASAKI",1028
"KEEWAY",632
"KINROAD",1
"KSR MOTO",3
"KTM",527
"KYMCO",2336
"LAMBRETTA",1
"LIFAN",27
"LINTEX",10
"LML",18
"MASH",33
"MH MOTORCYCLES",9
"MONKEY BIKES",4
"MONTESA",32
"MOTO GUZZI",21
"MOTO SPA",1
"MV AGUSTA",4
"ORCAL",23
"OSSA",4
"OVERBIKES",1
"PEUGEOT",307
"PGO",2
"PIAGGIO",2041
"RIDE",46
"RIEJU",61
"RIYA",34
"ROYAL ENFIELD",20
"S.Y.M",1171
"SANYOU",18
"SCOMADI",55
"SCORPA",6
"SHERCO",71
"SKY TEAM",7
"SUMCO",19
"SUZUKI",915
"SWM",3
"TGB",9
"TIANYING",2
"TM RACING",1
"TNT MOTOR",12
"TRIUMPH",130
"TRS",17
"VERTIGO MOTORS",10
"VICTORY MOTOR DIVISION",4
"VICTORY MOTORCYCLES",1
"VICTORY MOTORCYCLES DIV",1
"WOTTAN",12
"YAMAHA",1630
"ZHENHUA",5
"ZNEN",8
