MARCA_ITV,COUNT
"AJP",9
"ALPINA DI RENANIA",1
"APRILIA",223
"ARIIC",3
"BAJAJ",71
"BENDA",41
"BENELLI",59
"BETA",86
"BMW",654
"BRIXTON",3
"BSA",5
"CFMOTO",194
"CYCLONE",90
"DAYANG",2
"DUCATI",182
"EFUN",20
"F.B MONDIAL",1
"FANTIC MOTOR",16
"GASGAS",24
"HANWAY",2
"HARLEY-DAVIDSON",33
"HERO MOTOCORP",52
"HONDA",3174
"HUSQVARNA",95
"HYOSUNG",1
"INDIAN MOTORCYCLE",35
"ITALJET",4
"KAWASAKI",545
"KEEWAY",124
"KOVE",221
"KTM",412
"KYMCO",700
"LAMBRETTA",11
"LEONART",8
"LETBE",30
"LINHAI",2
"MACBOR",146
"MALCOR IBERICA",5
"MBP",4
"MH MOTORCYCLES",67
"MITT",144
"MONDIAL",2
"MONTESA",10
"MORBIDELLI",61
"MOTO GUZZI",20
"MOTO MORINI",68
"MOTRON MOTORRAD",3
"MTR BIKES",2
"MV AGUSTA",13
"NEXT",30
"ORCAL",1
"PEUGEOT",75
"PIAGGIO",315
"QJMOTOR",520
"REDMOTO",9
"RIEJU",339
"ROYAL ALLOY",2
"ROYAL ENFIELD",102
"SCORPA",2
"SHERCO",49
"SUZUKI",252
"SWM",9
"SYM",731
"TM MOTO",1
"TM RACING",1
"TRIUMPH",177
"TRS",32
"UM",5
"VENT S.R.L.",5
"VERTIGO MOTORS",1
"VOGE",1601
"WOTTAN",28
"WOTTAN MOTOR",39
"YAMAHA",1994
"ZNEN",10
"ZONTES",1373
