MARCA_ITV,COUNT
"AJP",1
"ANDES",3
"APRILIA",175
"ARIIC",7
"BAJAJ",28
"BENDA",37
"BENELLI",98
"BETA",56
"BMW",1329
"BRIXTON",3
"BSA",2
"CFMOTO",109
"CYCLONE",27
"DAELIM",1
"DUCATI",168
"EFUN",13
"F.B MONDIAL",4
"FANTIC MOTOR",43
"GASGAS",24
"HANWAY",1
"HARLEY-DAVIDSON",68
"HONDA",4072
"HUSQVARNA",76
"HYOSUNG",13
"INDIAN",34
"ITALJET",4
"KAWASAKI",814
"KEEWAY",118
"KL SERVICE",1
"KOVE",94
"KTM",245
"KYMCO",774
"LAMBRETTA",15
"LEONART",21
"LINHAI",6
"MACBOR",104
"MALAGUTI",7
"MALCOR IBERICA",3
"MASH",1
"MBP",16
"MH MOTORCYCLES",98
"MITT",161
"MONDIAL",13
"MONKEY BIKES",2
"MONTESA",8
"MORBIDELLI",36
"MOTO GUZZI",61
"MOTO MORINI",8
"MOTRON MOTORRAD",3
"MTR BIKES",1
"MV AGUSTA",26
"MX",1
"NEXT",1
"PEUGEOT",73
"PIAGGIO",572
"QJMOTOR",451
"REDMOTO",5
"RIEJU",105
"ROYAL ALLOY",1
"ROYAL ENFIELD",138
"SCORPA",1
"SHERCO",34
"SUZUKI",190
"SWM",27
"SYM",742
"TM RACING",1
"TRIUMPH",301
"TRS",16
"UM",12
"VERTIGO MOTORS",3
"VOGE",1178
"WOTTAN",98
"YAMAHA",2590
"ZONTES",1754
