MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"HONDA","CRF 300 L","Toledo","286",2
"HONDA","CRF1100","Alicante/Alacant","1084",4
"HONDA","CRF1100","Almería","1084",1
"HONDA","CRF1100","Asturias","1084",1
"HONDA","CRF1100","Badajoz","1084",1
"HONDA","CRF1100","Barcelona","1084",11
"HONDA","CRF1100","Bizkaia","1084",1
"HONDA","CRF1100","Burgos","1084",1
"HONDA","CRF1100","Cádiz","1084",3
"HONDA","CRF1100","Castellón/Castelló","1084",1
"HONDA","CRF1100","Ceuta","1084",5
"HONDA","CRF1100","Córdoba","1084",1
"HONDA","CRF1100","Coruña (A)","1084",3
"HONDA","CRF1100","Granada","1084",2
"HONDA","CRF1100","Guadalajara","1084",1
"HONDA","CRF1100","Huelva","1084",1
"HONDA","CRF1100","Illes Balears","1084",5
"HONDA","CRF1100","León","1084",1
"HONDA","CRF1100","Lleida","1084",2
"HONDA","CRF1100","Madrid","1084",6
"HONDA","CRF1100","Málaga","1084",6
"HONDA","CRF1100","Murcia","1084",4
"HONDA","CRF1100","Navarra","1084",1
"HONDA","CRF1100","Ourense","1084",1
"HONDA","CRF1100","Palencia","1084",1
"HONDA","CRF1100","Palmas (Las)","1084",5
"HONDA","CRF1100","Pontevedra","1084",1
"HONDA","CRF1100","Rioja (La)","1084",2
"HONDA","CRF1100","Salamanca","1084",1
"HONDA","CRF1100","Santa Cruz de Tenerife","1084",7
"HONDA","CRF1100","Sevilla","1084",3
"HONDA","CRF1100","Tarragona","1084",1
"HONDA","CRF1100","Valencia/València","1084",5
"HONDA","CRF1100","Valladolid","1084",2
"HONDA","CRF1100","Zamora","1084",1
"HONDA","CRF1100","Zaragoza","1084",1
"HONDA","CRF300LRA","Cantabria","286",1
"HONDA","CRF300LRA","Ciudad Real","286",1
"HONDA","FORZA 350","Alicante/Alacant","330",7
"HONDA","FORZA 350","Almería","330",2
"HONDA","FORZA 350","Badajoz","330",1
"HONDA","FORZA 350","Barcelona","330",55
"HONDA","FORZA 350","Bizkaia","330",3
"HONDA","FORZA 350","Burgos","330",1
"HONDA","FORZA 350","Cádiz","330",4
"HONDA","FORZA 350","Cantabria","330",2
"HONDA","FORZA 350","Córdoba","330",2
"HONDA","FORZA 350","Coruña (A)","330",1
"HONDA","FORZA 350","Gipuzkoa","330",6
"HONDA","FORZA 350","Granada","330",1
"HONDA","FORZA 350","Guadalajara","330",1
"HONDA","FORZA 350","Huelva","330",1
"HONDA","FORZA 350","Illes Balears","330",8
"HONDA","FORZA 350","Jaén","330",1
"HONDA","FORZA 350","Lleida","330",3
"HONDA","FORZA 350","Madrid","330",8
"HONDA","FORZA 350","Málaga","330",14
"HONDA","FORZA 350","Murcia","330",1
"HONDA","FORZA 350","Ourense","330",1
"HONDA","FORZA 350","Palmas (Las)","330",8
"HONDA","FORZA 350","Pontevedra","330",2
"HONDA","FORZA 350","Rioja (La)","330",1
"HONDA","FORZA 350","Santa Cruz de Tenerife","330",12
"HONDA","FORZA 350","Sevilla","330",4
"HONDA","FORZA 350","Tarragona","330",3
"HONDA","FORZA 350","Toledo","330",2
"HONDA","FORZA 350","Valencia/València","330",34
"HONDA","FORZA 350","Valladolid","330",2
"HONDA","FORZA 350","Zaragoza","330",1
"HONDA","FORZA 750","Alicante/Alacant","745",3
"HONDA","FORZA 750","Almería","745",1
"HONDA","FORZA 750","Asturias","745",1
"HONDA","FORZA 750","Barcelona","745",17
"HONDA","FORZA 750","Bizkaia","745",1
"HONDA","FORZA 750","Cádiz","745",2
"HONDA","FORZA 750","Ceuta","745",1
"HONDA","FORZA 750","Córdoba","745",1
"HONDA","FORZA 750","Girona","745",3
"HONDA","FORZA 750","Granada","745",2
"HONDA","FORZA 750","Illes Balears","745",2
"HONDA","FORZA 750","Lleida","745",1
"HONDA","FORZA 750","Madrid","745",6
"HONDA","FORZA 750","Málaga","745",4
"HONDA","FORZA 750","Murcia","745",1
"HONDA","FORZA 750","Ourense","745",2
"HONDA","FORZA 750","Palmas (Las)","745",11
"HONDA","FORZA 750","Pontevedra","745",1
"HONDA","FORZA 750","Santa Cruz de Tenerife","745",4
"HONDA","FORZA 750","Sevilla","745",4
"HONDA","FORZA 750","Teruel","745",1
"HONDA","FORZA 750","Valencia/València","745",3
"HONDA","FORZA 750","Valladolid","745",1
"HONDA","FORZA125","Álava/Araba","125",1
"HONDA","FORZA125","Albacete","125",2
"HONDA","FORZA125","Alicante/Alacant","125",9
"HONDA","FORZA125","Almería","125",3
"HONDA","FORZA125","Asturias","125",5
"HONDA","FORZA125","Badajoz","125",3
"HONDA","FORZA125","Barcelona","125",83
"HONDA","FORZA125","Bizkaia","125",5
"HONDA","FORZA125","Cáceres","125",2
"HONDA","FORZA125","Cádiz","125",12
"HONDA","FORZA125","Cantabria","125",3
"HONDA","FORZA125","Castellón/Castelló","125",1
"HONDA","FORZA125","Córdoba","125",9
"HONDA","FORZA125","Coruña (A)","125",4
"HONDA","FORZA125","Gipuzkoa","125",7
"HONDA","FORZA125","Girona","125",1
"HONDA","FORZA125","Granada","125",3
"HONDA","FORZA125","Guadalajara","125",3
"HONDA","FORZA125","Huelva","125",4
"HONDA","FORZA125","Illes Balears","125",24
"HONDA","FORZA125","Jaén","125",2
"HONDA","FORZA125","León","125",2
"HONDA","FORZA125","Madrid","125",42
"HONDA","FORZA125","Málaga","125",31
"HONDA","FORZA125","Melilla","125",1
"HONDA","FORZA125","Murcia","125",9
"HONDA","FORZA125","Navarra","125",2
"HONDA","FORZA125","Palmas (Las)","125",24
"HONDA","FORZA125","Pontevedra","125",7
"HONDA","FORZA125","Rioja (La)","125",1
"HONDA","FORZA125","Salamanca","125",2
"HONDA","FORZA125","Santa Cruz de Tenerife","125",19
"HONDA","FORZA125","Sevilla","125",12
"HONDA","FORZA125","Tarragona","125",5
"HONDA","FORZA125","Toledo","125",1
"HONDA","FORZA125","Valencia/València","125",47
"HONDA","FORZA125","Valladolid","125",2
"HONDA","FORZA125","Zamora","125",1
"HONDA","FORZA125","Zaragoza","125",8
"HONDA","GB350S","Álava/Araba","348",1
"HONDA","GB350S","Alicante/Alacant","348",6
"HONDA","GB350S","Asturias","348",1
"HONDA","GB350S","Barcelona","348",18
"HONDA","GB350S","Bizkaia","348",2
"HONDA","GB350S","Cádiz","348",3
"HONDA","GB350S","Cantabria","348",1
"HONDA","GB350S","Castellón/Castelló","348",1
"HONDA","GB350S","Gipuzkoa","348",3
"HONDA","GB350S","Girona","348",1
"HONDA","GB350S","Granada","348",1
"HONDA","GB350S","Guadalajara","348",1
"HONDA","GB350S","Huelva","348",2
"HONDA","GB350S","Illes Balears","348",3
"HONDA","GB350S","Jaén","348",1
"HONDA","GB350S","Lleida","348",1
"HONDA","GB350S","Madrid","348",3
"HONDA","GB350S","Málaga","348",7
"HONDA","GB350S","Murcia","348",2
"HONDA","GB350S","Navarra","348",1
"HONDA","GB350S","Palencia","348",1
"HONDA","GB350S","Palmas (Las)","348",3
"HONDA","GB350S","Santa Cruz de Tenerife","348",2
"HONDA","GB350S","Sevilla","348",1
"HONDA","GB350S","Tarragona","348",1
"HONDA","GB350S","Valencia/València","348",5
"HONDA","GB350S","Valladolid","348",1
"HONDA","GL1800DA","Barcelona","1833",2
"HONDA","GL1800DA","Madrid","1833",1
"HONDA","GL1800DA","Valencia/València","1833",1
"HONDA","MSX125A","Barcelona","124",2
"HONDA","MSX125A","Palmas (Las)","124",3
"HONDA","MSX125A","Santa Cruz de Tenerife","124",6
"HONDA","MSX125A","Valladolid","124",1
"HONDA","NC 750 X","Albacete","745",1
"HONDA","NC 750 X","Alicante/Alacant","745",12
"HONDA","NC 750 X","Almería","745",2
"HONDA","NC 750 X","Asturias","745",1
"HONDA","NC 750 X","Barcelona","745",27
"HONDA","NC 750 X","Bizkaia","745",3
"HONDA","NC 750 X","Cáceres","745",2
"HONDA","NC 750 X","Cádiz","745",5
"HONDA","NC 750 X","Cantabria","745",2
"HONDA","NC 750 X","Castellón/Castelló","745",1
"HONDA","NC 750 X","Córdoba","745",2
"HONDA","NC 750 X","Coruña (A)","745",1
"HONDA","NC 750 X","Gipuzkoa","745",8
"HONDA","NC 750 X","Girona","745",2
"HONDA","NC 750 X","Granada","745",2
"HONDA","NC 750 X","Huelva","745",2
"HONDA","NC 750 X","Huesca","745",2
"HONDA","NC 750 X","Illes Balears","745",8
"HONDA","NC 750 X","Jaén","745",1
"HONDA","NC 750 X","Lleida","745",2
"HONDA","NC 750 X","Madrid","745",5
"HONDA","NC 750 X","Málaga","745",7
"HONDA","NC 750 X","Murcia","745",2
"HONDA","NC 750 X","Navarra","745",1
"HONDA","NC 750 X","Palmas (Las)","745",1
"HONDA","NC 750 X","Pontevedra","745",1
"HONDA","NC 750 X","Rioja (La)","745",1
"HONDA","NC 750 X","Santa Cruz de Tenerife","745",4
"HONDA","NC 750 X","Sevilla","745",2
"HONDA","NC 750 X","Tarragona","745",4
"HONDA","NC 750 X","Toledo","745",1
"HONDA","NC 750 X","Valencia/València","745",14
"HONDA","NC 750 X","Valladolid","745",3
"HONDA","NC 750 X","Zaragoza","745",5
"HONDA","NT1100","Alicante/Alacant","1084",1
"HONDA","NT1100","Asturias","1084",2
"HONDA","NT1100","Barcelona","1084",20
"HONDA","NT1100","Bizkaia","1084",3
"HONDA","NT1100","Cádiz","1084",4
"HONDA","NT1100","Cantabria","1084",1
"HONDA","NT1100","Castellón/Castelló","1084",1
"HONDA","NT1100","Ciudad Real","1084",1
"HONDA","NT1100","Córdoba","1084",1
"HONDA","NT1100","Coruña (A)","1084",2
"HONDA","NT1100","Gipuzkoa","1084",2
"HONDA","NT1100","Girona","1084",1
"HONDA","NT1100","Illes Balears","1084",1
"HONDA","NT1100","León","1084",1
"HONDA","NT1100","Lleida","1084",2
"HONDA","NT1100","Lugo","1084",1
"HONDA","NT1100","Madrid","1084",7
"HONDA","NT1100","Málaga","1084",5
"HONDA","NT1100","Murcia","1084",2
"HONDA","NT1100","Navarra","1084",2
"HONDA","NT1100","Palencia","1084",1
"HONDA","NT1100","Palmas (Las)","1084",1
"HONDA","NT1100","Pontevedra","1084",2
"HONDA","NT1100","Rioja (La)","1084",1
"HONDA","NT1100","Santa Cruz de Tenerife","1084",1
"HONDA","NT1100","Sevilla","1084",4
"HONDA","NT1100","Tarragona","1084",1
"HONDA","NT1100","Valencia/València","1084",9
"HONDA","NT1100","Zaragoza","1084",1
"HONDA","PCX125","Álava/Araba","125",5
"HONDA","PCX125","Albacete","125",4
"HONDA","PCX125","Alicante/Alacant","125",27
"HONDA","PCX125","Almería","125",18
"HONDA","PCX125","Asturias","125",6
"HONDA","PCX125","Ávila","125",1
"HONDA","PCX125","Badajoz","125",2
"HONDA","PCX125","Barcelona","125",91
"HONDA","PCX125","Bizkaia","125",5
"HONDA","PCX125","Cáceres","125",1
"HONDA","PCX125","Cádiz","125",37
"HONDA","PCX125","Cantabria","125",10
"HONDA","PCX125","Castellón/Castelló","125",5
"HONDA","PCX125","Ciudad Real","125",1
"HONDA","PCX125","Córdoba","125",17
"HONDA","PCX125","Coruña (A)","125",6
"HONDA","PCX125","Gipuzkoa","125",6
"HONDA","PCX125","Girona","125",7
"HONDA","PCX125","Granada","125",16
"HONDA","PCX125","Huelva","125",11
"HONDA","PCX125","Huesca","125",1
"HONDA","PCX125","Illes Balears","125",43
"HONDA","PCX125","Jaén","125",11
"HONDA","PCX125","León","125",3
"HONDA","PCX125","Lleida","125",4
"HONDA","PCX125","Lugo","125",1
"HONDA","PCX125","Madrid","125",85
"HONDA","PCX125","Málaga","125",58
"HONDA","PCX125","Melilla","125",7
"HONDA","PCX125","Murcia","125",25
"HONDA","PCX125","Palencia","125",2
"HONDA","PCX125","Palmas (Las)","125",21
"HONDA","PCX125","Pontevedra","125",19
"HONDA","PCX125","Rioja (La)","125",1
"HONDA","PCX125","Santa Cruz de Tenerife","125",37
"HONDA","PCX125","Sevilla","125",33
"HONDA","PCX125","Soria","125",1
"HONDA","PCX125","Tarragona","125",4
"HONDA","PCX125","Teruel","125",1
"HONDA","PCX125","Toledo","125",4
"HONDA","PCX125","Valencia/València","125",68
"HONDA","PCX125","Valladolid","125",6
"HONDA","PCX125","Zamora","125",1
"HONDA","PCX125","Zaragoza","125",14
"HONDA","Rebel 500","Albacete","471",1
"HONDA","Rebel 500","Alicante/Alacant","471",1
"HONDA","Rebel 500","Almería","471",3
"HONDA","Rebel 500","Asturias","471",1
"HONDA","Rebel 500","Ávila","471",1
"HONDA","Rebel 500","Badajoz","471",1
"HONDA","Rebel 500","Barcelona","471",7
"HONDA","Rebel 500","Bizkaia","471",1
"HONDA","Rebel 500","Cádiz","471",5
"HONDA","Rebel 500","Cantabria","471",2
"HONDA","Rebel 500","Castellón/Castelló","471",1
"HONDA","Rebel 500","Ciudad Real","471",1
"HONDA","Rebel 500","Córdoba","471",2
"HONDA","Rebel 500","Coruña (A)","471",1
"HONDA","Rebel 500","Gipuzkoa","471",2
"HONDA","Rebel 500","Huelva","471",2
"HONDA","Rebel 500","Huesca","471",1
"HONDA","Rebel 500","Illes Balears","471",1
"HONDA","Rebel 500","León","471",1
"HONDA","Rebel 500","Lleida","471",1
"HONDA","Rebel 500","Madrid","471",3
"HONDA","Rebel 500","Málaga","471",3
"HONDA","Rebel 500","Murcia","471",1
"HONDA","Rebel 500","Palmas (Las)","471",2
"HONDA","Rebel 500","Pontevedra","471",3
"HONDA","Rebel 500","Santa Cruz de Tenerife","471",4
"HONDA","Rebel 500","Valencia/València","471",3
"HONDA","Rebel 500","Valladolid","471",1
"HONDA","Rebel 500","Zaragoza","471",1
"HONDA","SH Mode 125","Albacete","125",1
"HONDA","SH Mode 125","Alicante/Alacant","125",2
"HONDA","SH Mode 125","Almería","125",1
"HONDA","SH Mode 125","Badajoz","125",2
"HONDA","SH Mode 125","Barcelona","125",25
"HONDA","SH Mode 125","Bizkaia","125",1
"HONDA","SH Mode 125","Cádiz","125",1
"HONDA","SH Mode 125","Cuenca","125",1
"HONDA","SH Mode 125","Gipuzkoa","125",2
"HONDA","SH Mode 125","Girona","125",1
"HONDA","SH Mode 125","Granada","125",1
"HONDA","SH Mode 125","Huelva","125",1
"HONDA","SH Mode 125","Illes Balears","125",5
"HONDA","SH Mode 125","Madrid","125",2
"HONDA","SH Mode 125","Málaga","125",6
"HONDA","SH Mode 125","Murcia","125",1
"HONDA","SH Mode 125","Navarra","125",1
"HONDA","SH Mode 125","Palmas (Las)","125",3
"HONDA","SH Mode 125","Pontevedra","125",2
"HONDA","SH Mode 125","Santa Cruz de Tenerife","125",1
"HONDA","SH Mode 125","Sevilla","125",1
"HONDA","SH Mode 125","Tarragona","125",2
"HONDA","SH Mode 125","Valencia/València","125",3
"HONDA","SH Mode 125","Zaragoza","125",1
"HONDA","SH125i","Álava/Araba","125",1
"HONDA","SH125i","Alicante/Alacant","125",9
"HONDA","SH125i","Almería","125",3
"HONDA","SH125i","Ávila","125",1
"HONDA","SH125i","Barcelona","125",121
"HONDA","SH125i","Bizkaia","125",2
"HONDA","SH125i","Cáceres","125",1
"HONDA","SH125i","Cádiz","125",6
"HONDA","SH125i","Castellón/Castelló","125",1
"HONDA","SH125i","Ceuta","125",9
"HONDA","SH125i","Córdoba","125",3
"HONDA","SH125i","Coruña (A)","125",1
"HONDA","SH125i","Gipuzkoa","125",24
"HONDA","SH125i","Girona","125",22
"HONDA","SH125i","Granada","125",4
"HONDA","SH125i","Huelva","125",1
"HONDA","SH125i","Illes Balears","125",16
"HONDA","SH125i","Jaén","125",2
"HONDA","SH125i","Lleida","125",4
"HONDA","SH125i","Madrid","125",7
"HONDA","SH125i","Málaga","125",90
"HONDA","SH125i","Melilla","125",3
"HONDA","SH125i","Murcia","125",4
"HONDA","SH125i","Navarra","125",2
"HONDA","SH125i","Palmas (Las)","125",2
"HONDA","SH125i","Santa Cruz de Tenerife","125",1
"HONDA","SH125i","Sevilla","125",3
"HONDA","SH125i","Tarragona","125",3
"HONDA","SH125i","Valencia/València","125",6
"HONDA","SH125i","Valladolid","125",1
"HONDA","SH125i","Zaragoza","125",3
"HONDA","SH350i","Alicante/Alacant","330",1
"HONDA","SH350i","Barcelona","330",37
"HONDA","SH350i","Cádiz","330",2
"HONDA","SH350i","Ceuta","330",1
"HONDA","SH350i","Gipuzkoa","330",8
"HONDA","SH350i","Girona","330",7
"HONDA","SH350i","Granada","330",1
"HONDA","SH350i","Illes Balears","330",2
"HONDA","SH350i","Lleida","330",2
"HONDA","SH350i","Madrid","330",4
"HONDA","SH350i","Málaga","330",5
"HONDA","SH350i","Murcia","330",1
"HONDA","SH350i","Ourense","330",1
"HONDA","SH350i","Palmas (Las)","330",2
"HONDA","SH350i","Santa Cruz de Tenerife","330",2
"HONDA","SH350i","Sevilla","330",2
"HONDA","SH350i","Tarragona","330",2
"HONDA","SH350i","Valencia/València","330",3
"HONDA","ST125A","Alicante/Alacant","124",1
"HONDA","ST125A","Almería","124",1
"HONDA","ST125A","Barcelona","124",4
"HONDA","ST125A","Cádiz","124",1
"HONDA","ST125A","Ceuta","124",1
"HONDA","ST125A","Illes Balears","124",1
"HONDA","ST125A","Lleida","124",1
"HONDA","ST125A","Madrid","124",1
"HONDA","ST125A","Málaga","124",2
"HONDA","ST125A","Melilla","124",1
"HONDA","ST125A","Murcia","124",1
"HONDA","ST125A","Palmas (Las)","124",4
"HONDA","ST125A","Santa Cruz de Tenerife","124",3
"HONDA","VISION 110","Alicante/Alacant","109",1
"HONDA","VISION 110","Barcelona","109",29
"HONDA","VISION 110","Bizkaia","109",1
"HONDA","VISION 110","Cádiz","109",3
"HONDA","VISION 110","Córdoba","109",1
"HONDA","VISION 110","Gipuzkoa","109",11
"HONDA","VISION 110","Girona","109",12
"HONDA","VISION 110","Granada","109",1
"HONDA","VISION 110","Illes Balears","109",5
"HONDA","VISION 110","Lleida","109",1
"HONDA","VISION 110","Madrid","109",4
"HONDA","VISION 110","Málaga","109",5
"HONDA","VISION 110","Melilla","109",1
"HONDA","VISION 110","Pontevedra","109",2
"HONDA","VISION 110","Valencia/València","109",1
"HONDA","VISION 110","Zaragoza","109",2
"HONDA","XL750 Transalp","Alicante/Alacant","755",3
"HONDA","XL750 Transalp","Almería","755",3
"HONDA","XL750 Transalp","Badajoz","755",1
"HONDA","XL750 Transalp","Barcelona","755",30
"HONDA","XL750 Transalp","Bizkaia","755",1
"HONDA","XL750 Transalp","Cádiz","755",3
"HONDA","XL750 Transalp","Castellón/Castelló","755",2
"HONDA","XL750 Transalp","Córdoba","755",2
"HONDA","XL750 Transalp","Coruña (A)","755",2
"HONDA","XL750 Transalp","Gipuzkoa","755",2
"HONDA","XL750 Transalp","Girona","755",5
"HONDA","XL750 Transalp","Granada","755",2
"HONDA","XL750 Transalp","Guadalajara","755",1
"HONDA","XL750 Transalp","Illes Balears","755",6
"HONDA","XL750 Transalp","Lleida","755",4
"HONDA","XL750 Transalp","Madrid","755",10
"HONDA","XL750 Transalp","Málaga","755",7
"HONDA","XL750 Transalp","Murcia","755",4
"HONDA","XL750 Transalp","Navarra","755",3
"HONDA","XL750 Transalp","Palmas (Las)","755",4
"HONDA","XL750 Transalp","Pontevedra","755",1
"HONDA","XL750 Transalp","Rioja (La)","755",1
"HONDA","XL750 Transalp","Salamanca","755",1
"HONDA","XL750 Transalp","Santa Cruz de Tenerife","755",8
"HONDA","XL750 Transalp","Sevilla","755",3
"HONDA","XL750 Transalp","Tarragona","755",2
"HONDA","XL750 Transalp","Toledo","755",1
"HONDA","XL750 Transalp","Valencia/València","755",7
"HONDA","XL750 Transalp","Valladolid","755",1
"HONDA","XL750 Transalp","Zaragoza","755",1
"HONDA","Z125MA","Illes Balears","124",1
"HONDA","Z125MA","Jaén","124",1
"HONDA","Z125MA","Málaga","124",1
"HONDA","Z125MA","Murcia","124",1
"HONDA","Z125MA","Santa Cruz de Tenerife","124",1
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","Albacete","799",1
"HUSQVARNA","HUSQVARNA 801 SVARTPIL","Valencia/València","799",1
"HUSQVARNA","HUSQVARNA 801 VITPILEN","Almería","799",1
"HUSQVARNA","HUSQVARNA 801 VITPILEN","Barcelona","799",1
"HUSQVARNA","HUSQVARNA 801 VITPILEN","Valencia/València","799",1
"HUSQVARNA","HUSQVARNA 901 NORDEN","Badajoz","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN","Barcelona","889",2
"HUSQVARNA","HUSQVARNA 901 NORDEN","Bizkaia","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN","Coruña (A)","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN","Madrid","889",2
"HUSQVARNA","HUSQVARNA 901 NORDEN","Málaga","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Almería","889",2
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Barcelona","889",2
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Bizkaia","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Madrid","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Navarra","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Palencia","889",1
"HUSQVARNA","HUSQVARNA 901 NORDEN E","Pontevedra","889",1
"HUSQVARNA","HUSQVARNA FE 250","Cáceres","250",1
"HUSQVARNA","HUSQVARNA FE 250","Madrid","250",1
"HUSQVARNA","HUSQVARNA FE 250","Santa Cruz de Tenerife","250",1
"HUSQVARNA","HUSQVARNA FE 350","Córdoba","350",1
"HUSQVARNA","HUSQVARNA FE 350","Madrid","350",1
"HUSQVARNA","HUSQVARNA FE 350","Málaga","350",1
"HUSQVARNA","HUSQVARNA FE 450","Málaga","450",1
"HUSQVARNA","HUSQVARNA FE 450","Valencia/València","450",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Alicante/Alacant","399",2
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Barcelona","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Córdoba","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Guadalajara","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Lugo","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Madrid","399",3
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Murcia","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Ourense","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Palmas (Las)","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Pontevedra","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN 4","Santa Cruz de Tenerife","399",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Álava/Araba","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Barcelona","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Cádiz","125",2
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Córdoba","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Coruña (A)","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Lleida","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Madrid","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Ourense","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Santa Cruz de Tenerife","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Toledo","125",1
"HUSQVARNA","HUSQVARNA SVARTPILEN12","Valencia/València","125",1
"HUSQVARNA","HUSQVARNA TE 300","Barcelona","293",1
"HUSQVARNA","HUSQVARNA TE 300","Girona","293",3
"HUSQVARNA","HUSQVARNA TE 300","Madrid","293",3
"HUSQVARNA","HUSQVARNA TE 300","Santa Cruz de Tenerife","293",1
"HUSQVARNA","HUSQVARNA TE 300","Sevilla","293",1
"HUSQVARNA","HUSQVARNA TE 300","Zaragoza","293",1
"HUSQVARNA","HUSQVARNA TE 300I","Burgos","293",1
"HUSQVARNA","HUSQVARNA VITPILEN 125","Madrid","125",3
"HUSQVARNA","HUSQVARNA VITPILEN 401","Cádiz","399",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","Ciudad Real","399",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","Madrid","399",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","Málaga","399",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","Murcia","399",1
"HUSQVARNA","HUSQVARNA VITPILEN 401","Toledo","399",1
"HYOSUNG","GV125","Asturias","124",1
"HYOSUNG","GV125","Barcelona","124",2
"HYOSUNG","GV125","Cádiz","124",1
"HYOSUNG","GV125","Málaga","124",1
"HYOSUNG","GV125","Palmas (Las)","124",2
"HYOSUNG","GV125","Santa Cruz de Tenerife","124",1
"HYOSUNG","GV125","Valencia/València","124",3
"HYOSUNG","GV125","Valladolid","124",2
"INDIAN MOTORCYCLE","101 SCOUT","Madrid","1250",1
"INDIAN MOTORCYCLE","101 SCOUT","Toledo","1250",1
"INDIAN MOTORCYCLE","101 SCOUT","Zaragoza","1250",1
"INDIAN MOTORCYCLE","CHIEF BOBBER DARK HORS","Madrid","1890",1
"INDIAN MOTORCYCLE","CHIEF BOBBER DARK HORS","Valencia/València","1890",1
"INDIAN MOTORCYCLE","FTR R CARBON","Alicante/Alacant","1203",1
"INDIAN MOTORCYCLE","FTR R CARBON","Cáceres","1203",2
"INDIAN MOTORCYCLE","FTR R CARBON","Coruña (A)","1203",1
"INDIAN MOTORCYCLE","FTR SPORT","Illes Balears","1203",1
"INDIAN MOTORCYCLE","FTR X RSD SUPERHOOLIGA","Madrid","1203",1
"INDIAN MOTORCYCLE","INDIAN CHIEF BOBBER DA","Valladolid","1890",1
"INDIAN MOTORCYCLE","SCOUT","Madrid","1133",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","Barcelona","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED","Madrid","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Alicante/Alacant","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Barcelona","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Burgos","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Córdoba","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Santa Cruz de Tenerife","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Valencia/València","1250",1
"INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED +","Zaragoza","1250",1
"INDIAN MOTORCYCLE","SCOUT ROGUE","Barcelona","1133",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","Gipuzkoa","1000",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","Palmas (Las)","1000",1
"INDIAN MOTORCYCLE","SCOUT SIXTY BOBBER","Valencia/València","1000",1
"INDIAN MOTORCYCLE","SPORT CHIEF RT","Madrid","1890",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED","Coruña (A)","1250",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","Alicante/Alacant","1250",2
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","Badajoz","1250",1
"INDIAN MOTORCYCLE","SPORT SCOUT LIMITED+TE","Illes Balears","1250",1
"INDIAN MOTORCYCLE","SUPER CHIEF DARK HORSE","Barcelona","1890",1
"INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","Guadalajara","1250",1
"ITALJET","DRAGSTER125","Madrid","124",1
"ITALJET","DRAGSTER125","Ourense","124",1
"ITALJET","DRAGSTER125","Sevilla","124",1
