MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"AJP","SPR 125 ENDURO","Palmas (Las)","124",1
"ANDES","U3 (125)","Barcelona","124",2
"ANDES","U3 (125)","Pontevedra","124",1
"APRILIA","RS 125","Barcelona","124",2
"APRILIA","RS 125","Castellón/Castelló","124",1
"APRILIA","RS 125","Coruña (A)","124",1
"APRILIA","RS 125","Illes Balears","124",2
"APRILIA","RS 125","Madrid","124",2
"APRILIA","RS 125","Palmas (Las)","124",2
"APRILIA","RS 125","Rioja (La)","124",1
"APRILIA","RS 125","Santa Cruz de Tenerife","124",1
"APRILIA","RS 125","Sevilla","124",1
"APRILIA","RS 125","Tarragona","124",1
"APRILIA","RS 125","Valencia/València","124",3
"APRILIA","RS 457","Albacete","457",1
"APRILIA","RS 457","Barcelona","457",1
"APRILIA","RS 457","Castellón/Castelló","457",2
"APRILIA","RS 457","Córdoba","457",1
"APRILIA","RS 457","Granada","457",1
"APRILIA","RS 457","Madrid","457",2
"APRILIA","RS 457","Navarra","457",1
"APRILIA","RS 457","Palmas (Las)","457",1
"APRILIA","RS 457","Pontevedra","457",1
"APRILIA","RS 457","Sevilla","457",1
"APRILIA","RS 457","Valencia/València","457",2
"APRILIA","RS 457","Zaragoza","457",1
"APRILIA","RS 660","Alicante/Alacant","659",2
"APRILIA","RS 660","Barcelona","659",5
"APRILIA","RS 660","Bizkaia","659",1
"APRILIA","RS 660","Cádiz","659",1
"APRILIA","RS 660","Illes Balears","659",1
"APRILIA","RS 660","Palmas (Las)","659",3
"APRILIA","RS 660","Santa Cruz de Tenerife","659",2
"APRILIA","RS 660","Valencia/València","659",1
"APRILIA","RS 660","Zaragoza","659",1
"APRILIA","RSV4","Barcelona","1099",3
"APRILIA","RSV4","Málaga","1099",2
"APRILIA","RX 125","Álava/Araba","124",1
"APRILIA","RX 125","Asturias","124",1
"APRILIA","RX 125","Cáceres","124",1
"APRILIA","RX 125","Castellón/Castelló","124",1
"APRILIA","RX 125","Córdoba","124",2
"APRILIA","RX 125","Madrid","124",2
"APRILIA","RX 125","Murcia","124",1
"APRILIA","RX 125","Palmas (Las)","124",2
"APRILIA","RX 125","Santa Cruz de Tenerife","124",1
"APRILIA","RX 125","Toledo","124",1
"APRILIA","RX 125","Valencia/València","124",1
"APRILIA","SR GT 125","Albacete","125",1
"APRILIA","SR GT 125","Alicante/Alacant","125",1
"APRILIA","SR GT 125","Almería","125",1
"APRILIA","SR GT 125","Barcelona","125",6
"APRILIA","SR GT 125","Cádiz","125",2
"APRILIA","SR GT 125","Girona","125",1
"APRILIA","SR GT 125","Granada","125",2
"APRILIA","SR GT 125","Illes Balears","125",3
"APRILIA","SR GT 125","Lleida","125",1
"APRILIA","SR GT 125","Málaga","125",5
"APRILIA","SR GT 125","Murcia","125",1
"APRILIA","SR GT 125","Palmas (Las)","125",3
"APRILIA","SR GT 125","Santa Cruz de Tenerife","125",2
"APRILIA","SR GT 125","Sevilla","125",1
"APRILIA","SR GT 125","Valencia/València","125",2
"APRILIA","SR GT 200","Barcelona","174",6
"APRILIA","SR GT 200","Cádiz","174",1
"APRILIA","SR GT 200","Illes Balears","174",1
"APRILIA","SX 125","Almería","124",1
"APRILIA","SX 125","Barcelona","124",2
"APRILIA","SX 125","Gipuzkoa","124",1
"APRILIA","SX 125","Girona","124",1
"APRILIA","SX 125","Málaga","124",1
"APRILIA","SX 125","Murcia","124",1
"APRILIA","SX 125","Santa Cruz de Tenerife","124",2
"APRILIA","SX 125","Zaragoza","124",1
"APRILIA","TUAREG 660","Almería","659",1
"APRILIA","TUAREG 660","Ávila","659",1
"APRILIA","TUAREG 660","Barcelona","659",17
"APRILIA","TUAREG 660","Cádiz","659",5
"APRILIA","TUAREG 660","Madrid","659",1
"APRILIA","TUAREG 660","Málaga","659",1
"APRILIA","TUAREG 660","Murcia","659",2
"APRILIA","TUAREG 660","Santa Cruz de Tenerife","659",1
"APRILIA","TUAREG 660","Sevilla","659",4
"APRILIA","TUAREG 660","Valencia/València","659",1
"APRILIA","TUONO 125","Barcelona","124",2
"APRILIA","TUONO 125","Cádiz","124",2
"APRILIA","TUONO 125","Huelva","124",1
"APRILIA","TUONO 660","Barcelona","659",4
"APRILIA","TUONO 660","Cádiz","659",1
"APRILIA","TUONO 660","Santa Cruz de Tenerife","659",1
"APRILIA","TUONO 660 FACTORY","Barcelona","659",3
"APRILIA","TUONO 660 FACTORY","Cádiz","659",1
"APRILIA","TUONO 660 FACTORY","Illes Balears","659",1
"APRILIA","TUONO V4","Barcelona","1077",3
"APRILIA","TUONO V4","Cádiz","1077",1
"APRILIA","TUONO V4","Illes Balears","1077",2
"APRILIA","TUONO V4","Valencia/València","1077",1
"ARIIC","ARIIC 108","Bizkaia","117",1
"ARIIC","ARIIC 108","Ceuta","117",1
"ARIIC","ARIIC 108","Illes Balears","117",1
"ARIIC","ARIIC 108","Sevilla","117",1
"ARIIC","ARIIC 108","Tarragona","117",1
"ARIIC","ARIIC 318","Málaga","276",1
"ARIIC","ARIIC 318","Valencia/València","276",1
"BAJAJ","DOMINAR D 400","Córdoba","373",1
"BAJAJ","DOMINAR D 400","Madrid","373",6
"BAJAJ","DOMINAR D 400","Pontevedra","373",1
"BAJAJ","DOMINAR D 400","Sevilla","373",1
"BAJAJ","PULSAR NS 125","Almería","124",1
"BAJAJ","PULSAR NS 125","Badajoz","124",1
"BAJAJ","PULSAR NS 125","Barcelona","124",3
"BAJAJ","PULSAR NS 125","Cádiz","124",1
"BAJAJ","PULSAR NS 125","Castellón/Castelló","124",1
"BAJAJ","PULSAR NS 125","Coruña (A)","124",1
"BAJAJ","PULSAR NS 125","Madrid","124",7
"BAJAJ","PULSAR NS 125","Pontevedra","124",1
"BAJAJ","PULSAR NS 125","Sevilla","124",3
"BENDA","CHINCHILLA","Alicante/Alacant","476",1
"BENDA","CHINCHILLA","Cantabria","476",1
"BENDA","CHINCHILLA","Jaén","476",2
"BENDA","CHINCHILLA","Madrid","476",1
"BENDA","CHINCHILLA","Pontevedra","476",1
"BENDA","CHINCHILLA","Tarragona","476",1
"BENDA","LFC700","Alicante/Alacant","676",1
"BENDA","LFC700","Barcelona","676",1
"BENDA","LFC700","Burgos","676",1
"BENDA","LFC700","Cádiz","676",1
"BENDA","LFC700","Ciudad Real","676",1
"BENDA","LFC700","Granada","676",1
"BENDA","LFC700","Jaén","676",1
"BENDA","LFC700","Lleida","676",1
"BENDA","LFC700","Madrid","676",3
"BENDA","LFC700","Murcia","676",2
"BENDA","LFC700","Pontevedra","676",1
"BENDA","LFC700","Santa Cruz de Tenerife","676",2
"BENDA","LFC700","Zamora","676",1
"BENDA","NAPOLEON","Alicante/Alacant","476",1
"BENDA","NAPOLEON","Asturias","476",1
"BENDA","NAPOLEON","Barcelona","476",1
"BENDA","NAPOLEON","Ciudad Real","476",1
"BENDA","NAPOLEON","Gipuzkoa","476",1
"BENDA","NAPOLEON","Huelva","476",1
"BENDA","NAPOLEON","Illes Balears","476",1
"BENDA","NAPOLEON","Madrid","476",1
"BENDA","NAPOLEON","Málaga","476",2
"BENDA","NAPOLEON","Murcia","476",1
"BENDA","NAPOLEON","Rioja (La)","476",1
"BENDA","NAPOLEON","Tarragona","476",1
"BENELLI","BN125","Badajoz","125",1
"BENELLI","BN125","Madrid","125",1
"BENELLI","BN125","Málaga","125",1
"BENELLI","IMPERIALE 400","Cádiz","374",1
"BENELLI","LEONCINO 125","Cádiz","125",1
"BENELLI","LEONCINO 125","Santa Cruz de Tenerife","125",1
"BENELLI","LEONCINO 500","Alicante/Alacant","500",1
"BENELLI","LEONCINO 500","Asturias","500",1
"BENELLI","LEONCINO 500","Cádiz","500",1
"BENELLI","LEONCINO 500","Guadalajara","500",1
"BENELLI","LEONCINO 500","Valencia/València","500",2
"BENELLI","LEONCINO 500 TRAIL","Álava/Araba","500",1
"BENELLI","LEONCINO 500 TRAIL","Alicante/Alacant","500",3
"BENELLI","LEONCINO 500 TRAIL","Asturias","500",1
"BENELLI","LEONCINO 500 TRAIL","Badajoz","500",1
"BENELLI","LEONCINO 500 TRAIL","Barcelona","500",1
"BENELLI","LEONCINO 500 TRAIL","Bizkaia","500",1
"BENELLI","LEONCINO 500 TRAIL","Cádiz","500",1
"BENELLI","LEONCINO 500 TRAIL","Guadalajara","500",1
"BENELLI","LEONCINO 500 TRAIL","Madrid","500",3
"BENELLI","LEONCINO 500 TRAIL","Málaga","500",2
"BENELLI","LEONCINO 500 TRAIL","Murcia","500",1
"BENELLI","LEONCINO 500 TRAIL","Sevilla","500",6
"BENELLI","LEONCINO 500 TRAIL","Tarragona","500",1
"BENELLI","LEONCINO 500 TRAIL","Valencia/València","500",6
"BENELLI","LEONCINO 800","Illes Balears","754",1
"BENELLI","LEONCINO 800 TRAIL","Jaén","754",1
"BENELLI","LEONCINO TRAIL","Barcelona","500",1
"BENELLI","LEONCINO TRAIL","Bizkaia","500",1
"BENELLI","LEONCINO TRAIL","Madrid","500",2
"BENELLI","TNT 125","Barcelona","125",1
"BENELLI","TNT 125","Cáceres","125",1
"BENELLI","TNT 125","Illes Balears","125",1
"BENELLI","TRK 502 X","Madrid","500",1
"BENELLI","TRK 502 X","Murcia","500",1
"BENELLI","TRK 502 X","Pontevedra","500",1
"BENELLI","TRK 702","Alicante/Alacant","698",1
"BENELLI","TRK 702","Asturias","698",1
"BENELLI","TRK 702","Badajoz","698",1
"BENELLI","TRK 702","Barcelona","698",8
"BENELLI","TRK 702","Bizkaia","698",2
"BENELLI","TRK 702","Cádiz","698",3
"BENELLI","TRK 702","Cantabria","698",2
"BENELLI","TRK 702","Córdoba","698",2
"BENELLI","TRK 702","Granada","698",1
"BENELLI","TRK 702","León","698",1
"BENELLI","TRK 702","Lleida","698",1
"BENELLI","TRK 702","Madrid","698",4
"BENELLI","TRK 702","Málaga","698",1
"BENELLI","TRK 702","Murcia","698",3
"BENELLI","TRK 702","Segovia","698",1
"BENELLI","TRK 702","Sevilla","698",5
"BENELLI","TRK 702","Tarragona","698",1
"BENELLI","TRK 702","Toledo","698",1
"BENELLI","TRK 702","Valencia/València","698",4
"BENELLI","TRK502","Madrid","500",1
"BENELLI","TRK502","Valencia/València","500",1
"BETA","EVO 2T 300 FACTORY MY2","Cantabria","296",1
"BETA","EVO 2T 300CC MY23","Barcelona","296",1
"BETA","N/A","Alicante/Alacant","293",2
"BETA","N/A","Almería","293",1
"BETA","N/A","Asturias","293",1
"BETA","N/A","Badajoz","293",1
"BETA","N/A","Barcelona","293",14
"BETA","N/A","Cádiz","293",1
"BETA","N/A","Cantabria","293",1
"BETA","N/A","Ciudad Real","293",1
"BETA","N/A","Coruña (A)","293",3
"BETA","N/A","Girona","293",4
"BETA","N/A","Granada","293",3
"BETA","N/A","Huelva","293",1
"BETA","N/A","Huesca","293",2
"BETA","N/A","Illes Balears","293",1
"BETA","N/A","León","293",1
"BETA","N/A","Madrid","293",3
"BETA","N/A","Murcia","293",1
"BETA","N/A","Palencia","293",1
"BETA","N/A","Pontevedra","293",1
"BETA","N/A","Segovia","293",1
"BETA","N/A","Sevilla","293",1
"BETA","N/A","Tarragona","293",2
"BETA","N/A","Teruel","293",1
"BETA","N/A","Valladolid","293",1
"BETA","N/A","Zaragoza","293",2
"BETA","RR 4T 350 MY24","Barcelona","349",1
"BETA","RR 4T 430 MY23","Barcelona","431",1
"BETA","XTRAINER 300CC MY24","Barcelona","293",1
"BMW","C 400 GT","Álava/Araba","350",1
"BMW","C 400 GT","Alicante/Alacant","350",4
"BMW","C 400 GT","Asturias","350",3
"BMW","C 400 GT","Badajoz","350",1
"BMW","C 400 GT","Barcelona","350",25
"BMW","C 400 GT","Bizkaia","350",1
"BMW","C 400 GT","Burgos","350",1
"BMW","C 400 GT","Cádiz","350",2
"BMW","C 400 GT","Cantabria","350",1
"BMW","C 400 GT","Córdoba","350",2
"BMW","C 400 GT","Coruña (A)","350",4
"BMW","C 400 GT","Girona","350",1
"BMW","C 400 GT","Granada","350",5
"BMW","C 400 GT","Illes Balears","350",6
"BMW","C 400 GT","Jaén","350",3
"BMW","C 400 GT","León","350",1
"BMW","C 400 GT","Madrid","350",17
"BMW","C 400 GT","Málaga","350",8
"BMW","C 400 GT","Murcia","350",1
"BMW","C 400 GT","Palmas (Las)","350",2
"BMW","C 400 GT","Salamanca","350",1
"BMW","C 400 GT","Santa Cruz de Tenerife","350",3
"BMW","C 400 GT","Sevilla","350",4
"BMW","C 400 GT","Tarragona","350",2
"BMW","C 400 GT","Toledo","350",2
"BMW","C 400 GT","Valencia/València","350",6
"BMW","C 400 GT","Valladolid","350",2
"BMW","C 400 GT","Zaragoza","350",2
"BMW","C 400 X","Albacete","350",1
"BMW","C 400 X","Alicante/Alacant","350",5
"BMW","C 400 X","Barcelona","350",20
"BMW","C 400 X","Bizkaia","350",2
"BMW","C 400 X","Cádiz","350",2
"BMW","C 400 X","Cantabria","350",2
"BMW","C 400 X","Castellón/Castelló","350",1
"BMW","C 400 X","Ceuta","350",1
"BMW","C 400 X","Ciudad Real","350",1
"BMW","C 400 X","Córdoba","350",2
"BMW","C 400 X","Gipuzkoa","350",1
"BMW","C 400 X","Girona","350",2
"BMW","C 400 X","Granada","350",3
"BMW","C 400 X","Illes Balears","350",4
"BMW","C 400 X","Jaén","350",1
"BMW","C 400 X","León","350",1
"BMW","C 400 X","Lleida","350",1
"BMW","C 400 X","Madrid","350",17
"BMW","C 400 X","Málaga","350",9
"BMW","C 400 X","Murcia","350",1
"BMW","C 400 X","Navarra","350",2
"BMW","C 400 X","Palmas (Las)","350",4
"BMW","C 400 X","Santa Cruz de Tenerife","350",5
"BMW","C 400 X","Segovia","350",1
"BMW","C 400 X","Sevilla","350",4
"BMW","C 400 X","Soria","350",1
"BMW","C 400 X","Tarragona","350",4
"BMW","C 400 X","Toledo","350",1
"BMW","C 400 X","Valencia/València","350",5
"BMW","C 400 X","Valladolid","350",1
"BMW","C 400 X","Zaragoza","350",5
"BMW","F 800 GS","Albacete","895",1
"BMW","F 800 GS","Alicante/Alacant","895",4
"BMW","F 800 GS","Asturias","895",2
"BMW","F 800 GS","Badajoz","895",1
"BMW","F 800 GS","Barcelona","895",21
"BMW","F 800 GS","Bizkaia","895",2
"BMW","F 800 GS","Burgos","895",1
"BMW","F 800 GS","Cádiz","895",1
"BMW","F 800 GS","Cantabria","895",2
"BMW","F 800 GS","Ceuta","895",1
"BMW","F 800 GS","Córdoba","895",1
"BMW","F 800 GS","Coruña (A)","895",1
"BMW","F 800 GS","Girona","895",7
"BMW","F 800 GS","Granada","895",4
"BMW","F 800 GS","Illes Balears","895",6
"BMW","F 800 GS","Madrid","895",9
"BMW","F 800 GS","Málaga","895",12
"BMW","F 800 GS","Murcia","895",8
"BMW","F 800 GS","Navarra","895",1
"BMW","F 800 GS","Ourense","895",1
"BMW","F 800 GS","Palmas (Las)","895",2
"BMW","F 800 GS","Santa Cruz de Tenerife","895",1
"BMW","F 800 GS","Sevilla","895",4
"BMW","F 800 GS","Tarragona","895",2
"BMW","F 800 GS","Valencia/València","895",13
"BMW","F 800 GS","Zaragoza","895",2
"BMW","F 900 GS","Albacete","895",2
"BMW","F 900 GS","Alicante/Alacant","895",2
"BMW","F 900 GS","Almería","895",2
"BMW","F 900 GS","Barcelona","895",17
"BMW","F 900 GS","Bizkaia","895",1
"BMW","F 900 GS","Burgos","895",1
"BMW","F 900 GS","Cádiz","895",2
"BMW","F 900 GS","Córdoba","895",1
"BMW","F 900 GS","Coruña (A)","895",1
"BMW","F 900 GS","Cuenca","895",1
"BMW","F 900 GS","Gipuzkoa","895",1
"BMW","F 900 GS","Girona","895",5
"BMW","F 900 GS","Granada","895",3
"BMW","F 900 GS","Illes Balears","895",4
"BMW","F 900 GS","León","895",1
"BMW","F 900 GS","Lleida","895",2
"BMW","F 900 GS","Madrid","895",7
"BMW","F 900 GS","Málaga","895",8
"BMW","F 900 GS","Murcia","895",1
"BMW","F 900 GS","Ourense","895",1
"BMW","F 900 GS","Palmas (Las)","895",1
"BMW","F 900 GS","Pontevedra","895",1
"BMW","F 900 GS","Santa Cruz de Tenerife","895",3
"BMW","F 900 GS","Sevilla","895",7
"BMW","F 900 GS","Tarragona","895",1
"BMW","F 900 GS","Valencia/València","895",4
"BMW","F 900 GS","Zaragoza","895",3
"BMW","F 900 GS ADVENTURE","Barcelona","895",13
"BMW","F 900 GS ADVENTURE","Bizkaia","895",4
"BMW","F 900 GS ADVENTURE","Cádiz","895",2
"BMW","F 900 GS ADVENTURE","Cantabria","895",1
"BMW","F 900 GS ADVENTURE","Ciudad Real","895",1
"BMW","F 900 GS ADVENTURE","Córdoba","895",3
"BMW","F 900 GS ADVENTURE","Coruña (A)","895",1
"BMW","F 900 GS ADVENTURE","Granada","895",1
"BMW","F 900 GS ADVENTURE","Illes Balears","895",1
"BMW","F 900 GS ADVENTURE","Jaén","895",3
"BMW","F 900 GS ADVENTURE","León","895",1
"BMW","F 900 GS ADVENTURE","Lleida","895",2
"BMW","F 900 GS ADVENTURE","Madrid","895",10
"BMW","F 900 GS ADVENTURE","Málaga","895",2
"BMW","F 900 GS ADVENTURE","Navarra","895",1
"BMW","F 900 GS ADVENTURE","Palencia","895",1
"BMW","F 900 GS ADVENTURE","Pontevedra","895",2
"BMW","F 900 GS ADVENTURE","Santa Cruz de Tenerife","895",1
"BMW","F 900 GS ADVENTURE","Toledo","895",1
"BMW","F 900 GS ADVENTURE","Valencia/València","895",4
"BMW","F 900 GS ADVENTURE","Valladolid","895",1
"BMW","F 900 GS ADVENTURE","Zaragoza","895",2
"BMW","F 900 R","Albacete","895",1
"BMW","F 900 R","Alicante/Alacant","895",1
"BMW","F 900 R","Almería","895",1
"BMW","F 900 R","Asturias","895",1
"BMW","F 900 R","Barcelona","895",16
"BMW","F 900 R","Bizkaia","895",1
"BMW","F 900 R","Cádiz","895",1
"BMW","F 900 R","Coruña (A)","895",1
"BMW","F 900 R","Girona","895",1
"BMW","F 900 R","Illes Balears","895",2
"BMW","F 900 R","León","895",1
"BMW","F 900 R","Madrid","895",8
"BMW","F 900 R","Málaga","895",1
"BMW","F 900 R","Murcia","895",3
"BMW","F 900 R","Navarra","895",1
"BMW","F 900 R","Palmas (Las)","895",2
"BMW","F 900 R","Santa Cruz de Tenerife","895",1
"BMW","F 900 R","Tarragona","895",1
"BMW","F 900 R","Valencia/València","895",5
"BMW","F 900 R A2","Albacete","895",1
"BMW","F 900 R A2","Alicante/Alacant","895",2
"BMW","F 900 R A2","Barcelona","895",5
"BMW","F 900 R A2","Coruña (A)","895",1
"BMW","F 900 R A2","Jaén","895",1
"BMW","F 900 R A2","Madrid","895",1
"BMW","F 900 R A2","Málaga","895",1
"BMW","F 900 R A2","Santa Cruz de Tenerife","895",1
"BMW","F 900 R A2","Valencia/València","895",1
"BMW","F 900 XR","Albacete","895",1
"BMW","F 900 XR","Alicante/Alacant","895",3
"BMW","F 900 XR","Almería","895",2
"BMW","F 900 XR","Barcelona","895",12
"BMW","F 900 XR","Bizkaia","895",1
"BMW","F 900 XR","Burgos","895",1
"BMW","F 900 XR","Cádiz","895",3
"BMW","F 900 XR","Córdoba","895",1
"BMW","F 900 XR","Coruña (A)","895",1
"BMW","F 900 XR","Girona","895",2
"BMW","F 900 XR","Illes Balears","895",2
"BMW","F 900 XR","Jaén","895",1
"BMW","F 900 XR","Madrid","895",11
"BMW","F 900 XR","Málaga","895",3
"BMW","F 900 XR","Murcia","895",1
"BMW","F 900 XR","Navarra","895",1
"BMW","F 900 XR","Palmas (Las)","895",1
"BMW","F 900 XR","Rioja (La)","895",1
"BMW","F 900 XR","Santa Cruz de Tenerife","895",1
"BMW","F 900 XR","Sevilla","895",2
"BMW","F 900 XR","Tarragona","895",2
"BMW","F 900 XR","Valencia/València","895",7
"BMW","F 900 XR","Valladolid","895",1
"BMW","F 900 XR","Zaragoza","895",1
"BMW","F 900 XR A2","Álava/Araba","895",1
"BMW","F 900 XR A2","Alicante/Alacant","895",2
"BMW","F 900 XR A2","Barcelona","895",1
"BMW","F 900 XR A2","Madrid","895",2
"BMW","F 900 XR A2","Málaga","895",1
"BMW","F 900 XR A2","Rioja (La)","895",1
"BMW","G 310 GS","Barcelona","313",3
"BMW","G 310 GS","Cádiz","313",1
"BMW","G 310 GS","Madrid","313",1
"BMW","G 310 GS","Zaragoza","313",1
"BMW","G 310 R","Barcelona","313",1
"BMW","G 310 R","Illes Balears","313",2
"BMW","G 310 R","Madrid","313",7
"BMW","G 310 R","Murcia","313",1
"BMW","G 310 R","Palmas (Las)","313",1
"BMW","G 310 R","Sevilla","313",3
"BMW","G 310 R","Valladolid","313",1
"BMW","K 1300 R","Murcia","1293",1
"BMW","K 1600 B","Madrid","1649",1
"BMW","K 1600 GT","Alicante/Alacant","1649",1
"BMW","K 1600 GT","Almería","1649",1
"BMW","K 1600 GT","Asturias","1649",1
"BMW","K 1600 GT","Barcelona","1649",1
"BMW","K 1600 GT","Cantabria","1649",1
"BMW","K 1600 GT","Madrid","1649",1
"BMW","K 1600 GT","Málaga","1649",1
"BMW","K 1600 GTL","Alicante/Alacant","1649",1
"BMW","K 1600 GTL","Badajoz","1649",1
"BMW","K 1600 GTL","Madrid","1649",2
"BMW","K 1600 GTL","Palencia","1649",1
"BMW","K 1600 GTL","Pontevedra","1649",1
"BMW","K 1600 GTL","Valladolid","1649",1
"BMW","K 1600 GTL","Zaragoza","1649",1
"BMW","M 1000 R","Gipuzkoa","999",1
"BMW","M 1000 R","Madrid","999",1
"BMW","M 1000 R","Palmas (Las)","999",1
"BMW","M 1000 R","Santa Cruz de Tenerife","999",1
"BMW","M 1000 RR","Madrid","999",1
"BMW","M 1000 XR","Alicante/Alacant","999",1
"BMW","M 1000 XR","Badajoz","999",1
"BMW","M 1000 XR","Barcelona","999",2
"BMW","M 1000 XR","Cádiz","999",1
"BMW","M 1000 XR","Illes Balears","999",1
"BMW","M 1000 XR","Jaén","999",1
"BMW","M 1000 XR","Madrid","999",3
"BMW","M 1000 XR","Málaga","999",3
"BMW","M 1000 XR","Palencia","999",1
"BMW","M 1000 XR","Palmas (Las)","999",2
"BMW","M 1000 XR","Toledo","999",1
"BMW","M 1000 XR","Zaragoza","999",1
"BMW","R 12","Barcelona","1170",1
"BMW","R 12","Bizkaia","1170",1
"BMW","R 12","Cantabria","1170",1
"BMW","R 12","Illes Balears","1170",1
"BMW","R 12","Lleida","1170",1
"BMW","R 12","Madrid","1170",2
"BMW","R 12","Málaga","1170",1
"BMW","R 12","Santa Cruz de Tenerife","1170",1
"BMW","R 12 NINET","Alicante/Alacant","1170",2
"BMW","R 12 NINET","Barcelona","1170",2
"BMW","R 12 NINET","Cádiz","1170",1
"BMW","R 12 NINET","Córdoba","1170",1
"BMW","R 12 NINET","Madrid","1170",2
"BMW","R 12 NINET","Murcia","1170",4
"BMW","R 12 NINET","Rioja (La)","1170",1
"BMW","R 12 NINET","Santa Cruz de Tenerife","1170",1
"BMW","R 12 NINET","Sevilla","1170",1
"BMW","R 12 NINET","Valencia/València","1170",3
"BMW","R 1250 GS ADVENTURE","Barcelona","1254",2
"BMW","R 1250 GS ADVENTURE","León","1254",1
"BMW","R 1250 GS ADVENTURE","Madrid","1254",2
"BMW","R 1250 GS ADVENTURE","Pontevedra","1254",1
"BMW","R 1250 R","Barcelona","1254",1
"BMW","R 1250 R","Ciudad Real","1254",1
"BMW","R 1250 R","Illes Balears","1254",1
"BMW","R 1250 R","Madrid","1254",1
"BMW","R 1250 R","Sevilla","1254",1
"BMW","R 1250 R","Tarragona","1254",1
"BMW","R 1250 RS","Asturias","1254",1
"BMW","R 1250 RS","Barcelona","1254",1
"BMW","R 1250 RS","Girona","1254",1
"BMW","R 1250 RS","Illes Balears","1254",1
"BMW","R 1250 RS","Madrid","1254",3
"BMW","R 1250 RT","Almería","1254",1
"BMW","R 1250 RT","Asturias","1254",1
"BMW","R 1250 RT","Barcelona","1254",5
"BMW","R 1250 RT","Bizkaia","1254",1
"BMW","R 1250 RT","Burgos","1254",1
"BMW","R 1250 RT","Cádiz","1254",2
"BMW","R 1250 RT","Cantabria","1254",1
"BMW","R 1250 RT","Castellón/Castelló","1254",3
"BMW","R 1250 RT","Ciudad Real","1254",1
"BMW","R 1250 RT","Coruña (A)","1254",2
"BMW","R 1250 RT","Girona","1254",1
"BMW","R 1250 RT","Granada","1254",1
"BMW","R 1250 RT","Illes Balears","1254",1
"BMW","R 1250 RT","Lleida","1254",1
"BMW","R 1250 RT","Madrid","1254",21
"BMW","R 1250 RT","Málaga","1254",1
"BMW","R 1250 RT","Murcia","1254",1
"BMW","R 1250 RT","Navarra","1254",1
"BMW","R 1250 RT","Palencia","1254",1
"BMW","R 1250 RT","Sevilla","1254",2
"BMW","R 1250 RT","Valencia/València","1254",3
"BMW","R 1250 RT","Zaragoza","1254",1
"BMW","R 1300 GS","Álava/Araba","1300",2
"BMW","R 1300 GS","Albacete","1300",4
"BMW","R 1300 GS","Alicante/Alacant","1300",14
"BMW","R 1300 GS","Almería","1300",3
"BMW","R 1300 GS","Asturias","1300",6
"BMW","R 1300 GS","Badajoz","1300",1
"BMW","R 1300 GS","Barcelona","1300",54
"BMW","R 1300 GS","Bizkaia","1300",6
"BMW","R 1300 GS","Cádiz","1300",4
"BMW","R 1300 GS","Cantabria","1300",2
"BMW","R 1300 GS","Castellón/Castelló","1300",4
"BMW","R 1300 GS","Córdoba","1300",3
"BMW","R 1300 GS","Coruña (A)","1300",2
"BMW","R 1300 GS","Cuenca","1300",1
"BMW","R 1300 GS","Gipuzkoa","1300",7
"BMW","R 1300 GS","Girona","1300",8
"BMW","R 1300 GS","Granada","1300",3
"BMW","R 1300 GS","Guadalajara","1300",1
"BMW","R 1300 GS","Huelva","1300",2
"BMW","R 1300 GS","Huesca","1300",2
"BMW","R 1300 GS","Illes Balears","1300",7
"BMW","R 1300 GS","Jaén","1300",2
"BMW","R 1300 GS","León","1300",1
"BMW","R 1300 GS","Lleida","1300",2
"BMW","R 1300 GS","Lugo","1300",1
"BMW","R 1300 GS","Madrid","1300",77
"BMW","R 1300 GS","Málaga","1300",11
"BMW","R 1300 GS","Murcia","1300",5
"BMW","R 1300 GS","Navarra","1300",2
"BMW","R 1300 GS","Palmas (Las)","1300",7
"BMW","R 1300 GS","Pontevedra","1300",1
"BMW","R 1300 GS","Rioja (La)","1300",4
"BMW","R 1300 GS","Santa Cruz de Tenerife","1300",4
"BMW","R 1300 GS","Segovia","1300",1
"BMW","R 1300 GS","Sevilla","1300",5
"BMW","R 1300 GS","Tarragona","1300",3
"BMW","R 1300 GS","Toledo","1300",1
"BMW","R 1300 GS","Valencia/València","1300",14
"BMW","R 1300 GS","Valladolid","1300",5
"BMW","R 1300 GS","Zaragoza","1300",3
"BMW","R 1300 GS ADVENTURE","Álava/Araba","1300",1
"BMW","R 1300 GS ADVENTURE","Albacete","1300",1
"BMW","R 1300 GS ADVENTURE","Alicante/Alacant","1300",12
"BMW","R 1300 GS ADVENTURE","Almería","1300",6
"BMW","R 1300 GS ADVENTURE","Asturias","1300",3
"BMW","R 1300 GS ADVENTURE","Ávila","1300",1
"BMW","R 1300 GS ADVENTURE","Badajoz","1300",1
"BMW","R 1300 GS ADVENTURE","Barcelona","1300",21
"BMW","R 1300 GS ADVENTURE","Bizkaia","1300",2
"BMW","R 1300 GS ADVENTURE","Burgos","1300",3
"BMW","R 1300 GS ADVENTURE","Cádiz","1300",4
"BMW","R 1300 GS ADVENTURE","Cantabria","1300",5
"BMW","R 1300 GS ADVENTURE","Castellón/Castelló","1300",2
"BMW","R 1300 GS ADVENTURE","Ciudad Real","1300",3
"BMW","R 1300 GS ADVENTURE","Córdoba","1300",3
