MARCA_ITV,COUNT
"APRILIA",58
"BENELLI",15
"BETA",60
"BMW",541
"CF MOTO",1
"DAELIM",129
"DERBI",20
"DUCATI",135
"GASGAS",5
"GENERIC",11
"GUZZI",25
"HANWAY",67
"HARLEY-DAVIDSON",125
"HONDA",1831
"HUSQVARNA-CAGIVA",83
"HYOSUNG",38
"INDIAN",8
"JONWAY",1
"KAWASAKI",409
"KEEWAY",263
"KENROD",4
"KTM",299
"KYMCO",1253
"LAMBRETTA",1
"LIFAN",5
"LML",40
"MASH",42
"MBK",8
"MONKEY BIKES",3
"MONSTERPRO",1
"MONTESA",11
"MOTOR HISPANIA",1
"MV AGUSTA",10
"OSSA",1
"PEUGEOT",285
"PIAGGIO",1440
"RIDE",27
"RIEJU",65
"RIYA",29
"ROYAL ENFIELD",11
"SANYOU",4
"SCOMADI",18
"SHERCO",36
"SKY TEAM",1
"SUMCO",8
"SUZUKI",406
"SYM",403
"TGB",24
"TRIUMPH",141
"TURBHO",1
"VESPA",1
"WILDLANDER",1
"YAMAHA",1427
"YIYING",5
"ZNEN",2
