FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"17042026","0","","SILENCE","S01","0","1.35","2","CABEZO DE TORRES","MU","MU","17042026","30110","D","","B00","30030","MURCIA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"17042026","0","","EFUN","LION","125","2.14","2","CREVILLENT","A","A","17042026","03330","D","","B00","03059","CREVILLENT","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"17042026","0","","VELCA","ONE","0","1.36","2","CÁLIG","CS","MU","17042026","12589","D","","B00","12034","CALIG","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"17042026","0","","SILENCE","S01","0","1.35","2","SAN AGUSTIN","TE","V","17042026","44480","D","","B00","44206","SAN AGUSTIN","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"17042026","0","","VELCA","CALIMA S","0","0.99","2","BADIA DEL VALLES","B","B","17042026","08214","D","","B00","08904","BADIA DEL VALLES","5.15","A1","","1","6","84","256","L3e","","36","0400","BEV","008600","","","","",""
"17042026","0","","NIU","NQIX 300","0","0.97","2","ONIL","A","V","17042026","03430","D","","B00","03096","ONIL","5.00","A1","","E8-T","00","99","300","L3e","ND","40","0400","BEV","011800","","","","",""
"17042026","0","","ARENA","VORTEX","0","0.77","2","BOCAIRENT","V","B","17042026","46880","D","","B00","46072","BOCAIRENT","4.00","A1","","2","0","108","300","L3e","","46","0400","BEV","011300","","","","",""
"17042026","0","","FELQ","FW03","0","0.58","2","ELJAS","CC","M","17042026","10891","D","","B00","10072","ELJAS","3.00","A1","","000","00","67","252","L3e","ND","52","0400","BEV","010400","","","","",""
"17042026","0","","EFUN","LION","125","2.14","2","VACARISSES","B","B","17042026","08233","D","","B00","08291","VACARISSES","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"17042026","0","","NWOW","RIDER-X","0","1.55","2","CORTES","BU","BU","17042026","09193","D","","B00","09059","BURGOS","8.00","A1","","00","0","144","352","L3e","","85","0400","BEV","012000","","","","",""
"17042026","0","","EFUN","TIGER 100","0","1.36","2","CHURRIANA","MA","MA","17042026","29140","D","","B00","29067","MALAGA","7.10","A1","","04","01","101","306","L3e","","48","0400","BEV","020100","","","","",""
"17042026","0","","BMW","CE04","0","2.91","2","CABRILS","B","B","17042026","08348","D","","B00","08030","CABRILS","15.00","A2","","0C51","A","175","410","L3e","","77","0400","BEV","013000","","","","",""
"17042026","0","","SILENCE","S02","0","0.77","2","ARMILLA","GR","GR","17042026","18100","D","","B00","18021","ARMILLA","4.00","A1","","00","00","91","293","L3e","ND","55","0400","BEV","013800","","","","",""
"17042026","0","","NIU","FQI 500","0","1.24","2","VALLADOLID","VA","VA","17042026","47014","D","","B00","47186","VALLADOLID","6.40","A1","","G6-T","00","95","270","L3e","ND","53","0400","BEV","009100","","","","",""
"17042026","0","","EFUN","LION","125","2.14","2","BUSOT","A","A","17042026","03111","D","","B00","03046","BUSOT","11.00","A1","","0","0","161","371","L3e","","57","0400","BEV","029000","","","","",""
"17042026","0","","ZERO MOTORCYCLES","FX ZF7.2","0","2.99","2","GARGANTA DE LOS MONTES","M","MU","17042026","28743","D","","B00","28062","GARGANTA DE MONTES","15.40","A2","","XD","2S5N","94","286","L3e","","84","0400","BEV","010600","","","","",""
"17042026","0","","VELCA","EON","0","2.14","2","SANTIAGO DE COMPOSTELA","C","M","17042026","15702","D","","B00","15078","SANTIAGO","11.00","A1","","---","---","162","409","L3e","","109","0400","BEV","012500","","","","",""
"17042026","0","","VELCA","ONE","0","1.36","2","INCA","IB","IB","17042026","07300","D","","B00","07027","INCA","7.00","A1","","A","2","103","300","L3e","","60","0400","BEV","013500","","","","",""
"17042026","0","","STARK","VARG","0","1.74","1","ROCIO, EL","H","SE","17042026","21750","D","","B00","21005","ALMONTE","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"17042026","0","","SILENCE","SEAT MÓ ESCOOTER 125","0","1.35","2","AMBROZ","GR","J","17042026","18102","D","","B00","18911","VEGAS DEL GENIL","7.00","A1","","6","2","111","320","L3e","","70","0400","BEV","013300","","","","",""
