FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,CILINDRADA_ITV,POTENCIA_ITV,NUM_PLAZAS,LOCALIDAD_VEHICULO,COD_PROVINCIA_VEH,COD_PROVINCIA_MAT,FEC_TRAMITE,CODIGO_POSTAL,PERSONA_FISICA_JURIDICA,CODIGO_ITV,SERVICIO,COD_MUNICIPIO_INE_VEH,MUNICIPIO,KW_ITV,TIPO_CARNET,TIPO_ITV,VARIANTE_ITV,VERSION_ITV,MASA_ORDEN_MARCHA_ITV,MASA_MAXIMA_TECNICA_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,CARROCERIA,CONSUMO_WH_KM_ITV,CLASIFICACION_REGLAMENTO_VEHICULOS_ITV,CATEGORIA_VEHICULO_ELECTRICO,AUTONOMIA_VEHICULO_ELECTRICO,MARCA_VEHICULO_BASE,FABRICANTE_VEHICULO_BASE,TIPO_VEHICULO_BASE,VARIANTE_VEHICULO_BASE,VERSION_VEHICULO_BASE
"13042026","0","","SILENCE","S01","0","1.35","2","ROALES","ZA","ZA","13042026","49192","D","","B00","49178","ROALES","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"13042026","0","","VMOTO","NA","0","0.76","2","OSMA","SO","SG","13042026","42318","D","","B00","42043","EL BURGO DE OSMA","3.90","A1","","2","2","79","254","L3e","","33","0400","BEV","009200","","","","",""
"13042026","0","","VELCA","EON","0","2.14","2","SANT JOAN D'ALACANT","A","J","13042026","03550","D","","B00","03119","SANT JOAN D ALACANT","11.00","A1","","---","---","162","409","L3e","","109","0400","BEV","012500","","","","",""
"13042026","0","","STARK","VARG","0","1.74","1","BADAJOZ","BA","BA","13042026","06010","D","","B00","06015","BADAJOZ","9.00","A1","","EX","HB","97","275","L3e","ND","126","0400","BEV","011700","","","","",""
"13042026","0","","STARK","VARG","0","1.74","1","MÁLAGA","MA","MA","13042026","29016","D","","B00","29067","MALAGA","9.00","A1","","SM","HB","97","275","L3e","ND","115","0400","BEV","008100","","","","",""
"13042026","0","","SILENCE","S02","0","0.77","2","ESPLUGUES DE LLOBREGAT","B","M","13042026","08950","X","","B00","08077","ESPLUGUES DE LLOB","4.00","A1","","00","00","91","293","L3e","ND","55","0400","BEV","013800","","","","",""
"13042026","0","","SILENCE","S02","0","0.77","2","ESPLUGUES DE LLOBREGAT","B","M","13042026","08950","X","","B00","08077","ESPLUGUES DE LLOB","4.00","A1","","00","00","91","293","L3e","ND","55","0400","BEV","013800","","","","",""
"13042026","0","","RODEA","NG-01","0","0.91","2","PORCUNA","J","M","13042026","23790","X","","B00","23069","PORCUNA","4.70","A1","","MD80A","MDPAA","86","259","L3e","","35","0400","BEV","009000","","","","",""
"13042026","0","","SILENCE","S01","0","1.35","2","SANT FRANCESC DE FORMENT","IB","IB","13042026","07860","D","","B00","07024","FORMENTERA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
"13042026","0","","SILENCE","S01","0","1.35","2","ZAMORA","ZA","ZA","13042026","49029","D","","B00","49275","ZAMORA","7.00","A1","","5","2","111","320","L3e","ND","70","0400","BEV","013300","","","","",""
