MARCA_ITV,COUNT
"AEON",5
"APRILIA",78
"BENELLI",12
"BETA",41
"BMW",686
"CF MOTO",1
"DAELIM",172
"DERBI",13
"DUCATI",88
"GASGAS",7
"GENERIC",17
"GOES",1
"GUZZI",26
"HANWAY",62
"HARLEY-DAVIDSON",128
"HDK",1
"HM",1
"HONDA",1897
"HUSQVARNA-CAGIVA",72
"HYOSUNG",38
"INDIAN",12
"KAWASAKI",362
"KEEWAY",301
"KENROD",3
"KTM",258
"KYMCO",1748
"LAMBRETTA",2
"LEONART",2
"LIFAN",2
"LML",33
"MASH",47
"MBK",7
"MONKEY BIKES",3
"MONSTERPRO",1
"MONTESA",11
"MOTRAC",2
"MV AGUSTA",12
"PEUGEOT",278
"PGO",1
"PIAGGIO",1054
"PIONEER",1
"RIDE",35
"RIEJU",66
"RIYA",50
"ROYAL ENFIELD",9
"SANYOU",14
"SCOMADI",18
"SHERCO",29
"SUMCO",7
"SUZUKI",936
"SYM",532
"TGB",17
"TRIUMPH",152
"VESPA",1
"WILDLANDER",1
"YAMAHA",1613
"YIYING",4
"ZHENHUA",1
"ZNEN",1
