MARCA_ITV,COUNT
"AJP",4
"APRILIA",292
"ARIIC",4
"BENDA",1
"BENELLI",211
"BETA",26
"BMW",989
"BRIXTON",60
"CFMOTO",48
"DAELIM",14
"DAYANG",1
"DUCATI",137
"EFUN",1
"FANTIC MOTOR",16
"FKMOTORS",2
"GAS GAS",40
"GOES",1
"HANWAY",16
"HARLEY-DAVIDSON",71
"HONDA",1874
"HUSQVARNA",86
"HYOSUNG",29
"INDIAN MOTORCYCLE",27
"ITALJET",2
"KAWASAKI",312
"KEEWAY",278
"KL",1
"KSR MOTO AUSTRIA",2
"KTM",315
"KYMCO",1047
"LAMBRETTA",24
"LEONART",4
"LINHAI",9
"MACBOR",157
"MALAGUTI",10
"MALCOR",3
"MALCOR IBERICA",2
"MASH",5
"MH MOTORCYCLES",94
"MITT",161
"MONDIAL",26
"MONKEY BIKES",13
"MONTESA",4
"MOTO GUZZI",36
"MOTO MORINI",10
"MOTORBIKE",1
"MOTRON MOTORRAD",85
"MUTT",15
"MV AGUSTA",8
"NO STOCK BIKES",1
"ORCAL",13
"PEUGEOT",235
"PIAGGIO",688
"REDMOTO",2
"RIEJU",76
"RIYA",11
"ROYAL ALLOY",11
"ROYAL ENFIELD",70
"SCORPA",3
"SHERCO",23
"SUMCO",17
"SUZUKI",144
"SWM",3
"SYM",770
"TM RACING",2
"TRIUMPH",175
"TRS",5
"UM",48
"VERTIGO MOTORS",1
"VESPA",1
"VOGE",90
"WOTTAN",160
"YAMAHA",1093
"ZONTES",445
