MARCA_ITV,COUNT
"ABENDAÑO",1
"AJP",1
"APRILIA",143
"BAYER, MOT WERKE-BMW",1
"BENELLI",294
"BETA",55
"BMW",1250
"BRIXTON",94
"CF MOTO",30
"DAELIM",25
"DAYANG",4
"DUCATI",263
"EFUN",1
"FANTIC MOTOR",13
"FKMOTORS",4
"GASGAS",83
"GOES",20
"HANWAY",44
"HARLEY-DAVIDSON",104
"HONDA",3928
"HUSQVARNA",140
"HYOSUNG",62
"INDIAN",46
"KANDI MX",6
"KAWASAKI",670
"KEEWAY",280
"KSR MOTO",16
"KTM",548
"KYMCO",1221
"LAMBRETTA",29
"LEIHU",3
"LONCIN",2
"MACBOR",199
"MALAGUTI",12
"MALCOR",15
"MALCOR IBERICA",2
"MASH",14
"MESSERSCHMITT",10
"MH MOTORCYCLES",46
"MITT",111
"MONDIAL",43
"MONKEY BIKES",1
"MONTESA",3
"MOTO GUZZI",59
"MOTRON MOTORRAD",41
"MUTT",22
"MV AGUSTA",12
"ORCAL",13
"PEUGEOT",282
"PIAGGIO",1390
"PIONEER",3
"REDMOTO",4
"RIEJU",89
"ROYAL ENFIELD",128
"SHERCO",46
"SUMCO",18
"SUZUKI",249
"SWM",4
"SYM",1123
"TIANDA",1
"TIANYING",6
"TIBSA",2
"TM RACING",9
"TRIUMPH",270
"TRS",16
"UM",154
"VERTIGO MOTORS",5
"VOGE",42
"WANGYE",1
"WOTTAN",162
"YAMAHA",2439
"ZONTES",449
