MARCA_ITV,COUNT
"ABENDAÑO",2
"AJP",7
"APRILIA",96
"BENELLI",222
"BETA",87
"BMW",529
"BRIXTON",88
"BULLIT",3
"CFMOTO",28
"DAELIM",6
"DAYANG",1
"DUCATI",145
"E-BROH",1
"EFUN",11
"FANTIC MOTOR",10
"FKMOTORS",9
"GASGAS",91
"GOES",12
"HANWAY",35
"HARLEY-DAVIDSON",121
"HONDA",3270
"HUSQVARNA",149
"HYOSUNG",32
"INDIAN",28
"KANDI MX",1
"KAWASAKI",570
"KEEWAY",178
"KSR MOTO",7
"KTM",527
"KYMCO",971
"LAMBRETTA",33
"LEIHU",1
"LEONART",22
"LINHAI",4
"MACBOR",247
"MALAGUTI",12
"MALCOR",5
"MASH",19
"MESSERSCHMITT",13
"MH MOTORCYCLES",18
"MITT",103
"MONDIAL",30
"MONKEY BIKES",10
"MONTESA",16
"MOTO GUZZI",75
"MOTRON MOTORRAD",71
"MUTT",3
"MV AGUSTA",14
"ORCAL",13
"PEUGEOT",167
"PIAGGIO",862
"PIONEER",1
"REDMOTO",3
"RIEJU",45
"RIYA",2
"ROYAL ENFIELD",105
"SCORPA",1
"SHERCO",61
"SUMCO",25
"SUZUKI",143
"SWM",16
"SYM",646
"TIANYING",4
"TM RACING",3
"TRIUMPH",145
"TRS",24
"UM",51
"VERTIGO MOTORS",5
"VOGE",34
"WOTTAN",174
"YAMAHA",2281
"ZONTES",316
