MARCA_ITV,COUNT
"AJP",6
"APRILIA",112
"ARIIC",9
"BENELLI",286
"BETA",78
"BMW",1050
"BRIXTON",77
"CFMOTO",22
"DAELIM",11
"DAYANG",1
"DUCATI",157
"E-BROH",4
"EFUN",12
"FANTIC MOTOR",12
"FKMOTORS",4
"GASGAS",110
"GOES",13
"HANWAY",23
"HARLEY-DAVIDSON",81
"HONDA",2617
"HUSQVARNA",120
"HYOSUNG",17
"INDIAN",20
"KAWASAKI",346
"KEEWAY",201
"KSR MOTO",35
"KTM",420
"KYMCO",771
"LAMBRETTA",24
"LEONART",16
"LINHAI",1
"LONCIN",2
"MACBOR",350
"MALAGUTI",17
"MALCOR",6
"MALCOR IBERICA",1
"MASH",5
"MH MOTORCYCLES",21
"MITT",100
"MONDIAL",21
"MONKEY BIKES",3
"MONTESA",13
"MOTO GUZZI",78
"MOTRON MOTORRAD",47
"MUTT",5
"MV AGUSTA",10
"MX",13
"ORCAL",122
"PEUGEOT",165
"PIAGGIO",798
"RIEJU",64
"RIYA",2
"ROYAL ALLOY",10
"ROYAL ENFIELD",61
"SCOMADI",1
"SCORPA",1
"SHERCO",51
"SUMCO",22
"SUZUKI",186
"SWM",9
"SYM",570
"TIANDA",2
"TIANYING",5
"TM RACING",12
"TRIUMPH",121
"TRS",17
"UM",97
"VERTIGO MOTORS",7
"VOGE",56
"WOTTAN",109
"YAMAHA",1414
"ZONTES",242
