MARCA_ITV,COUNT
"AJP",1
"APRILIA",190
"ARIIC",5
"BENELLI",216
"BETA",82
"BMW",1025
"BRIXTON",61
"CFMOTO",69
"DAELIM",3
"DAYANG",4
"DUCATI",158
"EFUN",18
"FANTIC MOTOR",31
"FKMOTORS",5
"GASGAS",67
"GOES",10
"GUZZI",1
"HANWAY",29
"HARLEY-DAVIDSON",92
"HARTFORD",1
"HONDA",3537
"HUSQVARNA",189
"HYOSUNG",25
"INDIAN",25
"KAWASAKI",469
"KEEWAY",129
"KSR MOTO",2
"KTM",557
"KYMCO",868
"LAMBRETTA",11
"LEONART",7
"LINHAI",3
"MACBOR",168
"MALAGUTI",21
"MALCOR",9
"MALCOR IBERICA",3
"MASH",4
"MH MOTORCYCLES",39
"MITT",158
"MONDIAL",31
"MONKEY BIKES",1
"MONTESA",15
"MOTO GUZZI",47
"MOTRON MOTORRAD",58
"MUTT",18
"MV AGUSTA",6
"ORCAL",15
"PEUGEOT",145
"PIAGGIO",945
"REDMOTO",11
"RIEJU",90
"RIYA",6
"ROYAL ALLOY",5
"ROYAL ENFIELD",80
"SHERCO",61
"SUMCO",16
"SUZUKI",200
"SWM",9
"SYM",670
"TIANYING",8
"TM RACING",6
"TRIUMPH",242
"TRS",17
"UM",14
"VERTIGO MOTORS",10
"VOGE",89
"WOTTAN",178
"YAMAHA",2058
"ZNEN",2
"ZONTES",316
