FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"24022026","0","","SYM","SYMPHONY 125","T","125"
"24022026","0","","HONDA","FORZA125","A","125"
"24022026","0","","PIAGGIO","LIBERTY 125 ABS","O","124"
"24022026","0","","YAMAHA","NMAX125","O","125"
"24022026","0","","VOGE","SR1","M","125"
"24022026","0","","HONDA","SH125i","B","125"
"24022026","0","","MOTO MORINI","SEIEMMEZZO","B","649"
"24022026","0","","KAWASAKI","ELIMINATOR","MA","451"
"24022026","0","","MITT","125GTS","CA","125"
"24022026","0","","MACBOR","MONTANA XR5 510 E5+","T","498"
"24022026","0","","YAMAHA","XTZ 700 Tenere","H","689"
"24022026","0","","HONDA","PCX125","SE","125"
"24022026","0","","YAMAHA","YZF125-A","CA","125"
"24022026","0","","QJMOTOR","FORT 125 N E5+","GI","125"
"24022026","0","","HONDA","ADV350A","CR","330"
"24022026","0","","HUSQVARNA","HUSQVARNA TE 300","TF","293"
"24022026","0","","MACBOR","EIGHT MILE 125 LC","V","124"
"24022026","0","","YAMAHA","MTT690-SU","SE","689"
"24022026","0","","MITT","125 NK","C","124"
"24022026","0","","KYMCO","PEOPLE S 125 E5+","M","125"
"24022026","0","","HONDA","FORZA125","CA","125"
"24022026","0","","YAMAHA","MTN890D","B","890"
"24022026","0","","ZONTES","ZT125-Z2","GC","125"
"24022026","0","","KYMCO","DTX","MA","321"
"24022026","0","","YAMAHA","MTN890-SU","Z","890"
"24022026","0","","YAMAHA","MTN890","M","890"
"24022026","0","","YAMAHA","MTN1000","B","998"
"24022026","0","","BETA","N/A","TF","293"
"24022026","0","","APRILIA","RX 125","Z","124"
"24022026","0","","ZONTES","368G","B","368"
"24022026","0","","HONDA","CRF1100","V","1084"
"24022026","0","","HONDA","XL750 Transalp","L","755"
"24022026","0","","MOTO GUZZI","V7 SPORT","S","853"
"24022026","0","","HONDA","ADV350A","V","330"
"24022026","0","","ZONTES","368G","SE","368"
"24022026","0","","YAMAHA","XP560","M","562"
"24022026","0","","YAMAHA","MTN125-A","SE","125"
"24022026","0","","YAMAHA","MT-07","GC","689"
"24022026","0","","KOVE","KOVE 800 X PRO","BU","799"
"24022026","0","","PIAGGIO","VESPA PRIMAVERA 125","M","124"
"24022026","0","","BMW","F 900 GS ADVENTURE","M","895"
"24022026","0","","HONDA","SH125i","V","125"
"24022026","0","","KTM","KTM 125 SMC R","BI","125"
"24022026","0","","BENDA","LFC700","CC","677"
"24022026","0","","RIEJU","RALLY 307","CU","292"
"24022026","0","","MOTO MORINI","CALIBRO","M","693"
"24022026","0","","ZONTES","368G","O","368"
"24022026","0","","BENELLI","BN125","AB","125"
"24022026","0","","HONDA","SH125i","GI","125"
"24022026","0","","RIEJU","RALLY 307","LU","292"
"24022026","0","","HARLEY-DAVIDSON","STREET GLIDE","B","1923"
"24022026","0","","QJMOTOR","SRT 700 X E5+","V","698"
"24022026","0","","KYMCO","SUPER DINK GT 125 E5+","TF","124"
"24022026","0","","SUZUKI","DL800","TF","776"
"24022026","0","","HONDA","SH125i","B","125"
"24022026","0","","TRIUMPH","TIGER SPORT 660","B","660"
"24022026","0","","HONDA","SH125i","V","125"
"24022026","0","","ZONTES","125C","B","125"
"24022026","0","","HONDA","VISION 110","GI","109"
"24022026","0","","KYMCO","DTX","MU","124"
"24022026","0","","KAWASAKI","Z650","B","649"
"24022026","0","","KEEWAY","XDV 125 EVO PRO","CR","125"
"24022026","0","","HONDA","FORZA125","TF","125"
"24022026","0","","BMW","S 1000 RR","M","999"
"24022026","0","","VOGE","DS800X RALLY","B","798"
"24022026","0","","ZONTES","703RR","B","699"
"24022026","0","","HONDA","NC750XA","B","745"
"24022026","0","","SYM","SYMPHONY 125","A","125"
"24022026","0","","ZONTES","125C","V","125"
"24022026","0","","PEUGEOT","TWEET FL 125 CC","T","125"
"24022026","0","","YAMAHA","XTZ 700 Tenere","GR","689"
"24022026","0","","YAMAHA","XMAX125","GR","125"
"24022026","0","","HONDA","SH350A","IB","330"
"24022026","0","","HONDA","PCX125","C","125"
"24022026","0","","HONDA","ADV750","B","745"
"24022026","0","","BMW","F 900 XR","T","895"
"24022026","0","","VOGE","DS900X","B","895"
"24022026","0","","RIEJU","RALLY 307","NA","292"
"24022026","0","","QJMOTOR","TRX 125 E5+","CS","125"
"24022026","0","","KYMCO","AGILITY S","CA","125"
"24022026","0","","HONDA","ADV350A","GC","330"
"24022026","0","","ZONTES","368K","A","368"
"24022026","0","","YAMAHA","MT-07","B","689"
"24022026","0","","SYM","JET 14","B","125"
"24022026","0","","HONDA","SH125i","GI","125"
"24022026","0","","YAMAHA","NMAX125","A","125"
"24022026","0","","BMW","R 1300 GS","B","1300"
"24022026","0","","VOGE","DS800X RALLY","MA","798"
"24022026","0","","QJMOTOR","SRT 600 SX E5+","MA","554"
"24022026","0","","VOGE","DS800X RALLY","V","798"
"24022026","0","","ROYAL ENFIELD","GOAN CLASSIC 350","TF","349"
"24022026","0","","KEEWAY","RKS 125","C","124"
"24022026","0","","HONDA","CBF125NA","TF","125"
"24022026","0","","VOGE","DS800X RALLY","MU","798"
"24022026","0","","HONDA","NC750XD","A","745"
"24022026","0","","BMW","C 400 GT","B","350"
"24022026","0","","YAMAHA","WR125","SE","125"
"24022026","0","","HONDA","FORZA125","A","125"
"24022026","0","","ZONTES","368G","LO","368"
"24022026","0","","RIEJU","RALLY 307","B","292"
"24022026","0","","KYMCO","DTX","NA","124"
"24022026","0","","QJMOTOR","TRX 125 E5+","TF","125"
"24022026","0","","HONDA","ADV750","IB","745"
"24022026","0","","ZONTES","703F","B","699"
"24022026","0","","KTM","KTM 300 EXC","Z","293"
"24022026","0","","YAMAHA","MT-07","M","689"
"24022026","0","","PIAGGIO","VESPA GTS 125","H","125"
"24022026","0","","HONDA","PCX125","V","125"
"24022026","0","","ZONTES","703F","T","699"
"24022026","0","","VOGE","DS800X RALLY","PO","798"
"24022026","0","","KTM","KTM 790 ADVENTURE","VI","799"
"24022026","0","","HONDA","SH125i","V","125"
"24022026","0","","DUCATI","STREETFIGHTER","PO","890"
"24022026","0","","DUCATI","STREETFIGHTER","TF","890"
"24022026","0","","BMW","S 1000 XR","VA","999"
"24022026","0","","VOGE","DS900X","V","895"
"24022026","0","","VOGE","R125","B","125"
"24022026","0","","VOGE","DS900X","MA","895"
"24022026","0","","HONDA","PCX125","M","125"
"24022026","0","","YAMAHA","XTZ 700 Tenere","BU","689"
"24022026","0","","VOGE","DS800X RALLY","MU","798"
"24022026","0","","HONDA","SH350A","GI","330"
