FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"13022026","0","","SYM","JET 14","SE","125"
"13022026","0","","RIEJU","RALLY 307","SS","292"
"13022026","0","","HONDA","CB125F","B","124"
"13022026","0","","HONDA","NSS750","B","745"
"13022026","0","","HONDA","NC750XD","GI","745"
"13022026","0","","ZONTES","125D","B","125"
"13022026","0","","YAMAHA","NMAX125","IB","125"
"13022026","0","","HONDA","ADV750","M","745"
"13022026","0","","QJMOTOR","SQ 16 E5+","GR","125"
"13022026","0","","QJMOTOR","SRT 900 S","CA","904"
"13022026","0","","HUSQVARNA","HUSQVARNA 701 SUPERMOT","GC","693"
"13022026","0","","BENDA","NAPOLEON 250","TF","249"
"13022026","0","","VOGE","625DSX","MU","581"
"13022026","0","","SUZUKI","SV650","TF","645"
"13022026","0","","APRILIA","SR GT 125","SE","125"
"13022026","0","","ZONTES","368G","AB","368"
"13022026","0","","EFUN","LION","J","125"
"13022026","0","","YAMAHA","MTN890D-U","V","890"
"13022026","0","","HONDA","PCX125","CA","125"
"13022026","0","","ZONTES","368G","MU","368"
"13022026","0","","YAMAHA","XP560","B","562"
"13022026","0","","BENDA","NAPOLEON 125","B","125"
"13022026","0","","ZONTES","703RR","B","699"
"13022026","0","","RIEJU","RALLY 307","GI","292"
"13022026","0","","YAMAHA","MTM890D","M","890"
"13022026","0","","KAWASAKI","NINJA 125","B","125"
"13022026","0","","KEEWAY","VIESTE 125","GI","125"
"13022026","0","","HONDA","ADV350A","CO","330"
"13022026","0","","SYM","SYMPHONY 125","M","125"
"13022026","0","","KAWASAKI","Z900","M","948"
"13022026","0","","MACBOR","ROCKSTER 125 EVO E5+","M","125"
"13022026","0","","VOGE","R125","T","125"
"13022026","0","","ROYAL ENFIELD","INTERCEPTOR BEAR 650","BI","648"
"13022026","0","","HONDA","ADV350A","M","330"
"13022026","0","","KEEWAY","X-LIGHT 125","BA","125"
"13022026","0","","YAMAHA","MTN125-A","TF","125"
"13022026","0","","YAMAHA","CZD300D-A","O","292"
"13022026","0","","ZONTES","125C","M","125"
"13022026","0","","RIEJU","RALLY 307","M","292"
"13022026","0","","HONDA","PCX125","VA","125"
"13022026","0","","RIEJU","N/A","GR","125"
"13022026","0","","YAMAHA","NMAX125","M","125"
"13022026","0","","KEEWAY","ICON 125 S","LO","124"
"13022026","0","","RIEJU","N/A","TE","125"
"13022026","0","","KOVE","KOVE 800 X RALLY","A","799"
"13022026","0","","ZONTES","368G","IB","368"
"13022026","0","","CFMOTO","450MT","SE","449"
"13022026","0","","KYMCO","AGILITY S","MA","125"
"13022026","0","","YAMAHA","XP560","IB","562"
"13022026","0","","YAMAHA","CZD300D-A","IB","292"
"13022026","0","","ZONTES","125E","SS","125"
"13022026","0","","HONDA","MSX125A","TF","124"
"13022026","0","","VOGE","DS800X RALLY","BA","798"
"13022026","0","","MITT","125GTS","AL","125"
"13022026","0","","YAMAHA","XTZ 700 Tenere","BA","689"
"13022026","0","","KAWASAKI","Z650","VA","649"
"13022026","0","","HONDA","FORZA125","GC","125"
"13022026","0","","VOGE","SR3","M","244"
"13022026","0","","VOGE","DS900X","ZA","895"
"13022026","0","","YAMAHA","RayZR 125","MU","125"
"13022026","0","","VOGE","DS800X RALLY","B","798"
"13022026","0","","MH MOTORCYCLES","VR10","J","124"
"13022026","0","","HONDA","SH125i","SE","125"
"13022026","0","","ZONTES","368K","C","368"
"13022026","0","","HONDA","NSS750","B","745"
"13022026","0","","YAMAHA","NMAX125","B","125"
"13022026","0","","QJMOTOR","SQ 16 E5+","IB","125"
"13022026","0","","HONDA","SH125i","B","125"
"13022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"13022026","0","","VOGE","625DSX","SE","581"
"13022026","0","","APRILIA","SR GT 125","M","125"
"13022026","0","","RIEJU","RALLY 307","GR","292"
"13022026","0","","YAMAHA","XMAX125","B","125"
"13022026","0","","YAMAHA","NMAX125","GU","125"
"13022026","0","","ROYAL ENFIELD","SUPER METEOR 650","V","648"
"13022026","0","","PEUGEOT","TWEET FL 125 CC","T","125"
"13022026","0","","SYM","JOYMAX Z 300 E5+","NA","278"
"13022026","0","","SYM","SYMPHONY 125","CO","125"
"13022026","0","","HONDA","CBR500","J","471"
"13022026","0","","ZONTES","ZT125-Z2","M","125"
"13022026","0","","MH MOTORCYCLES","VR10","TF","124"
"13022026","0","","DUCATI","DESERTX DISCOVERY","AL","937"
"13022026","0","","SUZUKI","DL800","GI","776"
"13022026","0","","SYM","SYMPHONY 125","A","125"
"13022026","0","","ZONTES","368G","A","368"
"13022026","0","","KYMCO","SKYTOWN 125","IB","125"
"13022026","0","","SUZUKI","DL800","A","776"
"13022026","0","","KYMCO","AGILITY S","B","125"
"13022026","0","","YAMAHA","MTM125-C","IB","125"
"13022026","0","","KTM","KTM 390 ADVENTURE R","SE","399"
"13022026","0","","RIEJU","NOT APPLICABLE","M","124"
"13022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"13022026","0","","YAMAHA","YZF125-A","L","125"
"13022026","0","","YAMAHA","NMAX125","M","125"
"13022026","0","","CYCLONE","CARRERA 125","M","125"
"13022026","0","","SYM","JET 14","SE","125"
"13022026","0","","ZONTES","ZT125-G1","MA","125"
"13022026","0","","YAMAHA","NMAX125","H","125"
"13022026","0","","HONDA","CBR650RAC","A","649"
"13022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"13022026","0","","MACBOR","MONTANA XR5 510 E5+","GI","498"
"13022026","0","","HONDA","CB500FA","B","471"
"13022026","0","","BMW","F 900 GS","IB","895"
"13022026","0","","SILENCE","S01","AL","0"
"13022026","0","","YAMAHA","MTN125-A","B","125"
"13022026","0","","VOGE","DS900X","V","895"
"13022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"13022026","0","","ZONTES","125C","BI","125"
"13022026","0","","ZONTES","368E","GR","368"
"13022026","0","","KEEWAY","XDV 125 EVO PRO","B","125"
"13022026","0","","BETA","N/A","GI","293"
"13022026","0","","RIEJU","N/A","AL","297"
"13022026","0","","HONDA","SH Mode 125","MA","125"
"13022026","0","","KTM","KTM 1290 SUPER ADVENTU","AL","1301"
"13022026","0","","SHERCO","300 SE-R","CA","293"
"13022026","0","","HONDA","NSS750","O","745"
"13022026","0","","HONDA","PCX125","B","125"
"13022026","0","","VOGE","DS800X RALLY","O","798"
"13022026","0","","ZONTES","ZT125-U1","SE","125"
"13022026","0","","RIEJU","RALLY 307","B","292"
"13022026","0","","YAMAHA","NMAX125","HU","125"
