FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"02022026","0","","YAMAHA","XMAX125","M","125"
"02022026","0","","QJMOTOR","ATR 125 E5+","B","125"
"02022026","0","","YAMAHA","WR125","GI","125"
"02022026","0","","YAMAHA","NMAX125","SE","125"
"02022026","0","","VOGE","R125","S","125"
"02022026","0","","TRIUMPH","SPEED 400","B","398"
"02022026","0","","MACBOR","ROCKSTER FLAT 125 EVO","Z","125"
"02022026","0","","ZONTES","368E","B","368"
"02022026","0","","SYM","FUGUE 125 ABS TOP CASE","MU","124"
"02022026","0","","HONDA","ADV 750","B","745"
"02022026","0","","PIAGGIO","BEVERLY 400 HPE","CA","399"
"02022026","0","","ZONTES","368G","B","368"
"02022026","0","","HONDA","SH Mode 125","GI","125"
"02022026","0","","QJMOTOR","LTR 125 E5+","B","125"
"02022026","0","","KAWASAKI","Z900","AL","948"
"02022026","0","","KAWASAKI","NINJA ZX-4R","M","399"
"02022026","0","","QJMOTOR","SQ 16 E5+","B","125"
"02022026","0","","YAMAHA","MT-07","PO","689"
"02022026","0","","WOTTAN","CIVIS-C","GR","125"
"02022026","0","","RIEJU","AVENTURA 500","ZA","471"
"02022026","0","","RIEJU","N/A","M","125"
"02022026","0","","HONDA","VISION 110","B","109"
"02022026","0","","VOGE","DS900X","M","895"
"02022026","0","","HUSQVARNA","HUSQVARNA TE 300","M","293"
"02022026","0","","SUZUKI","ADDRESS 125","MU","124"
"02022026","0","","HONDA","CRF 300 L","VA","286"
"02022026","0","","MONTESA","COTA 4RT 260","B","259"
"02022026","0","","ZONTES","368G","MA","368"
"02022026","0","","HONDA","CB 125 F","MU","124"
"02022026","0","","ZONTES","368G","OU","368"
"02022026","0","","SUZUKI","GSX1300R","IB","1340"
"02022026","0","","KTM","KTM 390 ADVENTURE X","B","399"
"02022026","0","","HONDA","NC 750 X","O","745"
"02022026","0","","YAMAHA","NMAX125","SE","125"
"02022026","0","","ZONTES","368G","CS","368"
"02022026","0","","VOGE","625DSX","Z","581"
"02022026","0","","HONDA","FORZA125","GR","125"
"02022026","0","","YAMAHA","YZF-R125","B","125"
"02022026","0","","ZONTES","368G","BI","368"
"02022026","0","","QJMOTOR","SRV 125 E5+","GC","125"
"02022026","0","","CFMOTO","125 NK","A","124"
"02022026","0","","QJMOTOR","SRT 900 SX","CO","904"
"02022026","0","","HONDA","PCX125","CA","125"
"02022026","0","","VOGE","R125","MA","125"
"02022026","8","","VESPA","125","MA","123"
"02022026","0","","RIEJU","RALLY 307","M","292"
"02022026","0","","CYCLONE","LS-Z","V","124"
"02022026","0","","ROYAL ENFIELD","HIMALAYAN 452","B","452"
"02022026","0","","SYM","JET X","CA","125"
"02022026","0","","HONDA","ADV 350","AV","330"
"02022026","0","","TRIUMPH","BONNEVILLE T100","Z","900"
"02022026","0","","CFMOTO","450MT","GI","449"
"02022026","0","","YAMAHA","MT-09","B","890"
"02022026","0","","HONDA","FORZA125","B","125"
"02022026","0","","QJMOTOR","SRK 125 S E5+","V","125"
"02022026","0","","HONDA","ADV 350","GR","330"
"02022026","0","","SUZUKI","V-Strom 800","SA","776"
"02022026","0","","VOGE","DS800X RALLY","B","798"
"02022026","0","","ZONTES","125D","B","125"
"02022026","0","","YAMAHA","XMAX125","Z","125"
"02022026","0","","YAMAHA","XTZ 700 Tenere","B","689"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","SYM","SYMPHONY 125","IB","125"
"02022026","0","","HONDA","SH125i","GI","125"
"02022026","0","","VOGE","R125","M","125"
"02022026","0","","YAMAHA","NMAX125","GU","125"
"02022026","0","","INDIAN MOTORCYCLE","SCOUT BOBBER LIMITED+T","GU","1250"
"02022026","0","","YAMAHA","NMAX125","M","125"
"02022026","0","","HONDA","PCX125","IB","125"
"02022026","0","","VOGE","DS800X RALLY","V","798"
"02022026","0","","HONDA","ADV 750","B","745"
"02022026","0","","YAMAHA","MT-125","B","125"
"02022026","0","","ZONTES","125D","GR","125"
"02022026","0","","RIEJU","NOT APPLICABLE","M","124"
"02022026","0","","HONDA","ADV 350","B","330"
"02022026","0","","HONDA","GL1800DA","B","1833"
"02022026","0","","PIAGGIO","LIBERTY 125 ABS","PO","124"
"02022026","0","","HONDA","SH350i","MA","330"
"02022026","0","","YAMAHA","XMAX 300","GC","292"
"02022026","0","","HONDA","PCX125","T","125"
"02022026","0","","VOGE","300RALLY","B","292"
"02022026","0","","HONDA","PCX125","O","125"
"02022026","0","","QJMOTOR","MTX 125 E5+","B","125"
"02022026","0","","MV AGUSTA","BRUTALE 1000 RR","V","998"
"02022026","0","","WOTTAN MOTOR","STORM","SE","125"
"02022026","0","","VOGE","R125","CU","125"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","BMW","F 800 GS","S","895"
"02022026","0","","VOGE","DS800X RALLY","B","798"
"02022026","0","","VOGE","DS800X RALLY","S","798"
"02022026","0","","VOGE","625DSX","MA","581"
"02022026","0","","TRIUMPH","SPEED 400","CS","398"
"02022026","0","","SYM","SYMPHONY 125","IB","125"
"02022026","0","","HONDA","FORZA 350","B","330"
"02022026","0","","YAMAHA","MT-09","S","890"
"02022026","0","","ZONTES","125E","MA","125"
"02022026","0","","SYM","JET 14","B","125"
"02022026","0","","HUSQVARNA","HUSQVARNA TE 300","B","293"
"02022026","0","","VOGE","DS800X RALLY","M","798"
"02022026","0","","KTM","KTM 300 EXC","H","293"
"02022026","0","","YAMAHA","MT-09","CS","890"
"02022026","0","","HONDA","VISION 110","B","109"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","HONDA","PCX125","MU","125"
"02022026","0","","HONDA","PCX125","VA","125"
"02022026","0","","VOGE","DS800X RALLY","V","798"
"02022026","0","","ZONTES","368G","LO","368"
"02022026","0","","HONDA","FORZA 350","MU","330"
"02022026","0","","NEXT","NX2 125I","A","125"
"02022026","0","","QJMOTOR","ATR 125 E5+","V","125"
"02022026","0","","KYMCO","SKYTOWN 125","B","125"
"02022026","0","","MOTO GUZZI","V7 SPORT","B","853"
"02022026","0","","HONDA","ADV 350","M","330"
"02022026","0","","VOGE","SR3","M","244"
"02022026","0","","KYMCO","AGILITY S","A","125"
"02022026","0","","HONDA","ADV 350","GR","330"
"02022026","0","","MORBIDELLI","F125","A","125"
"02022026","0","","HONDA","NC 750 X","B","745"
"02022026","0","","MITT","GT-S","SE","125"
"02022026","0","","YAMAHA","NMAX125","MU","125"
"02022026","0","","PIAGGIO","MEDLEY 125","SE","125"
"02022026","0","","YAMAHA","TRICITY 125","T","125"
"02022026","0","","HONDA","CBR 650 R","M","649"
"02022026","0","","KOVE","KOVE 800 X PRO","M","799"
"02022026","0","","BMW","R 1300 GS ADVENTURE","M","1300"
"02022026","0","","CYCLONE","RX401","M","401"
"02022026","0","","HONDA","VISION 110","O","109"
"02022026","0","","VOGE","DS800X RALLY","O","798"
"02022026","0","","KTM","KTM 390 DUKE","BA","399"
"02022026","0","","WOTTAN MOTOR","STORM-T","V","125"
"02022026","0","","KYMCO","SKYTOWN 125","M","125"
"02022026","0","","YAMAHA","TRICITY 125","M","125"
"02022026","0","","SYM","SYMPHONY 125","GI","125"
"02022026","0","","HONDA","CRF1100","V","1084"
"02022026","0","","YAMAHA","TRICITY 125","B","125"
"02022026","0","","MITT","URBAN","SE","125"
"02022026","0","","DUCATI","MULTISTRADA V2","M","890"
"02022026","0","","BMW","R 1300 GS","M","1300"
"02022026","0","","KOVE","KOVE 800 X PRO","SG","799"
"02022026","0","","YAMAHA","XMAX 300","B","292"
"02022026","0","","KYMCO","XCITING VS 400","B","400"
"02022026","0","","HONDA","PCX125","B","125"
"02022026","0","","VOGE","625DSX","VI","581"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","BENELLI","TRK 702","A","698"
"02022026","0","","HONDA","NT1100","NA","1084"
"02022026","0","","ZONTES","368G","B","368"
"02022026","0","","YAMAHA","YZF-R9","M","890"
"02022026","0","","HONDA","PCX125","B","125"
"02022026","0","","HONDA","CB 500 F","O","471"
"02022026","0","","HONDA","ADV 350","V","330"
"02022026","0","","CYCLONE","RA125 PLUS","T","124"
"02022026","0","","PIAGGIO","MEDLEY 125","IB","125"
"02022026","0","","HONDA","GB350S","B","348"
"02022026","0","","SUZUKI","AVENIS 125","CO","124"
"02022026","0","","KYMCO","SKYTOWN 125","M","125"
"02022026","0","","YAMAHA","XMAX125","B","125"
"02022026","0","","BMW","R 1300 GS","SE","1300"
"02022026","0","","YAMAHA","MT-125","IB","125"
"02022026","0","","HONDA","CB650RA","B","649"
"02022026","0","","FANTIC MOTOR","---","GU","449"
"02022026","0","","CFMOTO","800MT","B","799"
"02022026","0","","SYM","SYMPHONY 125","MU","125"
"02022026","0","","YAMAHA","NMAX125","B","125"
"02022026","0","","WOTTAN MOTOR","STORM-T","GR","125"
"02022026","0","","KAWASAKI","Z650","M","649"
"02022026","0","","QJMOTOR","SQ 16 E5+","MU","125"
"02022026","0","","YAMAHA","XMAX 300","LE","292"
"02022026","0","","HONDA","XL750 Transalp","SA","755"
"02022026","0","","VOGE","DS800X RALLY","SE","798"
"02022026","0","","HONDA","NC 750 X","B","745"
"02022026","0","","BMW","R 12 NINET","PO","1170"
"02022026","0","","YAMAHA","WR125","M","125"
"02022026","0","","HONDA","PCX125","GR","125"
"02022026","0","","MITT","300GT MAX","SE","276"
"02022026","0","","KYMCO","SUPER DINK GT","GR","321"
"02022026","0","","RIEJU","N/A","GI","297"
"02022026","0","","RIEJU","N/A","GI","297"
"02022026","0","","KAWASAKI","Z650","GI","649"
"02022026","0","","KOVE","KOVE 800 X PRO","MA","799"
"02022026","0","","MONTESA","COTA 4RT 301RR","B","298"
"02022026","0","","ZONTES","125E","H","125"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","YAMAHA","NMAX125","IB","125"
"02022026","0","","YAMAHA","NMAX125","M","125"
"02022026","0","","VOGE","DS900X","CS","895"
"02022026","0","","ROYAL ENFIELD","HIMALAYAN 452","GC","452"
"02022026","0","","EFUN","LION","VA","125"
"02022026","0","","HARLEY-DAVIDSON","ROAD KING SPECIAL","M","1868"
"02022026","0","","HONDA","GB350S","GI","348"
"02022026","0","","VOGE","DS525X","CO","494"
"02022026","0","","BMW","R 1300 RT","T","1300"
"02022026","0","","HONDA","CB 500 X","B","471"
"02022026","0","","CYCLONE","RT1","HU","125"
"02022026","0","","HONDA","SH125i","M","125"
"02022026","0","","RIEJU","N/A","O","125"
"02022026","0","","YAMAHA","XTZ 700 Tenere","BI","689"
"02022026","0","","ZONTES","125C","IB","125"
"02022026","0","","HONDA","CB 500 X","B","471"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","APRILIA","SR GT 125","M","125"
"02022026","0","","YAMAHA","RayZR 125","MU","125"
"02022026","0","","YAMAHA","NMAX125","GC","125"
"02022026","0","","TRIUMPH","SCRAMBLER 900","C","900"
"02022026","0","","YAMAHA","TMAX 560","IB","562"
"02022026","0","","KTM","KTM 350 EXC-F","OU","350"
"02022026","0","","HONDA","ADV 350","T","330"
"02022026","0","","VOGE","DS800X RALLY","SS","798"
"02022026","0","","YAMAHA","NMAX125","B","125"
"02022026","0","","YAMAHA","NMAX125","M","125"
"02022026","0","","HONDA","ADV 750","C","745"
"02022026","0","","HONDA","NC 750 X","O","745"
"02022026","0","","HONDA","CRF1100","B","1084"
"02022026","0","","SYM","SYMPHONY 125","V","125"
"02022026","0","","DUCATI","SCRAMBLER ICON DARK","B","803"
"02022026","0","","KTM","KTM 890 ADVENTURE R","IB","889"
"02022026","0","","HONDA","CB650RA","B","649"
"02022026","0","","VOGE","DS525X","IB","494"
"02022026","0","","PIAGGIO","LIBERTY 125 ABS","IB","124"
"02022026","0","","HONDA","CB750 Hornet","J","755"
"02022026","0","","HONDA","CB750 Hornet","B","755"
"02022026","0","","HONDA","PCX125","B","125"
"02022026","0","","KYMCO","DTX","MU","321"
"02022026","0","","HONDA","CB 500 X","B","471"
"02022026","0","","VOGE","SR16","B","125"
"02022026","0","","ZONTES","125E","MA","125"
"02022026","0","","ZONTES","125D","B","125"
"02022026","0","","VOGE","DS525X","SA","494"
"02022026","0","","KAWASAKI","VULCAN S","GU","649"
"02022026","0","","KYMCO","SUPER DINK GT 125 E5+","V","124"
"02022026","0","","KYMCO","SKYTOWN 125","MA","125"
"02022026","0","","YAMAHA","NMAX125","B","125"
"02022026","0","","VOGE","DS800X RALLY","V","798"
"02022026","0","","BMW","R 1300 RT","A","1300"
"02022026","0","","VOGE","SR3","L","244"
"02022026","0","","YAMAHA","MT-09","B","890"
"02022026","0","","VOGE","DS900X","A","895"
"02022026","0","","KOVE","KOVE 800 X PRO","H","799"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","VOGE","625DSX","B","581"
"02022026","0","","ZONTES","125D","B","125"
"02022026","0","","HUSQVARNA","HUSQVARNA SVARTPILEN12","M","125"
"02022026","0","","MITT","EMPEROR","A","125"
"02022026","0","","ZONTES","368G","M","368"
"02022026","0","","HONDA","VISION 110","GI","109"
"02022026","0","","BMW","F 900 XR","T","895"
"02022026","0","","KAWASAKI","Z900","GR","948"
"02022026","0","","VOGE","R125","Z","125"
"02022026","0","","ZNEN","P45","CS","125"
"02022026","0","","NEXT","NX2 125I","IB","125"
"02022026","0","","HONDA","SH Mode 125","B","125"
"02022026","0","","HONDA","SH Mode 125","B","125"
"02022026","0","","KTM","KTM 390 ADVENTURE R","V","399"
"02022026","0","","HONDA","VISION 110","IB","109"
"02022026","0","","HONDA","CB 500 X","T","471"
"02022026","0","","SYM","JOYMAX Z 300 E5+","B","278"
"02022026","0","","YAMAHA","YZF-R9","B","890"
"02022026","0","","KAWASAKI","Z500","M","451"
"02022026","0","","BMW","R 1300 GS","CR","1300"
"02022026","0","","YAMAHA","RayZR 125","CC","125"
"02022026","0","","SYM","JET 14","AB","125"
"02022026","0","","MACBOR","ROCKSTER 410","M","401"
"02022026","0","","VOGE","R125","T","125"
"02022026","0","","ZONTES","703F","CS","699"
"02022026","0","","WOTTAN","CIVIS-C","M","125"
"02022026","0","","YAMAHA","NMAX125","M","125"
"02022026","0","","HONDA","ADV 350","MU","330"
"02022026","0","","ZONTES","703RR","M","699"
"02022026","0","","YAMAHA","NMAX125","B","125"
"02022026","0","","ZONTES","125E","M","125"
"02022026","0","","HONDA","FORZA125","IB","125"
"02022026","0","","QJMOTOR","MTX 125 E5+","V","125"
"02022026","0","","YAMAHA","NMAX125","Z","125"
"02022026","0","","ZONTES","368G","MA","368"
"02022026","0","","SYM","SYMPHONY 125","B","125"
"02022026","0","","APRILIA","RSV4","AB","1099"
"02022026","0","","RIEJU","N/A","HU","125"
"02022026","0","","KYMCO","SUPER DINK GT 125 E5+","B","124"
"02022026","0","","RIEJU","N/A","CC","125"
"02022026","0","","KYMCO","DTX","B","321"
"02022026","0","","YAMAHA","XMAX125","B","125"
"02022026","0","","VOGE","DS800X RALLY","M","798"
"02022026","0","","SYM","JET 14","A","125"
"02022026","0","","YAMAHA","NMAX125","SS","125"
"02022026","0","","HONDA","NC 750 X","B","745"
"02022026","0","","SYM","SYMPHONY 125","IB","125"
"02022026","0","","YAMAHA","NMAX125","M","125"
"02022026","0","","DUCATI","SCRAMBLER FULL THROTTL","M","803"
"02022026","0","","YAMAHA","XTZ 700 Tenere","O","689"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","VOGE","DS900X","PO","895"
"02022026","0","","ZONTES","125C","LO","125"
"02022026","0","","SUZUKI","DR-Z400","O","398"
"02022026","0","","YAMAHA","TMAX 560","MA","562"
"02022026","0","","YAMAHA","MT-09","A","890"
"02022026","0","","YAMAHA","WR125","B","125"
"02022026","0","","ZONTES","368E","AL","368"
"02022026","0","","VOGE","DS800X RALLY","SE","798"
"02022026","0","","YAMAHA","RayZR 125","B","125"
"02022026","0","","HONDA","SH125i","B","125"
"02022026","0","","YAMAHA","NMAX125","B","125"
"02022026","0","","HONDA","PCX125","GR","125"
"02022026","0","","HONDA","CB 125 F","MU","124"
"02022026","0","","ZONTES","368G","SE","368"
"02022026","0","","ZONTES","368G","OU","368"
"02022026","0","","HONDA","SH Mode 125","IB","125"
"02022026","0","","HONDA","CRF 300 L","L","286"
"02022026","0","","PIAGGIO","LIBERTY 125 ABS","B","124"
"02022026","0","","KYMCO","PEOPLE S 125 E5+","SS","125"
"02022026","0","","YAMAHA","XMAX125","M","125"
"02022026","0","","HONDA","NC 750 X","OU","745"
"02022026","0","","SYM","ADX 300 TCS","GC","278"
"02022026","0","","VOGE","625DSX","MA","581"
"02022026","0","","KYMCO","AGILITY S","A","125"
"02022026","0","","KAWASAKI","Z900","MA","948"
