FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"19022026","0","","HONDA","CRF1100","GR","1084"
"19022026","0","","ZONTES","368G","GR","368"
"19022026","0","","HONDA","FORZA125","TF","125"
"19022026","0","","PIAGGIO","LIBERTY 125 ABS","PO","124"
"19022026","0","","YAMAHA","MT-09","GC","890"
"19022026","0","","VOGE","DS800X RALLY","B","798"
"19022026","0","","QJMOTOR","SRK 125 S E5+","B","125"
"19022026","0","","YAMAHA","XTZ 700 Tenere","B","689"
"19022026","0","","ROYAL ENFIELD","SUPER METEOR 650","SE","648"
"19022026","0","","ZONTES","ZT125-Z2","TO","125"
"19022026","0","","HONDA","CBR650RA","TF","649"
"19022026","0","","HONDA","PCX125","MA","125"
"19022026","0","","HONDA","CB650RA","BI","649"
"19022026","0","","PIAGGIO","MEDLEY 125","SE","125"
"19022026","0","","TRIUMPH","TIGER 900 GT PRO","M","888"
"19022026","0","","ZONTES","ZT125-G1","O","125"
"19022026","0","","VOGE","DS900X","CC","895"
"19022026","0","","VOGE","DS800X RALLY","P","798"
"19022026","0","","VOGE","DS900X","MA","895"
"19022026","0","","HONDA","NSS750","GI","745"
"19022026","0","","HONDA","SH Mode 125","Z","125"
"19022026","0","","VOGE","DS800X RALLY","B","798"
"19022026","0","","SYM","SYMPHONY 125","B","125"
"19022026","0","","HONDA","ADV750","MA","745"
"19022026","0","","YAMAHA","YZF125-A","CA","125"
"19022026","0","","HONDA","PCX125","MA","125"
"19022026","0","","YAMAHA","XP560","S","562"
"19022026","0","","HONDA","CMX500A2","T","471"
"19022026","0","","HONDA","PCX125","AB","125"
"19022026","0","","HONDA","FORZA125","B","125"
"19022026","0","","SYM","JET X","SE","125"
"19022026","0","","KTM","KTM 390 ENDURO","GI","399"
"19022026","0","","HONDA","FORZA125","TF","125"
"19022026","0","","ZONTES","368G","V","368"
"19022026","0","","HONDA","SH125i","MA","125"
"19022026","0","","ZONTES","125C","M","125"
"19022026","0","","KTM","KTM 300 EXC","VI","293"
"19022026","0","","HONDA","CB125F","NA","124"
"19022026","0","","RIEJU","RALLY 307","MU","292"
"19022026","0","","HONDA","ADV350A","IB","330"
"19022026","0","","VOGE","DS900X","MA","895"
"19022026","0","","VOGE","DS900X","B","895"
"19022026","0","","MITT","TY125T-58E","TF","125"
"19022026","0","","HONDA","FORZA125","CS","125"
"19022026","0","","ZONTES","ZT125-Z2","O","125"
"19022026","0","","HONDA","CB650RA","AL","649"
"19022026","0","","ZONTES","368G","B","368"
"19022026","0","","RIEJU","RALLY 307","C","292"
"19022026","0","","KYMCO","AGILITY S","PO","125"
"19022026","0","","HONDA","PCX125","GR","125"
"19022026","0","","HONDA","SH Mode 125","B","125"
"19022026","0","","KAWASAKI","NINJA 500","M","451"
"19022026","0","","ZONTES","ZT125-Z2","B","125"
"19022026","0","","MORBIDELLI","T502X","CO","486"
"19022026","0","","KYMCO","SUPER DINK GT 125 E5+","MU","124"
"19022026","0","","HONDA","CRF1100","M","1084"
"19022026","0","","YAMAHA","XMAX125","M","125"
"19022026","0","","ZONTES","125C","J","125"
"19022026","0","","HONDA","Z125MA","T","124"
"19022026","0","","KAWASAKI","NINJA ZX-6R","VA","636"
"19022026","0","","DUCATI","MULTISTRADA V2","M","890"
"19022026","0","","MACBOR","MONTANA XR5 510 E5+","B","498"
"19022026","0","","HONDA","CB650RA","L","649"
"19022026","0","","KTM","KTM 300 EXC","A","293"
"19022026","0","","VOGE","300RALLY","NA","292"
"19022026","0","","HONDA","VISION 110","M","109"
"19022026","0","","KYMCO","DTX","BI","321"
"19022026","0","","MITT","IBIZA","SE","125"
"19022026","0","","YAMAHA","NMAX125","MU","125"
"19022026","0","","BMW","R 1300 RT","SE","1300"
"19022026","0","","RIEJU","RALLY 307","LO","292"
"19022026","0","","HONDA","CB500XA","MA","471"
"19022026","0","","YAMAHA","NMAX125","M","125"
"19022026","0","","CFMOTO","450MT","MA","449"
"19022026","0","","ZONTES","368G","C","368"
"19022026","0","","HONDA","VISION 110","L","109"
"19022026","0","","ZONTES","368G","BU","368"
"19022026","0","","KTM","KTM 390 SMC R","MA","399"
"19022026","0","","KYMCO","AGILITY S","B","125"
"19022026","0","","QJMOTOR","SRT 700 X E5+","CS","698"
"19022026","0","","KYMCO","PEOPLE S 125 E5+","SS","125"
"19022026","0","","HONDA","NSS750","M","745"
"19022026","0","","KAWASAKI","VERSYS 650","MA","649"
"19022026","0","","KYMCO","AGILITY S","B","125"
"19022026","0","","MACBOR","ROCKSTER 125 EVO E5+","A","125"
"19022026","0","","BMW","F 900 GS","B","895"
"19022026","0","","QJMOTOR","SQ 16 E5+","B","125"
"19022026","0","","RIEJU","RALLY 307","T","292"
"19022026","0","","KAWASAKI","NINJA ZX-6R","IB","636"
"19022026","0","","VOGE","DS800X RALLY","MA","798"
"19022026","0","","ZONTES","368G","O","368"
"19022026","0","","HONDA","CRF300LA","NA","286"
"19022026","0","","KOVE","KOVE 800 X PRO","OU","799"
"19022026","0","","HONDA","ADV350A","GC","330"
"19022026","0","","QJMOTOR","SRT 700 X E5+","V","698"
"19022026","0","","YAMAHA","NMAX125","MU","125"
"19022026","0","","HONDA","ADV750","GR","745"
"19022026","0","","ZONTES","368G","M","368"
"19022026","0","","KAWASAKI","ELIMINATOR","C","451"
"19022026","0","","BETA","N/A","B","293"
"19022026","0","","CFMOTO","450MT","SS","449"
"19022026","0","","TRIUMPH","TRIDENT 660","M","660"
"19022026","0","","YAMAHA","MT-07","B","689"
"19022026","0","","VOGE","SR4 MAX","A","350"
"19022026","0","","TRS","TR1 250","MA","248"
"19022026","0","","YAMAHA","XMAX125","M","125"
"19022026","0","","HONDA","NSS350A","V","330"
"19022026","0","","HONDA","FORZA125","B","125"
"19022026","0","","HONDA","SH350A","B","330"
"19022026","0","","KTM","KTM 390 ADVENTURE R","M","399"
"19022026","0","","VOGE","300RALLY","MA","292"
"19022026","0","","RIEJU","RALLY 307","MA","292"
"19022026","0","","HONDA","PCX125","GR","125"
"19022026","0","","QJMOTOR","SRK 125 S E5+","VA","125"
"19022026","0","","KAWASAKI","NINJA 650","CR","649"
"19022026","0","","SYM","SYMPHONY 125","B","125"
"19022026","0","","YAMAHA","MTN125-A","SE","125"
"19022026","0","","VOGE","SR16","B","125"
"19022026","0","","VOGE","DS800X RALLY","TF","798"
"19022026","0","","ZONTES","368G","B","368"
"19022026","0","","YAMAHA","MT-07","SE","689"
"19022026","0","","BMW","R 1300 GS ADVENTURE","BU","1300"
"19022026","0","","YAMAHA","NMAX125","M","125"
"19022026","0","","BMW","R 1300 RT","A","1300"
"19022026","0","","YAMAHA","CZD300-A","GR","292"
"19022026","0","","KYMCO","AGILITY S","B","125"
"19022026","0","","LAMBRETTA","V125 SPECIAL FLEX","LO","125"
"19022026","0","","SYM","SYMPHONY 125","T","125"
"19022026","0","","SUZUKI","GSX-S1000","B","999"
"19022026","0","","YAMAHA","NMAX125","S","125"
"19022026","0","","KTM","KTM RC 125","M","125"
"19022026","0","","HONDA","GB350S","GU","348"
"19022026","0","","HONDA","NT1100","B","1084"
"19022026","0","","TRIUMPH","TIGER 900 RALLY PRO","M","888"
"19022026","0","","ZONTES","125D","B","125"
"19022026","0","","VOGE","DS800X RALLY","GI","798"
"19022026","0","","HONDA","SH125i","B","125"
"19022026","0","","MACBOR","MONTANA XR1 125 EVO","GI","124"
"19022026","0","","ZONTES","368G","SE","368"
"19022026","0","","SYM","SYMPHONY 125","B","125"
"19022026","0","","ZONTES","125E","M","125"
"19022026","0","","HONDA","SH125i","B","125"
"19022026","0","","YAMAHA","XP560D","CS","562"
"19022026","0","","HONDA","FORZA125","V","125"
"19022026","0","","VOGE","DS900X","BI","895"
"19022026","0","","RIEJU","RALLY 307","O","292"
"19022026","0","","KAWASAKI","Z900","LO","948"
"19022026","0","","BMW","C 400 GT","SE","350"
"19022026","0","","ZONTES","125E","B","125"
"19022026","0","","HONDA","PCX125","MA","125"
"19022026","0","","SYM","SYMPHONY 125","GR","125"
"19022026","0","","CFMOTO","675NK","M","674"
"19022026","0","","KYMCO","SUPER DINK GT 125 E5+","A","124"
"19022026","0","","VOGE","R125","A","125"
"19022026","0","","HONDA","PCX125","M","125"
"19022026","0","","YAMAHA","MTN890-U","TF","890"
"19022026","0","","ZONTES","703F","CC","699"
"19022026","0","","BETA","N/A","B","293"
"19022026","0","","YAMAHA","NMAX125","M","125"
"19022026","0","","HONDA","FORZA125","GI","125"
"19022026","0","","VOGE","DS900X","C","895"
"19022026","0","","VOGE","DS900X","J","895"
"19022026","0","","HONDA","PCX125","GC","125"
"19022026","0","","YAMAHA","NMAX125","B","125"
"19022026","0","","VOGE","625DSX","CA","581"
"19022026","0","","VOGE","R125","NA","125"
"19022026","0","","HONDA","PCX125","CS","125"
"19022026","0","","HONDA","GB350S","B","348"
"19022026","0","","HONDA","XL750 Transalp","B","755"
"19022026","0","","KOVE","KOVE 800 X PRO","B","799"
"19022026","0","","KYMCO","SKYTOWN 125","CA","125"
"19022026","0","","VOGE","DS800X RALLY","GI","798"
"19022026","0","","TRIUMPH","TRIDENT 660 - TRIPLE T","CA","660"
"19022026","0","","TRIUMPH","SPEED TWIN 900","B","900"
"19022026","0","","YAMAHA","XMAX125","V","125"
"19022026","0","","RIEJU","RALLY 307","B","292"
"19022026","0","","HONDA","FORZA125","SE","125"
"19022026","0","","APRILIA","RX 125","CR","124"
"19022026","0","","CFMOTO","450MT","A","449"
"19022026","0","","VOGE","SR1ADV","CS","125"
"19022026","0","","KAWASAKI","Z650RS","GI","649"
"19022026","0","","KTM","KTM 390 ADVENTURE R","V","399"
"19022026","0","","QJMOTOR","ATR 125 E5+","SE","125"
"19022026","0","","TRIUMPH","TIGER SPORT 800 TOURIN","M","798"
"19022026","0","","HONDA","PCX125","CO","125"
"19022026","0","","HONDA","SH125i","MA","125"
"19022026","0","","YAMAHA","NMAX125","GC","125"
"19022026","0","","SHERCO","125 SE-R","CA","125"
"19022026","0","","BMW","F 800 GS","T","895"
"19022026","0","","HONDA","CBR650RAC","V","649"
"19022026","0","","BSA","BANTAM","C","334"
"19022026","0","","ZONTES","125C","VI","125"
"19022026","0","","KYMCO","SUPER DINK GT 125 E5+","GR","124"
"19022026","0","","VOGE","DS800X RALLY","TF","798"
"19022026","0","","BMW","R 1300 GS ADVENTURE","M","1300"
"19022026","0","","HONDA","NC750XD","GI","745"
"19022026","0","","YAMAHA","WR125","V","125"
"19022026","0","","HONDA","SH125i","IB","125"
"19022026","0","","YAMAHA","NMAX125","BI","125"
"19022026","0","","YAMAHA","RayZR 125","IB","125"
"19022026","0","","TRIUMPH","SCRAMBLER 400 X","TO","398"
"19022026","0","","ROYAL ENFIELD","HIMALAYAN 452","VA","452"
"19022026","0","","ZONTES","125E","B","125"
"19022026","0","","CFMOTO","450MT","LO","449"
"19022026","0","","KAWASAKI","Z900","B","948"
"19022026","0","","SYM","JET 14","V","125"
"19022026","0","","APRILIA","SR GT 125","MA","125"
"19022026","0","","KAWASAKI","Z900","TO","948"
"19022026","0","","CFMOTO","675NK","B","674"
"19022026","0","","HONDA","NSS350A","B","330"
"19022026","0","","YAMAHA","RayZR 125","MA","125"
"19022026","0","","KAWASAKI","Z500","C","451"
"19022026","0","","CYCLONE","RX600","OU","550"
"19022026","0","","YAMAHA","RayZR 125","CO","125"
"19022026","0","","YAMAHA","NMAX125","CA","125"
"19022026","0","","HONDA","CBR650RAC","Z","649"
"19022026","0","","HONDA","PCX125","MA","125"
"19022026","0","","KAWASAKI","VULCAN S","MA","649"
"19022026","0","","RIEJU","RALLY 307","CS","292"
"19022026","0","","RIEJU","XPLORA 707 S","B","698"
"19022026","0","","HONDA","PCX125","A","125"
"19022026","0","","KAWASAKI","VERSYS 1100","MU","1099"
"19022026","0","","MITT","TY125T-26F","M","125"
"19022026","0","","KAWASAKI","ELIMINATOR","LO","451"
"19022026","0","","ZONTES","125C","SE","125"
"19022026","0","","CFMOTO","450MT","B","449"
"19022026","0","","SYM","ADX 300 TCS","B","278"
"19022026","0","","CFMOTO","450MT","AV","449"
"19022026","0","","TRIUMPH","BONNEVILLE T100","IB","900"
"19022026","0","","KTM","KTM 1390 SUPER ADVENTU","GC","1350"
"19022026","0","","HONDA","ADV350A","M","330"
"19022026","0","","SYM","SYMPHONY 125","HU","125"
"19022026","0","","ZONTES","368G","MU","368"
"19022026","0","","RIEJU","RALLY 307","B","292"
"19022026","0","","TRIUMPH","BONNEVILLE T100","TF","900"
"19022026","0","","VOGE","DS800X RALLY","BI","798"
"19022026","0","","YAMAHA","NMAX125","IB","125"
"19022026","0","","HONDA","ADV350A","GR","330"
"19022026","0","","VOGE","DS800X RALLY","MA","798"
"19022026","0","","APRILIA","SR GT 125","MA","125"
"19022026","0","","ZONTES","703RR","B","699"
"19022026","0","","HONDA","CBR650RAC","C","649"
"19022026","0","","HONDA","FORZA125","MA","125"
"19022026","0","","HONDA","SH125i","MA","125"
"19022026","0","","HONDA","FORZA125","GI","125"
"19022026","0","","KYMCO","SUPER DINK GT 125 E5+","S","124"
"19022026","0","","YAMAHA","MT-09","B","890"
"19022026","0","","TRIUMPH","ROCKET 3 STORM R","M","2458"
"19022026","0","","ZONTES","368G","NA","368"
"19022026","0","","YAMAHA","RayZR 125","GC","125"
"19022026","0","","HONDA","SH125i","B","125"
"19022026","0","","ZONTES","368D","V","368"
"19022026","0","","NEXT","NX CROSS 125I","A","125"
"19022026","0","","YAMAHA","NMAX125","M","125"
"19022026","0","","YAMAHA","MTT690-S","IB","689"
"19022026","0","","ZONTES","368G","B","368"
"19022026","0","","HONDA","SH125i","IB","125"
"19022026","0","","CFMOTO","450MT","C","449"
"19022026","0","","KYMCO","DTX","B","124"
"19022026","0","","KEEWAY","X-LIGHT 125","LO","125"
"19022026","0","","RIEJU","RALLY 307","B","292"
"19022026","0","","ZONTES","703RR","CA","699"
"19022026","0","","ZONTES","703F","Z","699"
"19022026","0","","CFMOTO","450MT","CO","449"
"19022026","0","","HONDA","FORZA125","V","125"
"19022026","0","","KYMCO","AGILITY S","IB","125"
"19022026","0","","MITT","125GP","B","124"
"19022026","0","","HONDA","VISION 110","BI","109"
"19022026","0","","ZONTES","368G","L","368"
"19022026","0","","ZONTES","125E","TF","125"
"19022026","0","","KTM","KTM 300 EXC","MA","293"
"19022026","0","","HUSQVARNA","HUSQVARNA FE 350","SS","350"
"19022026","0","","KAWASAKI","NINJA ZX-6R","V","636"
"19022026","0","","VOGE","DS800X RALLY","ML","798"
"19022026","0","","TRIUMPH","SCRAMBLER 400 XC","M","398"
"19022026","0","","TRIUMPH","BONNEVILLE T120","IB","1200"
"19022026","0","","SYM","SYMPHONY 125","CS","125"
"19022026","0","","MV AGUSTA","SUPERVELOCE S","BU","798"
"19022026","0","","VOGE","DS800X RALLY","GI","798"
"19022026","0","","BMW","R 1300 GS ADVENTURE","SS","1300"
"19022026","0","","VOGE","DS800X RALLY","J","798"
"19022026","0","","ROYAL ENFIELD","HIMALAYAN 452","A","452"
"19022026","0","","BMW","C 400 X","GI","350"
"19022026","0","","SYM","SYMPHONY 125","B","125"
"19022026","0","","BMW","F 900 GS","MA","895"
"19022026","0","","HONDA","FORZA125","GC","125"
"19022026","0","","MOTO MORINI","CALIBRO 700","GI","693"
