FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"20022026","0","","STARK","VARG","B","0"
"20022026","0","","RIEJU","RALLY 307","GI","292"
"20022026","0","","BMW","F 800 GS","GI","895"
"20022026","0","","YAMAHA","MTT690","TF","689"
"20022026","0","","BMW","F 900 R A2","M","895"
"20022026","0","","PEUGEOT","KISBEE M","M","125"
"20022026","0","","YAMAHA","NMAX125","GR","125"
"20022026","0","","KYMCO","AGILITY S","VI","125"
"20022026","0","","HONDA","ADV750","B","745"
"20022026","0","","BAJAJ","PULSAR NS 125","MA","124"
"20022026","0","","HARLEY-DAVIDSON","STREET GLIDE","GC","1923"
"20022026","0","","KTM","KTM 300 EXC","VI","293"
"20022026","0","","KTM","KTM 390 ADVENTURE X","V","399"
"20022026","0","","DUCATI","SCRAMBLER ICON DARK","M","803"
"20022026","0","","SYM","SYMPHONY 125","IB","125"
"20022026","0","","KTM","KTM 1390 SUPER ADVENTU","A","1350"
"20022026","0","","HONDA","PCX125","SE","125"
"20022026","0","","VOGE","DS525X","SE","494"
"20022026","0","","BENDA","NAPOLEON 125","M","125"
"20022026","0","","BMW","F 800 GS","M","895"
"20022026","0","","RIEJU","RALLY 307","MA","292"
"20022026","0","","SYM","ADX 300 TCS","B","278"
"20022026","0","","APRILIA","SR GT 125","CA","125"
"20022026","0","","CFMOTO","675NK","MA","674"
"20022026","0","","PIAGGIO","VESPA PRIMAVERA 125","MU","124"
"20022026","0","","VOGE","DS900X","TF","895"
"20022026","0","","CFMOTO","450MT","P","449"
"20022026","0","","KYMCO","AGILITY S","M","125"
"20022026","0","","YAMAHA","YZF890","IB","890"
"20022026","0","","ZONTES","368G","B","368"
"20022026","0","","VOGE","DS900X","Z","895"
"20022026","0","","YAMAHA","NMAX125","MU","125"
"20022026","0","","SYM","ADX 300 TCS","TF","278"
"20022026","0","","MORBIDELLI","T502X","V","486"
"20022026","0","","QJMOTOR","ATR 125 E5+","AL","125"
"20022026","0","","SILENCE","S01","M","0"
"20022026","0","","CFMOTO","125 NK","AL","124"
"20022026","0","","QJMOTOR","SRT 900 SX","GR","904"
"20022026","0","","KAWASAKI","Z900","M","948"
"20022026","0","","BMW","R 1300 RT","T","1300"
"20022026","0","","SILENCE","S01+","B","0"
"20022026","0","","LAMBRETTA","V125 SPECIAL FLEX","IB","125"
"20022026","0","","YAMAHA","XP560D","GR","562"
"20022026","0","","HONDA","SH125i","B","125"
"20022026","0","","KYMCO","SUPER DINK GT","B","321"
"20022026","0","","SYM","SYMPHONY 125","GI","125"
"20022026","0","","ZONTES","125C","IB","125"
"20022026","0","","ZONTES","703RR","V","699"
"20022026","0","","YAMAHA","RayZR 125","CA","125"
"20022026","0","","SILENCE","S01","B","0"
"20022026","0","","HONDA","PCX125","SS","125"
"20022026","0","","HONDA","SH125i","GC","125"
"20022026","0","","MORBIDELLI","F125","BA","125"
"20022026","0","","BMW","R 1300 GS ADVENTURE","A","1300"
"20022026","0","","YAMAHA","YZF125-A","V","125"
"20022026","0","","VOGE","625DSX","B","581"
"20022026","0","","HONDA","CL500A","LE","471"
"20022026","0","","VOGE","DS800X RALLY","H","798"
"20022026","0","","VOGE","DS800X RALLY","CO","798"
"20022026","0","","HONDA","CB650RA","B","649"
"20022026","0","","VOGE","R125","MU","125"
"20022026","0","","HONDA","NSS350A","M","330"
"20022026","0","","VOGE","R125","GR","125"
"20022026","0","","HONDA","NSS350A","B","330"
"20022026","0","","KTM","KTM 790 DUKE","B","799"
"20022026","0","","SYM","JET X","CA","125"
"20022026","0","","APRILIA","SR GT 125","PO","125"
"20022026","0","","SYM","JET X","CA","125"
"20022026","0","","BMW","R 1300 GS","M","1300"
"20022026","0","","BAJAJ","PULSAR NS 400 Z","IB","373"
"20022026","0","","HONDA","PCX125","MA","125"
"20022026","0","","VOGE","DS900X","M","895"
"20022026","0","","HONDA","SH125i","MA","125"
"20022026","0","","YAMAHA","WR125","B","125"
"20022026","0","","HONDA","ADV350A","MA","330"
"20022026","0","","HONDA","VISION 110","MA","109"
"20022026","0","","BMW","R 1300 RT","CS","1300"
"20022026","0","","BMW","F 900 XR A2","SE","895"
"20022026","0","","BENDA","NAPOLEON 125","T","125"
"20022026","0","","HONDA","XL750 Transalp","V","755"
"20022026","0","","BMW","S 1000 RR","A","999"
"20022026","0","","ZONTES","368E","B","368"
"20022026","0","","YAMAHA","NMAX125","M","125"
"20022026","0","","HONDA","ADV350A","B","330"
"20022026","0","","YAMAHA","MT-09","C","890"
"20022026","0","","BAJAJ","PULSAR NS 400 Z","B","373"
"20022026","0","","ZONTES","703RR","MU","699"
"20022026","0","","MACBOR","MONTANA XR5 510 E5+","B","498"
"20022026","0","","PEUGEOT","KISBEE M","M","125"
"20022026","0","","ZONTES","125E","B","125"
"20022026","0","","MACBOR","ROCKSTER 410","A","401"
"20022026","0","","KAWASAKI","ELIMINATOR","CS","451"
"20022026","0","","HONDA","CB650RA","BU","649"
"20022026","0","","BETA","N/A","B","293"
"20022026","0","","VOGE","625R","TF","581"
"20022026","0","","ROYAL ENFIELD","HIMALAYAN 452","B","452"
"20022026","0","","BMW","CE 04","PO","0"
"20022026","0","","BMW","F 800 GS","B","895"
"20022026","0","","HONDA","CBF125NA","GC","125"
"20022026","0","","YAMAHA","NMAX125","V","125"
"20022026","0","","HONDA","FORZA125","V","125"
"20022026","0","","RIEJU","NKD 125","CS","124"
"20022026","0","","JIAJUE","TANK 125","M","125"
"20022026","0","","HONDA","SH350A","B","330"
"20022026","0","","VOGE","SR1","CO","125"
"20022026","0","","SYM","SYMPHONY 125","T","125"
"20022026","0","","YAMAHA","XMAX125","M","125"
"20022026","0","","VOGE","DS800X RALLY","MU","798"
"20022026","0","","KAWASAKI","Z650","IB","649"
"20022026","0","","TRIUMPH","SPEED TWIN 900","MA","900"
"20022026","0","","HONDA","CB1000","CA","1000"
"20022026","0","","YAMAHA","YZF125-A","H","125"
"20022026","0","","YAMAHA","MTN125-A","LO","125"
"20022026","0","","YAMAHA","NMAX125","MA","125"
"20022026","0","","MITT","TY125T-58E","CA","125"
"20022026","0","","SILENCE","S01+","B","0"
"20022026","0","","HONDA","ADV350A","MA","330"
"20022026","0","","KAWASAKI","NINJA ZX-4R","MU","399"
"20022026","0","","VOGE","DS900X","B","895"
"20022026","0","","ZONTES","703F","S","699"
"20022026","0","","ZONTES","368G","SE","368"
"20022026","0","","ZONTES","368G","GI","368"
"20022026","0","","VOGE","SR1","MU","125"
"20022026","0","","YAMAHA","XP560","GR","562"
"20022026","0","","HONDA","ADV350A","AB","330"
"20022026","0","","YAMAHA","MT-07","CS","689"
"20022026","0","","ZONTES","368G","M","368"
"20022026","0","","KEEWAY","VIESTE 300XDV","LO","278"
"20022026","0","","MOTO MORINI","SEIEMMEZZO","MA","649"
"20022026","0","","RIEJU","RALLY 307","SA","292"
"20022026","0","","BMW","R 1300 RS","M","1300"
"20022026","0","","YAMAHA","RayZR 125","CA","125"
"20022026","0","","VOGE","625DSX","AL","581"
"20022026","0","","ZONTES","125E","MU","125"
"20022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"20022026","0","","VOGE","625DSX","B","581"
"20022026","0","","PEUGEOT","KISBEE M","M","125"
"20022026","0","","BENDA","NAPOLEON 125","V","125"
"20022026","0","","HARLEY-DAVIDSON","NIGHTSTER SPECIAL","GC","975"
"20022026","0","","BMW","R 12 NINET","M","1170"
"20022026","0","","KAWASAKI","Z900","OU","948"
"20022026","0","","KTM","KTM 125 SMC R","A","125"
"20022026","0","","APRILIA","RX 125","BA","124"
"20022026","0","","QJMOTOR","SRT 700 X E5+","CA","698"
"20022026","0","","RIEJU","XPLORA 557","B","554"
"20022026","0","","KTM","KTM 390 DUKE","M","399"
"20022026","0","","YAMAHA","NMAX125","M","125"
"20022026","0","","YAMAHA","XP560","M","562"
"20022026","0","","HONDA","CB1000SP","GC","1000"
"20022026","0","","SILENCE","S01","M","0"
"20022026","0","","ZONTES","368G","SE","368"
"20022026","0","","BMW","R 1300 GS ADVENTURE","AL","1300"
"20022026","0","","HONDA","CRF1100","TF","1084"
"20022026","0","","KTM","KTM 990 RC R","AB","947"
"20022026","0","","YAMAHA","NMAX125","TF","125"
"20022026","0","","HONDA","PCX125","ML","125"
"20022026","0","","YAMAHA","NMAX125","V","125"
"20022026","0","","KYMCO","AGILITY S","MA","125"
"20022026","0","","VOGE","DS800X RALLY","MA","798"
"20022026","0","","VOGE","SR3","CO","244"
"20022026","0","","HONDA","SH125i","B","125"
"20022026","0","","TRS","TR1 300","M","294"
"20022026","0","","YAMAHA","XP560","O","562"
"20022026","0","","BMW","C 400 X","M","350"
"20022026","0","","BMW","R 1300 GS","B","1300"
"20022026","0","","HONDA","XL750 Transalp","S","755"
"20022026","0","","ZONTES","368E","V","368"
"20022026","0","","HONDA","NSS350A","B","330"
"20022026","0","","TRIUMPH","TRIDENT 660 - TRIPLE T","M","660"
"20022026","0","","ROYAL ENFIELD","CLASSIC 350","B","349"
"20022026","0","","MITT","MITT SUPPER","ML","125"
"20022026","0","","HONDA","CRF1100","B","1084"
