FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"05022026","0","","CFMOTO","450MT","GR","449"
"05022026","0","","YAMAHA","MTT690-S","A","689"
"05022026","0","","SHERCO","N.A","M","125"
"05022026","0","","HONDA","FORZA125","A","125"
"05022026","0","","SUZUKI","DL800","GI","776"
"05022026","0","","YAMAHA","YZF125-A","SA","125"
"05022026","0","","QJMOTOR","SRV 125 E5+","CA","125"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","HONDA","ADV750","C","745"
"05022026","0","","HONDA","ADV750","V","745"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","WOTTAN MOTOR","STORM","V","125"
"05022026","0","","QJMOTOR","SQ 16 E5+","B","125"
"05022026","0","","HONDA","CB650RA","GI","649"
"05022026","0","","NEXT","NX CROSS 125I","A","125"
"05022026","0","","YAMAHA","NMAX125","B","125"
"05022026","0","","MITT","GT-S","Z","125"
"05022026","0","","HONDA","MSX125A","TF","124"
"05022026","0","","YAMAHA","MT-09","O","890"
"05022026","0","","HUSQVARNA","HUSQVARNA TE 300","TF","293"
"05022026","0","","HONDA","PCX125","IB","125"
"05022026","0","","YAMAHA","XTZ 700 Tenere","IB","689"
"05022026","0","","HONDA","CB750A","B","755"
"05022026","0","","VOGE","DS800X RALLY","MA","798"
"05022026","0","","VOGE","300RALLY","HU","292"
"05022026","0","","HONDA","SH125i","A","125"
"05022026","0","","VOGE","SR1ADV","CE","125"
"05022026","0","","YAMAHA","NMAX125","AL","125"
"05022026","0","","HONDA","SH125i","MA","125"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","BENELLI","TRK 702","TF","698"
"05022026","0","","KAWASAKI","NINJA ZX-6R","M","636"
"05022026","0","","HONDA","SH125i","B","125"
"05022026","0","","HUSQVARNA","HUSQVARNA TE 300","HU","293"
"05022026","0","","KAWASAKI","Z900","Z","948"
"05022026","0","","YAMAHA","NMAX125","MA","125"
"05022026","0","","ZONTES","125E","MU","125"
"05022026","0","","VOGE","625DSX","TE","581"
"05022026","0","","HONDA","PCX125","B","125"
"05022026","0","","HUSQVARNA","HUSQVARNA TE 300","SS","293"
"05022026","0","","VOGE","DS800X RALLY","BA","798"
"05022026","0","","ZONTES","ZT125-G1","BI","125"
"05022026","0","","HONDA","PCX125","J","125"
"05022026","0","","QJMOTOR","SRT 700 X E5+","B","698"
"05022026","0","","HONDA","ADV750","CE","745"
"05022026","0","","PEUGEOT","PULSION EVO","MU","125"
"05022026","0","","BMW","F 900 XR","Z","895"
"05022026","0","","HONDA","VISION 110","CA","109"
"05022026","0","","HONDA","CB500FA","B","471"
"05022026","0","","LETBE","ISLAND","AL","125"
"05022026","0","","HONDA","CMX1100","LU","1084"
"05022026","0","","MORBIDELLI","C1002V","V","997"
"05022026","0","","KEEWAY","V-CRUISE","GC","125"
"05022026","0","","YAMAHA","XTZ 700 Tenere","M","689"
"05022026","0","","APRILIA","SR GT 125","GC","125"
"05022026","0","","HONDA","PCX125","MA","125"
"05022026","0","","HONDA","CMX500A","MU","471"
"05022026","0","","KYMCO","SUPER DINK GT","M","321"
"05022026","0","","ZONTES","368G","AB","368"
"05022026","0","","TRIUMPH","STREET TRIPLE 765 RX","MU","765"
"05022026","0","","CYCLONE","RA125 PLUS","TO","124"
"05022026","0","","BMW","R 1300 GS","B","1300"
"05022026","0","","HONDA","CRF300LA","T","286"
"05022026","0","","VOGE","DS800X RALLY","MA","798"
"05022026","0","","SYM","JET 14","T","125"
"05022026","0","","ZONTES","125C","B","125"
"05022026","0","","HONDA","SH125i","IB","125"
"05022026","0","","CFMOTO","700MT","GC","693"
"05022026","0","","APRILIA","SR GT 125","MU","125"
"05022026","0","","ZONTES","368K","A","368"
"05022026","0","","HONDA","ADV350A","SS","330"
"05022026","0","","YAMAHA","MTN890D","BA","890"
"05022026","0","","RIEJU","RALLY 307","S","292"
"05022026","0","","HONDA","CBF125NA","MU","125"
"05022026","0","","YAMAHA","NMAX125","IB","125"
"05022026","0","","HONDA","ADV750","B","745"
"05022026","0","","VOGE","300RALLY","CA","292"
"05022026","0","","KAWASAKI","Z900","TF","948"
"05022026","0","","ROYAL ENFIELD","INTERCEPTOR BEAR 650","TF","648"
"05022026","0","","MORBIDELLI","SC125LX","CE","125"
"05022026","0","","MACBOR","ROCKSTER FLAT 125 EVO","MU","125"
"05022026","0","","VOGE","SR16","MU","125"
"05022026","0","","VOGE","DS900X","MA","895"
"05022026","0","","KAWASAKI","NINJA ZX-10R","SE","998"
"05022026","0","","HONDA","CBR650RAC","B","649"
"05022026","0","","ZONTES","368G","GR","368"
"05022026","0","","CFMOTO","700MT","MA","693"
"05022026","0","","QJMOTOR","SQ 16 E5+","CS","125"
"05022026","0","","LETBE","ISLAND","TE","125"
"05022026","0","","KTM","KTM 300 EXC","O","293"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","B","124"
"05022026","0","","YAMAHA","MT-07","B","689"
"05022026","0","","KAWASAKI","Z650","L","649"
"05022026","0","","YAMAHA","MTN890D","V","890"
"05022026","0","","YAMAHA","MTM890D-U","V","890"
"05022026","0","","HONDA","SH125i","V","125"
"05022026","0","","KYMCO","AGILITY S","CO","125"
"05022026","0","","YAMAHA","CZD300D-A","V","292"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","HERO MOTOCORP","X PULSE 200 4V","B","200"
"05022026","0","","HONDA","SH125i","B","125"
"05022026","0","","PEUGEOT","TWEET FL 125 CC","AL","125"
"05022026","0","","VOGE","DS800X RALLY","MA","798"
"05022026","0","","SYM","JET 14","GC","125"
"05022026","0","","NEXT","NX CROSS 125I","IB","125"
"05022026","0","","ZONTES","368D","A","368"
"05022026","0","","ZONTES","368G","B","368"
"05022026","0","","HONDA","NSS750","TF","745"
"05022026","0","","TRIUMPH","TIGER SPORT 800","M","798"
"05022026","0","","YAMAHA","CZD300-A","GI","292"
"05022026","0","","HONDA","SH350A","B","330"
"05022026","0","","HONDA","FORZA125","B","125"
"05022026","8","","MONTESA","COTA 335","M","328"
"05022026","0","","KAWASAKI","NINJA ZX-4R","GC","399"
"05022026","0","","YAMAHA","NMAX125","M","125"
"05022026","0","","HONDA","ADV750","T","745"
"05022026","0","","HONDA","SH125i","O","125"
"05022026","0","","INDIAN MOTORCYCLE","SCOUT BOBBER TWENTY","B","1133"
"05022026","0","","RIEJU","RALLY 307","BU","292"
"05022026","0","","RIEJU","RALLY 307","Z","292"
"05022026","0","","YAMAHA","MTN125-A","CS","125"
"05022026","0","","ZONTES","368G","B","368"
"05022026","0","","BMW","F 900 GS ADVENTURE","A","895"
"05022026","0","","SYM","ADX 125 LC TCS E5+","CA","125"
"05022026","0","","VOGE","SR16","ZA","125"
"05022026","0","","KAWASAKI","NINJA ZX-6R","B","636"
"05022026","0","","SYM","SYMPHONY 125","CA","125"
"05022026","0","","YAMAHA","NMAX125","CA","125"
"05022026","0","","VOGE","DS900X","T","895"
"05022026","0","","HONDA","NSS350A","B","330"
"05022026","0","","ZONTES","368G","BI","368"
"05022026","0","","SUZUKI","DL800","A","776"
"05022026","0","","HONDA","PCX125","SE","125"
"05022026","0","","KAWASAKI","Z900","VA","948"
"05022026","0","","SYM","SYMPHONY 125","B","125"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","BA","124"
"05022026","0","","KAWASAKI","Z900","MU","948"
"05022026","0","","YAMAHA","RayZR 125","BA","125"
"05022026","0","","HONDA","ADV350A","GC","330"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","KTM","KTM 300 EXC","S","293"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","ZONTES","368G","B","368"
"05022026","0","","YAMAHA","XTZ 700 Tenere","MA","689"
"05022026","0","","ZONTES","703RR","PO","699"
"05022026","0","","VOGE","DS800X RALLY","SE","798"
"05022026","0","","RIEJU","RALLY 307","AL","292"
"05022026","0","","MH MOTORCYCLES","VRT","IB","124"
"05022026","0","","HONDA","ADV350A","B","330"
"05022026","0","","HONDA","NSS350A","IB","330"
"05022026","0","","VOGE","DS800X RALLY","V","798"
"05022026","0","","QJMOTOR","SRT 600 SX E5+","S","554"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","HONDA","NC750XA","B","745"
"05022026","0","","ZONTES","703RR","V","699"
"05022026","0","","KAWASAKI","Z650","B","649"
"05022026","0","","YAMAHA","XTZ 700 Tenere","L","689"
"05022026","0","","TRIUMPH","STREET TRIPLE R (A2)","AB","765"
"05022026","0","","KYMCO","SUPER DINK GT","B","321"
"05022026","0","","SUZUKI","UZ125","A","124"
"05022026","0","","MOTO MORINI","X-CAPE","SS","649"
"05022026","0","","HONDA","SH125i","MA","125"
"05022026","0","","KTM","KTM 390 SMC R","B","399"
"05022026","0","","MOTO MORINI","X-CAPE","GR","649"
"05022026","0","","HONDA","CB1000","T","1000"
"05022026","0","","YAMAHA","XP560D","M","562"
"05022026","0","","HONDA","SH125i","GI","125"
"05022026","0","","ZONTES","ZT125-G1","CA","125"
"05022026","0","","VOGE","DS800X RALLY","GC","798"
"05022026","0","","KEEWAY","VIESTE 125","GI","125"
"05022026","0","","YAMAHA","MTN125-A","A","125"
"05022026","0","","YAMAHA","NMAX125","IB","125"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","HONDA","FORZA125","A","125"
"05022026","0","","QJMOTOR","SQ 16 E5+","B","125"
"05022026","0","","SUZUKI","DL800U","B","776"
"05022026","0","","HONDA","PCX125","H","125"
"05022026","0","","SYM","SYMPHONY 125","B","125"
"05022026","0","","KTM","KTM 390 ADVENTURE X","IB","399"
"05022026","0","","HONDA","ADV750","J","745"
"05022026","0","","SUZUKI","AN400","B","400"
"05022026","0","","RIEJU","XPLORA 557","B","554"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","TRIUMPH","BONNEVILLE T120 BLACK","M","1200"
"05022026","0","","RIEJU","RALLY 307","B","292"
"05022026","0","","HONDA","SH125i","B","125"
"05022026","0","","WOTTAN MOTOR","SIXTEEN","CS","125"
"05022026","0","","KTM","KTM 300 EXC","SE","293"
"05022026","0","","VOGE","DS800X RALLY","OU","798"
"05022026","0","","DUCATI","SCRAMBLER ICON DARK","SE","803"
"05022026","0","","VOGE","DS800X RALLY","MA","798"
"05022026","0","","HONDA","VISION 110","B","109"
"05022026","0","","KOVE","KOVE 800 X PRO","BU","799"
"05022026","0","","PIAGGIO","MEDLEY 200","B","174"
"05022026","0","","YAMAHA","XMAX125","CA","125"
"05022026","0","","SYM","SYMPHONY 125","V","125"
"05022026","0","","QJMOTOR","ATR 125 E5+","B","125"
"05022026","0","","KYMCO","AGILITY S","GR","125"
"05022026","0","","HONDA","ADV750","MA","745"
"05022026","0","","KTM","KTM 1390 SUPER ADVENTU","B","1350"
"05022026","0","","YAMAHA","NMAX125","V","125"
"05022026","0","","KYMCO","DTX","IB","321"
"05022026","0","","ZONTES","ZT125-U","BU","125"
"05022026","0","","VOGE","SR1ADV","MU","125"
"05022026","0","","HONDA","SH125i","B","125"
"05022026","0","","KYMCO","AGILITY S","A","125"
"05022026","0","","BMW","C 400 GT","TF","350"
"05022026","0","","RIEJU","RALLY 307","S","292"
"05022026","0","","APRILIA","SR GT 125","CA","125"
"05022026","0","","HONDA","PCX125","MA","125"
"05022026","0","","KAWASAKI","VULCAN S","M","649"
"05022026","0","","ZONTES","703RR","BI","699"
"05022026","0","","KAWASAKI","Z900RS","GI","948"
"05022026","0","","YAMAHA","MT-07","B","689"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","WOTTAN MOTOR","STORM-T","M","125"
"05022026","0","","YAMAHA","XTZ 700 Tenere","IB","689"
"05022026","0","","HONDA","ADV350A","H","330"
"05022026","0","","YAMAHA","WR125","B","125"
"05022026","0","","MH MOTORCYCLES","TRAY","GC","125"
"05022026","0","","ZONTES","368G","M","368"
"05022026","0","","SUZUKI","UB125L","A","124"
"05022026","0","","SYM","SYMPHONY 125","SS","125"
"05022026","0","","HONDA","ADV350A","IB","330"
"05022026","0","","BMW","R 1300 GS ADVENTURE","V","1300"
"05022026","0","","PIAGGIO","VESPA PRIMAVERA 125","B","124"
"05022026","0","","PEUGEOT","DJANGO","Z","125"
"05022026","0","","DUCATI","PANIGALE V4","M","1103"
"05022026","0","","QJMOTOR","SRT 700 E5+","V","698"
"05022026","0","","VOGE","625DSX","SE","581"
"05022026","0","","RIEJU","RALLY 307","CR","292"
"05022026","0","","HONDA","SH125i","B","125"
"05022026","0","","SYM","ADX 125 ABS","MU","125"
"05022026","0","","ZONTES","125D","B","125"
"05022026","0","","YAMAHA","CZD300D-A","B","292"
"05022026","0","","HARLEY-DAVIDSON","LOW RIDER ST","M","1923"
"05022026","0","","KYMCO","SUPER DINK GT 125 E5+","B","124"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","HONDA","ADV350A","B","330"
"05022026","0","","KYMCO","AGILITY CITY 125","B","125"
"05022026","0","","YAMAHA","CZD300-A","GI","292"
"05022026","0","","YAMAHA","WR125","L","125"
"05022026","0","","DUCATI","MONSTER RED","B","890"
"05022026","0","","VOGE","DS525X","L","494"
"05022026","0","","VOGE","DS800X RALLY","B","798"
"05022026","0","","KYMCO","DTX","V","124"
"05022026","0","","VOGE","DS900X","SE","895"
"05022026","0","","KTM","KTM 300 EXC","C","293"
"05022026","0","","HONDA","XL750 Transalp","IB","755"
"05022026","0","","HONDA","CB650RA","GC","649"
"05022026","0","","MORBIDELLI","T352X","GI","349"
"05022026","0","","ZONTES","703RR","BI","699"
"05022026","0","","YAMAHA","WR125","MA","125"
"05022026","0","","VOGE","SR4 MAX","L","350"
"05022026","0","","KTM","KTM 390 ADVENTURE X","MA","399"
"05022026","0","","ZONTES","ZT125-Z2","V","125"
"05022026","0","","BMW","R 1300 GS","A","1300"
"05022026","0","","MITT","125GP","IB","124"
"05022026","0","","CYCLONE","LS-Z","HU","124"
"05022026","0","","VOGE","DS800X RALLY","BA","798"
"05022026","0","","YAMAHA","NMAX125","A","125"
"05022026","0","","YAMAHA","RayZR 125","J","125"
"05022026","0","","KAWASAKI","Z650","B","649"
"05022026","0","","KAWASAKI","Z1100","MU","1099"
"05022026","0","","KYMCO","AGILITY S","B","125"
"05022026","0","","RIEJU","RALLY 307","M","292"
"05022026","0","","KTM","KTM 390 ENDURO R","MA","399"
"05022026","0","","VOGE","R125","M","125"
"05022026","0","","RIEJU","RALLY 307","B","292"
"05022026","0","","ZONTES","703RR","NA","699"
"05022026","0","","HONDA","SH350A","B","330"
"05022026","0","","HONDA","CB750A","SE","755"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","M","124"
"05022026","0","","SYM","ADX 300 TCS","B","278"
"05022026","0","","YAMAHA","XMAX125","MA","125"
"05022026","0","","PIAGGIO","LIBERTY 125 ABS","CA","124"
"05022026","0","","VOGE","DS800X RALLY","M","798"
"05022026","0","","YAMAHA","CZD300D-A","SS","292"
"05022026","0","","HARLEY-DAVIDSON","LOW RIDER S","TF","1923"
"05022026","0","","HONDA","PCX125","MA","125"
"05022026","0","","VOGE","DS900X","TF","895"
"05022026","0","","BMW","K 1600 GT","A","1649"
"05022026","0","","VOGE","SR3","CR","244"
"05022026","0","","VOGE","DS900X","M","895"
"05022026","0","","KEEWAY","VIESTE 125","BA","125"
"05022026","0","","HONDA","ADV750","CE","745"
"05022026","0","","HONDA","VISION 110","L","109"
"05022026","0","","ZONTES","703RR","L","699"
"05022026","0","","KYMCO","SKYTOWN 125","A","125"
"05022026","0","","KAWASAKI","Z650","SE","649"
"05022026","0","","YAMAHA","NMAX125","V","125"
"05022026","0","","HONDA","PCX125","CA","125"
"05022026","0","","QJMOTOR","SRT 700 X","SE","698"
"05022026","0","","YAMAHA","XMAX125","MA","125"
