FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"23022026","0","","VOGE","DS525X","M","494"
"23022026","0","","SUZUKI","GSX-S1000","M","999"
"23022026","0","","BMW","F 800 GS","CO","895"
"23022026","0","","KYMCO","SUPER DINK GT 125 E5+","B","124"
"23022026","0","","ROYAL ENFIELD","CLASSIC 650 TWIN","A","648"
"23022026","0","","HONDA","NC750XD","V","745"
"23022026","0","","ZONTES","703F","P","699"
"23022026","0","","WOTTAN MOTOR","STORM","V","125"
"23022026","0","","VOGE","DS800X RALLY","H","798"
"23022026","0","","KYMCO","SKYTOWN 125","B","125"
"23022026","0","","YAMAHA","XMAX125","V","125"
"23022026","0","","HONDA","PCX125","CA","125"
"23022026","0","","RIEJU","NOT APPLICABLE","BA","124"
"23022026","0","","VOGE","DS800X RALLY","B","798"
"23022026","0","","APRILIA","SR GT 125","MA","125"
"23022026","0","","KEEWAY","XDV 125 EVO PRO","CA","125"
"23022026","0","","VOGE","SR1ADV","SE","125"
"23022026","0","","HONDA","NSS750","T","745"
"23022026","0","","YAMAHA","XP560D","MU","562"
"23022026","0","","YAMAHA","XP560","V","562"
"23022026","0","","ZONTES","368G","B","368"
"23022026","0","","HONDA","PCX125","MA","125"
"23022026","0","","HONDA","ADV350A","GC","330"
"23022026","0","","YAMAHA","NMAX125","H","125"
"23022026","0","","PIAGGIO","VESPA GTS 125","TF","125"
"23022026","0","","BENDA","CHINCHILLA","M","476"
"23022026","0","","VOGE","DS800X RALLY","MA","798"
"23022026","0","","WOTTAN MOTOR","GP-1","V","124"
"23022026","0","","KAWASAKI","Z900","A","948"
"23022026","0","","VOGE","SR1ADV","SE","125"
"23022026","0","","SYM","SYMPHONY 125","B","125"
"23022026","0","","HONDA","CB650RA","B","649"
"23022026","0","","BMW","M 1000 XR","V","999"
"23022026","0","","HONDA","VISION 110","B","109"
"23022026","0","","HONDA","CB750A","B","755"
"23022026","0","","PIAGGIO","LIBERTY 125 ABS","T","124"
"23022026","0","","MACBOR","MONTANA XR1 125 EVO","LO","124"
"23022026","0","","YAMAHA","NMAX125","H","125"
"23022026","0","","ROYAL ENFIELD","HIMALAYAN 452","L","452"
"23022026","0","","BMW","K 1600 B","M","1649"
"23022026","0","","SUZUKI","GSX-S1000T","M","999"
"23022026","0","","BMW","S 1000 XR","SE","999"
"23022026","0","","SUZUKI","GSX800","M","776"
"23022026","0","","YAMAHA","NMAX125","M","125"
"23022026","0","","VOGE","R125","GI","125"
"23022026","0","","SUZUKI","DL800","M","776"
"23022026","0","","RIEJU","RALLY 307","GR","292"
"23022026","0","","HONDA","ADV350A","CA","330"
"23022026","0","","SYM","JET 14","CA","125"
"23022026","0","","HONDA","PCX125","GC","125"
"23022026","0","","KYMCO","SUPER DINK GT","SE","321"
"23022026","0","","HONDA","CB125F","V","124"
"23022026","0","","CFMOTO","700MT","A","693"
"23022026","0","","KYMCO","AGILITY S","V","125"
"23022026","0","","APRILIA","SR GT 125","CA","125"
"23022026","0","","KYMCO","SKYTOWN 125","B","125"
"23022026","0","","VOGE","DS800X RALLY","MA","798"
"23022026","0","","YAMAHA","YZF125-A","TF","125"
"23022026","0","","ZONTES","125E","A","125"
"23022026","0","","PIAGGIO","BEVERLY 400 HPE","B","399"
"23022026","0","","SYM","JET 14","B","125"
"23022026","0","","HONDA","ADV350A","V","330"
"23022026","0","","HONDA","PCX125","IB","125"
"23022026","0","","KYMCO","DTX","B","124"
"23022026","0","","BMW","F 900 GS ADVENTURE","SA","895"
"23022026","0","","BMW","C 400 GT","LE","350"
"23022026","0","","KTM","KTM 125 SMC R","IB","125"
"23022026","0","","HONDA","CMX1100","MA","1084"
"23022026","0","","HONDA","XL750 Transalp","A","755"
"23022026","0","","YAMAHA","NMAX125","A","125"
"23022026","0","","RIEJU","N/A","V","297"
"23022026","0","","VOGE","DS800X RALLY","BI","798"
"23022026","0","","SYM","JET 14","CA","125"
"23022026","0","","SUZUKI","DL800","V","776"
"23022026","0","","VOGE","300RALLY","LE","292"
"23022026","0","","SYM","JET 14","MU","125"
"23022026","0","","KYMCO","DTX","B","321"
"23022026","0","","YAMAHA","NMAX125","CA","125"
"23022026","0","","KYMCO","SUPER DINK GT 125 E5+","M","124"
"23022026","0","","HONDA","SH125i","T","125"
"23022026","0","","SYM","JET 14","CO","125"
"23022026","0","","HONDA","PCX125","CS","125"
"23022026","0","","QJMOTOR","SRT 700 X E5+","V","698"
"23022026","0","","KTM","KTM 125 DUKE","VA","125"
"23022026","0","","HONDA","ST125A","TF","124"
"23022026","0","","CFMOTO","450MT","SE","449"
"23022026","0","","BENELLI","TRK 702","C","698"
"23022026","0","","MORBIDELLI","T125 X","BA","124"
"23022026","0","","YAMAHA","NMAX125","IB","125"
"23022026","0","","HONDA","CRF1100","GI","1084"
"23022026","0","","KTM","KTM 390 ADVENTURE R","A","399"
"23022026","0","","VOGE","625DSX","TF","581"
"23022026","0","","YAMAHA","XTZ 700 Tenere","IB","689"
"23022026","0","","HONDA","ADV350A","M","330"
"23022026","0","","YAMAHA","NMAX125","PO","125"
"23022026","0","","YAMAHA","CZD300D-A","SE","292"
"23022026","0","","DUCATI","MONSTER","TF","890"
"23022026","0","","KYMCO","SKYTOWN 125","A","125"
"23022026","0","","TRIUMPH","TRIDENT 660","M","660"
"23022026","0","","HONDA","PCX125","M","125"
"23022026","0","","YAMAHA","NMAX125","B","125"
"23022026","0","","KYMCO","SKYTOWN 125","V","125"
"23022026","0","","KTM","KTM 390 ENDURO R","M","399"
"23022026","0","","HONDA","SH125i","TF","125"
"23022026","0","","RIEJU","RALLY 307","NA","292"
"23022026","0","","HONDA","ADV750","TF","745"
"23022026","0","","VOGE","DS900X","MA","895"
"23022026","0","","HONDA","FORZA125","Z","125"
"23022026","0","","HONDA","NSS350A","CS","330"
"23022026","0","","HONDA","XL750 Transalp","GC","755"
"23022026","0","","HONDA","SH125i","B","125"
"23022026","0","","KYMCO","PEOPLE S 125 E5+","B","125"
"23022026","0","","KTM","KTM 790 DUKE","B","799"
"23022026","0","","ROYAL ENFIELD","SUPER METEOR 650","SE","648"
"23022026","0","","YAMAHA","MT-09","S","890"
"23022026","0","","HONDA","CRF1100","BA","1084"
"23022026","0","","YAMAHA","MTM890","B","890"
"23022026","0","","HONDA","NSS750","V","745"
"23022026","0","","YAMAHA","XP560","MA","562"
"23022026","0","","KTM","KTM 390 ENDURO R","M","399"
"23022026","0","","KAWASAKI","Z900","A","948"
"23022026","0","","KAWASAKI","NINJA ZX-4R","V","399"
"23022026","0","","KYMCO","SUPER DINK GT 125 E5+","B","124"
"23022026","0","","ZONTES","125E","Z","125"
"23022026","0","","PIAGGIO","MEDLEY 125","MU","125"
"23022026","0","","HONDA","ADV350A","B","330"
"23022026","0","","ZONTES","368G","B","368"
"23022026","0","","HONDA","NSS350A","GC","330"
"23022026","0","","BENDA","CHINCHILLA","T","476"
"23022026","0","","VOGE","R125","B","125"
"23022026","0","","CFMOTO","800MT","AB","799"
"23022026","0","","CYCLONE","LS-Z","B","124"
"23022026","0","","MITT","125GP","AL","124"
"23022026","0","","SUZUKI","GSX-S1000X","M","999"
"23022026","0","","YAMAHA","NMAX125","H","125"
"23022026","0","","ZONTES","368G","M","368"
"23022026","0","","KYMCO","SKYTOWN 125","V","125"
"23022026","0","","HONDA","CMX500A2","S","471"
"23022026","0","","HONDA","SH350A","B","330"
"23022026","0","","BENELLI","BN125","A","125"
"23022026","0","","BMW","R 1300 GS ADVENTURE","A","1300"
"23022026","0","","ZONTES","368G","B","368"
"23022026","0","","YAMAHA","NMAX125","SA","125"
"23022026","0","","BAJAJ","PULSAR NS 400 Z","GI","373"
"23022026","0","","SUZUKI","DL800","M","776"
"23022026","0","","PEUGEOT","PULSION","AL","125"
"23022026","0","","KYMCO","SUPER DINK GT","B","321"
"23022026","0","","KAWASAKI","NINJA ZX-6R","TF","636"
"23022026","0","","YAMAHA","NMAX125","IB","125"
"23022026","0","","HONDA","SH125i","MA","125"
"23022026","0","","ZONTES","368G","M","368"
"23022026","0","","YAMAHA","XP560","MU","562"
"23022026","0","","YAMAHA","XTZ 700 Tenere","MA","689"
"23022026","0","","ZONTES","368G","B","368"
"23022026","0","","HONDA","CBF125NA","TF","125"
"23022026","0","","YAMAHA","XMAX125","V","125"
"23022026","0","","HONDA","CBF125NA","A","125"
"23022026","0","","YAMAHA","XMAX125","MA","125"
"23022026","0","","APRILIA","SR GT 125","CO","125"
"23022026","0","","SYM","SYMPHONY 125","IB","125"
"23022026","0","","VOGE","300RALLY","LE","292"
"23022026","0","","YAMAHA","NMAX125","B","125"
"23022026","0","","CFMOTO","450MT","IB","449"
"23022026","0","","VOGE","DS800X RALLY","B","798"
"23022026","0","","KEEWAY","RKS 125","M","124"
"23022026","0","","SYM","SYMPHONY 125","IB","125"
"23022026","0","","SUZUKI","GSX-S1000","M","999"
"23022026","0","","YAMAHA","XMAX125","MU","125"
"23022026","0","","YAMAHA","YZF890","MA","890"
"23022026","0","","KOVE","NK 125 R","S","125"
"23022026","0","","HUSQVARNA","HUSQVARNA 701 SUPERMOT","V","693"
"23022026","0","","HONDA","SH125i","MA","125"
"23022026","0","","CYCLONE","RX600","MU","550"
"23022026","0","","BMW","F 900 XR","B","895"
"23022026","0","","VOGE","625DSX","T","581"
"23022026","0","","HONDA","VISION 110","B","109"
"23022026","0","","CFMOTO","450MT","B","449"
"23022026","0","","KYMCO","AGILITY S","GR","125"
"23022026","0","","PIAGGIO","MEDLEY 125","GC","125"
"23022026","0","","HERO MOTOCORP","X PULSE 200 4V","CO","200"
"23022026","0","","VOGE","DS800X RALLY","VA","798"
"23022026","0","","CFMOTO","450MT","T","449"
"23022026","0","","HONDA","FORZA125","M","125"
"23022026","0","","BAJAJ","DOMINAR D 400","V","373"
"23022026","0","","BMW","F 900 R","A","895"
"23022026","0","","HONDA","XL750 Transalp","O","755"
"23022026","0","","HONDA","FORZA125","B","125"
"23022026","0","","QJMOTOR","SRT 700 X E5+","MA","698"
"23022026","0","","PIAGGIO","VESPA GTS 125 SUPERTEC","M","125"
"23022026","0","","TRIUMPH","TIGER 900 GT PRO","Z","888"
"23022026","0","","HONDA","PCX125","TF","125"
"23022026","0","","ROYAL ENFIELD","HIMALAYAN 452","IB","452"
"23022026","0","","QJMOTOR","SRT 900 SX","M","904"
"23022026","0","","NEXT","NX2 125I","V","125"
"23022026","0","","ZONTES","368E","B","368"
"23022026","0","","VOGE","DS800X RALLY","V","798"
"23022026","0","","TRIUMPH","TF450-E","V","450"
"23022026","0","","KYMCO","SUPER DINK GT","A","321"
"23022026","0","","ZONTES","125E","CA","125"
"23022026","0","","HARLEY-DAVIDSON","LOW RIDER S","T","1923"
"23022026","0","","HONDA","FORZA125","SE","125"
"23022026","0","","KAWASAKI","ELIMINATOR","M","451"
"23022026","0","","SYM","JET X","J","125"
"23022026","0","","BMW","S 1000 XR","CO","999"
"23022026","0","","HONDA","PCX125","TF","125"
"23022026","0","","HONDA","CBF125NA","B","125"
"23022026","0","","HONDA","CB750A","MU","755"
"23022026","0","","BAJAJ","PULSAR NS 125","CO","124"
"23022026","0","","HONDA","CB650RA","BI","649"
"23022026","0","","YAMAHA","NMAX125","M","125"
"23022026","0","","ZONTES","368M","GC","368"
"23022026","0","","SYM","SYMPHONY 125","A","125"
"23022026","0","","VOGE","DS800X RALLY","CO","798"
"23022026","0","","HONDA","FORZA125","V","125"
"23022026","0","","BMW","C 400 X","IB","350"
"23022026","0","","HONDA","ADV750","B","745"
"23022026","0","","YAMAHA","NMAX125","V","125"
"23022026","0","","YAMAHA","NMAX125","MA","125"
"23022026","0","","HUSQVARNA","HUSQVARNA TE 300","MA","293"
"23022026","0","","YAMAHA","XP560","T","562"
"23022026","0","","SYM","JET 14","B","125"
"23022026","0","","SUZUKI","GSX800","M","776"
"23022026","0","","KYMCO","AGILITY S","IB","125"
"23022026","0","","ZONTES","368G","M","368"
"23022026","0","","QJMOTOR","SRT 700 E5+","B","698"
"23022026","0","","YAMAHA","NMAX125","GC","125"
"23022026","0","","HONDA","SH125i","CA","125"
"23022026","0","","YAMAHA","XMAX125","AL","125"
"23022026","0","","VOGE","SR1ADV","CC","125"
"23022026","0","","KYMCO","XCITING VS 400","B","400"
