FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"16022026","0","","YAMAHA","XMAX125","MU","125"
"16022026","0","","ZONTES","ZT125-Z2","GR","125"
"16022026","0","","HONDA","GB350S","ML","348"
"16022026","0","","ZONTES","368G","M","368"
"16022026","0","","REDMOTO","---","SS","449"
"16022026","0","","APRILIA","RS 660","CO","659"
"16022026","0","","KTM","KTM 300 EXC","GR","293"
"16022026","0","","HONDA","FORZA125","TF","125"
"16022026","0","","ZONTES","125C","A","125"
"16022026","0","","DUCATI","MULTISTRADA V2","SE","890"
"16022026","0","","ZONTES","368G","H","368"
"16022026","0","","VOGE","DS800X RALLY","TF","798"
"16022026","0","","HONDA","NSS750","MA","745"
"16022026","0","","HONDA","SH125i","ML","125"
"16022026","0","","APRILIA","SR GT 200","TF","174"
"16022026","0","","ZONTES","368G","B","368"
"16022026","0","","KTM","KTM 390 ADVENTURE R","TO","399"
"16022026","0","","APRILIA","RX 125","BA","124"
"16022026","0","","ZONTES","703RR","MA","699"
"16022026","0","","KYMCO","SKYTOWN 125","MA","125"
"16022026","0","","YAMAHA","CZD300-A","GR","292"
"16022026","0","","VOGE","DS900X","V","895"
"16022026","0","","PIAGGIO","BEVERLY 400 HPE","IB","399"
"16022026","0","","YAMAHA","NMAX125","A","125"
"16022026","0","","KTM","KTM 125 SMC R","PO","125"
"16022026","0","","VOGE","625R","IB","581"
"16022026","0","","BMW","F 900 GS","M","895"
"16022026","0","","VOGE","DS800X RALLY","Z","798"
"16022026","0","","YAMAHA","MTN320-A","B","321"
"16022026","0","","YAMAHA","NMAX125","AL","125"
"16022026","0","","SYM","SYMPHONY 125","T","125"
"16022026","0","","KYMCO","AGILITY S","HU","125"
"16022026","0","","SYM","SYMPHONY 125","SS","125"
"16022026","0","","HERO MOTOCORP","HUNK 440","CO","440"
"16022026","0","","YAMAHA","MTN125-A","MU","125"
"16022026","0","","YAMAHA","NMAX125","B","125"
"16022026","0","","BMW","R 1300 GS","V","1300"
"16022026","0","","YAMAHA","NMAX125","M","125"
"16022026","0","","KTM","KTM 125 DUKE","CS","125"
"16022026","0","","MACBOR","MONTANA XR1 125 EVO","VI","124"
"16022026","0","","HONDA","ADV750","TF","745"
"16022026","0","","HONDA","CB125F","MA","124"
"16022026","0","","APRILIA","SR GT 125","VI","125"
"16022026","0","","KAWASAKI","NINJA 500","MA","451"
"16022026","0","","KTM","KTM 790 ADVENTURE","AB","799"
"16022026","0","","HONDA","FORZA125","B","125"
"16022026","0","","VOGE","SR1ADV","CA","125"
"16022026","0","","HONDA","XL750 Transalp","B","755"
"16022026","0","","HONDA","PCX125","MU","125"
"16022026","0","","LETBE","FLYGON","PO","125"
"16022026","0","","BENELLI","TRK 702","M","698"
"16022026","0","","APRILIA","RS 125","SS","124"
"16022026","0","","APRILIA","RX 125","MA","124"
"16022026","0","","HONDA","CB650RA","VA","649"
"16022026","0","","CFMOTO","700MT","GI","693"
"16022026","0","","HONDA","SH125i","MA","125"
"16022026","0","","ZONTES","703F","S","699"
"16022026","0","","YAMAHA","NMAX125","M","125"
"16022026","0","","VOGE","625DSX","M","581"
