FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"04022026","0","","KTM","KTM 125 DUKE","MA","125"
"04022026","0","","HUSQVARNA","HUSQVARNA 901 NORDEN E","VA","889"
"04022026","0","","HONDA","CB 500 F","B","471"
"04022026","0","","HONDA","PCX125","M","125"
"04022026","0","","HONDA","SH125i","IB","125"
"04022026","0","","ZONTES","368G","VA","368"
"04022026","0","","ZONTES","703RR","PO","699"
"04022026","0","","YAMAHA","NMAX125","IB","125"
"04022026","0","","KAWASAKI","Z900","CO","948"
"04022026","0","","KYMCO","AGILITY S","MA","125"
"04022026","0","","SYM","JET X","C","125"
"04022026","0","","YAMAHA","XMAX125","B","125"
"04022026","0","","ZONTES","368G","B","368"
"04022026","0","","LAMBRETTA","G350 SPECIAL","Z","330"
"04022026","0","","ZONTES","703RR","GC","699"
"04022026","0","","YAMAHA","LTS125-C","M","125"
"04022026","0","","VOGE","DS800X RALLY","BA","798"
"04022026","0","","MOTO MORINI","X-CAPE","TF","649"
"04022026","0","","HONDA","PCX125","M","125"
"04022026","0","","HONDA","SH125i","SS","125"
"04022026","0","","RIEJU","RALLY 307","LU","292"
"04022026","0","","ZONTES","368G","B","368"
"04022026","0","","KOVE","KOVE 800 X PRO","Z","799"
"04022026","0","","HONDA","ADV 350","MA","330"
"04022026","0","","SUZUKI","GSX-8S","MU","776"
"04022026","0","","CFMOTO","450MT","B","449"
"04022026","0","","HONDA","PCX125","MA","125"
"04022026","0","","SYM","ADXTG 400","GC","399"
"04022026","0","","BMW","F 900 XR","B","895"
"04022026","0","","SHERCO","300 SE-R","SE","293"
"04022026","0","","TRIUMPH","TIGER SPORT 800 TOURIN","M","798"
"04022026","0","","YAMAHA","XMAX125","MA","125"
"04022026","0","","VOGE","DS800X RALLY","A","798"
"04022026","0","","KYMCO","AGILITY S","O","125"
"04022026","0","","BMW","S 1000 R","V","999"
"04022026","0","","KEEWAY","V-CRUISE","IB","125"
"04022026","0","","SYM","SYMPHONY 125","MA","125"
"04022026","0","","KYMCO","PEOPLE S 125 E5+","B","125"
"04022026","0","","YAMAHA","TMAX 560","B","562"
"04022026","0","","HONDA","FORZA125","MA","125"
"04022026","0","","BETA","N/A","B","348"
"04022026","0","","KAWASAKI","NINJA ZX-4R","M","399"
"04022026","0","","VOGE","DS900X","IB","895"
"04022026","0","","VOGE","DS800X RALLY","MU","798"
"04022026","0","","QJMOTOR","SRT 700 X E5+","T","698"
"04022026","0","","KAWASAKI","NINJA ZX-4R","TF","399"
"04022026","0","","YAMAHA","MT-07","GC","689"
"04022026","0","","KAWASAKI","VULCAN S","MU","649"
"04022026","0","","HONDA","CL500","O","471"
"04022026","0","","HERO MOTOCORP","X PULSE 200 4V","O","200"
"04022026","0","","VOGE","DS900X","BI","895"
"04022026","0","","MV AGUSTA","ENDURO VELOCE","B","931"
"04022026","0","","KTM","KTM 1390 SUPER ADVENTU","GI","1350"
"04022026","0","","ZONTES","368G","B","368"
"04022026","0","","SYM","SYMPHONY 125","MA","125"
"04022026","0","","RIEJU","RALLY 307","B","292"
"04022026","0","","ZONTES","368G","V","368"
"04022026","0","","CFMOTO","450MT","B","449"
"04022026","0","","YAMAHA","WR125","MA","125"
"04022026","0","","GASGAS","EC 300","GR","293"
"04022026","0","","KYMCO","SKYTOWN 125","BI","125"
