FEC_MATRICULA,COD_CLASE_MAT,FEC_TRAMITACION,MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV
"06022026","0","","HONDA","ADV 750","A","745"
"06022026","0","","PIAGGIO","VESPA PRIMAVERA TECH 1","SE","124"
"06022026","0","","RIEJU","RALLY 307","BI","292"
"06022026","0","","YAMAHA","MT-07","B","689"
"06022026","0","","CFMOTO","450MT","B","449"
"06022026","0","","YAMAHA","WR125","M","125"
"06022026","0","","HONDA","FORZA 750","GI","745"
"06022026","0","","BRIXTON","CROSSFIRE 125XS","M","125"
"06022026","0","","HONDA","NC 750 X","O","745"
"06022026","0","","HONDA","ADV 750","TF","745"
"06022026","0","","YAMAHA","MT-09","B","890"
"06022026","0","","KAWASAKI","Z900","SE","948"
"06022026","0","","BMW","R 1300 GS ADVENTURE","M","1300"
"06022026","0","","SYM","SYMPHONY 125","CS","125"
"06022026","0","","VOGE","SR3","M","244"
"06022026","0","","ZONTES","368G","Z","368"
"06022026","0","","BMW","R 1300 GS","V","1300"
"06022026","0","","BRIXTON","CROSSFIRE 125","GU","124"
"06022026","0","","WOTTAN MOTOR","STORM-S","M","278"
"06022026","0","","CYCLONE","RX600","LE","550"
"06022026","0","","MOTO MORINI","SEIEMMEZZO","MA","649"
"06022026","0","","SYM","JET X","V","125"
"06022026","0","","VOGE","DS800X RALLY","V","798"
"06022026","0","","HONDA","VISION 110","V","109"
"06022026","0","","YAMAHA","TMAX 560","B","562"
"06022026","0","","HONDA","FORZA125","GC","125"
"06022026","0","","HONDA","NC 750 X","B","745"
"06022026","0","","BMW","R 1300 GS ADVENTURE","GC","1300"
"06022026","0","","RIEJU","RALLY 307","LO","292"
"06022026","0","","ZONTES","368G","B","368"
"06022026","0","","SYM","SYMPHONY 125","A","125"
"06022026","0","","HONDA","FORZA 350","GC","330"
"06022026","0","","HARLEY-DAVIDSON","PAN AMERICA 1250 SPECI","B","1252"
"06022026","0","","ZONTES","703RR","H","699"
"06022026","0","","ZONTES","ZT125-Z2","MU","125"
"06022026","0","","HONDA","CB650RA","MU","649"
"06022026","0","","PEUGEOT","PULSION","T","125"
"06022026","0","","SHERCO","250 ST","GI","250"
"06022026","0","","INDIAN MOTORCYCLE","SUPER SCOUT LIMITED +","GC","1250"
"06022026","0","","SYM","SYMPHONY 125","B","125"
"06022026","0","","HONDA","GB350S","VA","348"
"06022026","0","","KTM","KTM 390 ADVENTURE R","A","399"
"06022026","0","","KTM","KTM 125 DUKE","IB","125"
"06022026","0","","YAMAHA","NMAX125","SE","125"
"06022026","0","","HONDA","NC 750 X","B","745"
"06022026","0","","HONDA","SH Mode 125","V","125"
"06022026","0","","MORBIDELLI","SC125 RE","MU","125"
"06022026","0","","YAMAHA","MT-09","B","890"
"06022026","0","","CFMOTO","450MT","B","449"
"06022026","0","","ZONTES","ZT125-U","IB","125"
"06022026","0","","KTM","KTM 390 DUKE","TO","399"
"06022026","0","","HONDA","VISION 110","B","109"
"06022026","0","","ZONTES","368G","GR","368"
"06022026","0","","KAWASAKI","Z900","CA","948"
"06022026","0","","HONDA","PCX125","MA","125"
"06022026","0","","BMW","M 1000 R","M","999"
"06022026","0","","HONDA","CB750 Hornet","GI","755"
"06022026","0","","QJMOTOR","SQ 16 E5+","B","125"
"06022026","0","","HONDA","SH125i","B","125"
"06022026","0","","YAMAHA","RayZR 125","NA","125"
"06022026","0","","YAMAHA","NMAX125","M","125"
"06022026","0","","KYMCO","SKYTOWN 125","AL","125"
"06022026","0","","HONDA","PCX125","MU","125"
"06022026","0","","HONDA","PCX125","B","125"
"06022026","0","","HONDA","CB750 Hornet","MA","755"
"06022026","0","","YAMAHA","NMAX125","V","125"
"06022026","0","","ZONTES","368G","GU","368"
"06022026","0","","VOGE","DS900X","GC","895"
"06022026","0","","YAMAHA","NMAX125","M","125"
"06022026","0","","RIEJU","N/A","SE","297"
"06022026","0","","KOVE","KOVE 800 X PRO","J","799"
"06022026","0","","HONDA","CBR 650 R","M","649"
"06022026","0","","HONDA","Rebel 500","M","471"
"06022026","0","","QJMOTOR","SRT 900 SX","OU","904"
"06022026","0","","KYMCO","AGILITY S","MU","125"
"06022026","0","","MORBIDELLI","T352X","B","349"
"06022026","0","","HONDA","PCX125","BU","125"
"06022026","0","","VOGE","300RALLY","BU","292"
"06022026","0","","VOGE","SR1","IB","125"
"06022026","0","","QJMOTOR","FORT 125 N E5+","M","125"
"06022026","0","","CFMOTO","450MT","MA","449"
"06022026","0","","VOGE","DS900X","O","895"
"06022026","0","","VOGE","DS525X","NA","494"
"06022026","0","","VOGE","SR16","T","125"
"06022026","0","","BMW","F 900 R A2","A","895"
"06022026","0","","YAMAHA","XMAX125","M","125"
"06022026","0","","ZONTES","703F","CO","699"
"06022026","0","","HONDA","XL750 Transalp","AB","755"
"06022026","0","","RIEJU","RALLY 307","CU","292"
"06022026","0","","KYMCO","SKYTOWN 125","PO","125"
"06022026","0","","QJMOTOR","SRT 600 SX E5+","SE","554"
"06022026","0","","DUCATI","DIAVEL V4 RS","A","1103"
