MARCA_ITV,COUNT
"APRILIA",58
"BENELLI",235
"BETA",59
"BMW",842
"BRIXTON",40
"CC",1
"CF MOTO",6
"DAELIM",131
"DUCATI",172
"EFUN",22
"FANTIC MOTOR",1
"GASGAS",58
"GENERIC",1
"GOES",57
"HANWAY",57
"HARLEY-DAVIDSON",157
"HM",1
"HONDA",3036
"HUSQVARNA",103
"HYOSUNG",28
"INDIAN",23
"JNEN",3
"KANDI MX",1
"KAWASAKI",553
"KEEWAY",293
"KENROD",3
"KSR MOTO",26
"KTM",461
"KYMCO",1664
"LAMBRETTA",12
"LEONART",1
"LEXMOTO",3
"LML",3
"MACBOR",101
"MALCOR",7
"MASH",37
"MH MOTORCYCLES",19
"MONDIAL",64
"MONSTERPRO",1
"MONTESA",7
"MOTO GUZZI",26
"MOTO SPA",2
"MV AGUSTA",4
"NO STOCK BIKES",1
"ORCAL",3
"PEUGEOT",903
"PIAGGIO",967
"PIONEER",3
"RIDE",1
"RIEJU",72
"RIYA",32
"ROYAL ALLOY",5
"ROYAL ENFIELD",53
"SANBEN",5
"SANYOU",1
"SCOMADI",13
"SHERCO",47
"SUMCO",19
"SUZUKI",621
"SWM",5
"SYM",791
"TIANDA",7
"TIANYING",2
"TM RACING",1
"TRIUMPH",197
"TRS",10
"UM",28
"VENT SRL",4
"VERTIGO MOTORS",3
"WOTTAN",108
"YAMAHA",1954
"YIYING",2
"ZONTES",8
