MARCA_ITV,COUNT
"AJP",1
"APRILIA",33
"BENELLI",43
"BETA",53
"BMW",901
"BRIXTON",8
"COLIBRI",1
"DAELIM",73
"DERBI",9
"DUCATI",252
"GAS-GAS",29
"GENERIC",1
"GILERA",1
"GOES",9
"HANWAY",85
"HARLEY DAVIDSON",228
"HM",5
"HONDA",2229
"HUDSON BOSS",2
"HUSQVARNA",27
"HYOSUNG",31
"INDIAN MOTORCYCLE",22
"KAWASAKI",666
"KEEWAY",222
"KENROD",2
"KSR MOTO",1
"KTM",370
"KYMCO",1218
"LIFAN",9
"LINTEX",5
"LML",10
"MASH",63
"MH MOTORCYCLES",21
"MONDIAL",43
"MONKEY BIKES",3
"MONSTERPRO",1
"MONTESA",25
"MOTO GUZZI",29
"MV AGUSTA",14
"MX",1
"OSSA",2
"PEUGEOT",194
"PIAGGIO",954
"POLARIS",1
"RIDE",26
"RIEJU",67
"RIYA",31
"ROYAL ENFIELD",43
"S.Y.M",488
"SANYOU",23
"SCOMADI",18
"SCORPA",1
"SHERCO",27
"SUMCO",4
"SUZUKI",459
"SWM",2
"TGB",4
"TRIUMPH",212
"TRS",5
"VERTIGO MOTORS",2
"VICTORY MOTOR DIVISION",4
"VICTORY MOTORCYCLES",1
"VICTORY MOTORCYCLES DIV",2
"WOTTAN",29
"YAMAHA",1568
"YIYING",2
"ZNEN",4
