MARCA_ITV,COUNT
"AJP",1
"APRILIA",100
"BENELLI",570
"BETA",47
"BMW",1466
"BRIXTON",88
"BULLIT",2
"CF MOTO",24
"DAELIM",140
"DUCATI",274
"E-BROH",2
"EFUN",45
"FANTIC MOTOR",9
"FKMOTORS",11
"GASGAS",13
"GENERIC",1
"GOES",104
"HANWAY",70
"HARLEY-DAVIDSON",201
"HONDA",3921
"HUSQVARNA",180
"HYOSUNG",48
"INDIAN",30
"KAWASAKI",1408
"KEEWAY",539
"KENROD",4
"KSR MOTO",45
"KTM",736
"KYMCO",2712
"LAMBRETTA",25
"LEONART",16
"LEXMOTO",2
"LONCIN",10
"MACBOR",498
"MALAGUTI",78
"MALCOR",20
"MASH",52
"MH MOTORCYCLES",72
"MITT",82
"MONDIAL",67
"MONKEY BIKES",5
"MONTESA",26
"MOTO GUZZI",85
"MOTO SPA",1
"MOTORBIKE",1
"MUTTI",6
"MV AGUSTA",9
"N.S.U.",1
"NO STOCK BIKES",1
"ORCAL",7
"PEUGEOT",418
"PIAGGIO",1561
"PIONEER",4
"RIEJU",140
"ROYAL ALLOY",4
"ROYAL ENFIELD",114
"SCOMADI",4
"SHERCO",47
"SKY TEAM",3
"SUMCO",37
"SUZUKI",532
"SWM",23
"SYM",1200
"TIANDA",1
"TIANYING",7
"TM RACING",2
"TRIUMPH",294
"TRS",21
"UM",97
"VERTIGO MOTORS",16
"VOGEL-NOOT",34
"WOTTAN",301
"YAMAHA",3769
"ZNEN",1
"ZONTES",47
