MARCA_ITV,COUNT
"ABENDAÑO",1
"APRILIA",86
"BENELLI",299
"BETA",134
"BMW",1232
"BRIXTON",39
"BULLIT",1
"CF MOTO",8
"DAELIM",64
"DAYANG",4
"DUCATI",179
"EFUN",23
"FANTIC MOTOR",5
"FKMOTORS",11
"GASGAS",160
"GOES",36
"HANWAY",45
"HARLEY-DAVIDSON",76
"HARTFORD",1
"HONDA",1952
"HUSQVARNA",149
"HYOSUNG",21
"INDIAN",21
"JTG",1
"KANDI MX",1
"KAWASAKI",423
"KEEWAY",336
"KSR MOTO",16
"KTM",737
"KYMCO",651
"LAMBRETTA",14
"LEONART",11
"LEXMOTO",2
"LONCIN",5
"MACBOR",289
"MALAGUTI",27
"MALCOR",10
"MASH",11
"MH MOTORCYCLES",57
"MITT",47
"MONDIAL",23
"MONKEY BIKES",3
"MONTESA",28
"MOTO GUZZI",42
"MOTO SPA",1
"MUTTI",8
"MV AGUSTA",8
"NOOMA",20
"ORCAL",16
"PEUGEOT",167
"PIAGGIO",1162
"PIONEER",1
"RIEJU",95
"RIYA",1
"ROYAL ALLOY",2
"ROYAL ENFIELD",58
"SANBEN",1
"SCORPA",1
"SHERCO",88
"SKY TEAM",10
"SUMCO",16
"SUZUKI",261
"SWM",20
"SYM",551
"TIANYING",6
"TM RACING",17
"TRIUMPH",162
"TRS",102
"UM",67
"VENT SRL",1
"VERTIGO MOTORS",24
"VOGE",21
"WANGYE",1
"WOTTAN",147
"YAMAHA",1456
"ZONTES",237
