MARCA_ITV,COUNT
"AJP",20
"ALPINA DI RENANIA",1
"APRILIA",430
"ARIIC",28
"BENELLI",252
"BETA",55
"BMW",1161
"BRIXTON",43
"BSA",2
"CFMOTO",128
"DAELIM",6
"DUCATI",212
"EFUN",17
"FANTIC MOTOR",48
"GASGAS",77
"HANWAY",34
"HARLEY-DAVIDSON",93
"HONDA",4753
"HUSQVARNA",157
"HYOSUNG",13
"INDIAN",32
"ITALJET",2
"KAWASAKI",898
"KEEWAY",276
"KL",6
"KOVE",34
"KTM",608
"KYMCO",1609
"LAMBRETTA",10
"LEONART",4
"LINHAI",42
"MACBOR",129
"MALAGUTI",8
"MALCOR IBERICA",8
"MBP",23
"MH MOTORCYCLES",147
"MITT",220
"MONDIAL",5
"MONKEY BIKES",8
"MONTESA",4
"MOTO GUZZI",88
"MOTO MORINI",29
"MOTRON MOTORRAD",29
"MTR BIKES",5
"MUTT",3
"MV AGUSTA",6
"ORCAL",12
"PEUGEOT",378
"PIAGGIO",1245
"QJMOTOR",345
"REDMOTO",13
"RIEJU",139
"RIYA",2
"ROYAL ALLOY",1
"ROYAL ENFIELD",194
"SHERCO",49
"SUMCO",5
"SUZUKI",392
"SWM",19
"SYM",976
"TM RACING",1
"TRIUMPH",482
"TRS",14
"UM",66
"VENT S.R.L.",1
"VERTIGO MOTORS",15
"VOGE",615
"WOTTAN",129
"YAMAHA",2943
"ZONTES",732
