MARCA_ITV,COUNT
"AIYUMO",1
"AJP",1
"APRILIA",37
"ARIIC",2
"BENELLI",219
"BETA",26
"BMW",641
"BRIXTON",40
"CF MOTO",10
"DAELIM",76
"DUCATI",114
"EFUN",19
"FANTIC MOTOR",7
"GAS-GAS",5
"GOES",80
"HANWAY",28
"HARLEY DAVIDSON",128
"HONDA",2616
"HUSQVARNA",92
"HYOSUNG",9
"INDIAN MOTORCYCLE",21
"JNEN",2
"KANDI MX",9
"KAWASAKI",511
"KEEWAY",246
"KENROD",1
"KSR MOTO AUSTRIA",31
"KTM",392
"KYMCO",1356
"LAMBRETTA",11
"LEONART",9
"LONCIN",3
"MACBOR",177
"MALAGUTI",33
"MALCOR",6
"MASH",13
"MESSERSCHMITT",1
"MH MOTORCYCLES",27
"MONDIAL",42
"MONKEY BIKES",3
"MONTESA",9
"MOTO GUZZI",46
"MOTO SPA",2
"MUTTI",1
"MV AGUSTA",4
"ORCAL",2
"PEUGEOT",190
"PIAGGIO",849
"RIEJU",64
"RIYA",8
"ROYAL ALLOY",4
"ROYAL ENFIELD",44
"S.Y.M",603
"SANBEN",2
"SCOMADI",6
"SCORPA",1
"SHERCO",28
"SKY TEAM",2
"SUMCO",24
"SUZUKI",366
"SWM",10
"TARO",1
"TIANDA",2
"TRIUMPH",118
"TRS",3
"UM",33
"VARIO",2
"WOTTAN",140
"YAMAHA",1945
"ZHENHUA",1
"ZONTES",24
