MARCA_ITV,COUNT
"APRILIA",182
"BENELLI",13
"BETA",33
"BMW",704
"BMW I",1
"DAELIM",164
"DERBI",34
"DUCATI",127
"GAS-GAS",16
"GENERIC",13
"GUZZI",19
"HANGLONG",2
"HANWAY",68
"HARLEY DAVIDSON",171
"HM",2
"HONDA",1925
"HUSQVARNA-CAGIVA",27
"HYOSUNG",16
"IMOTO",1
"JONWAY",3
"KAWASAKI",511
"KEEWAY",286
"KENROD",10
"KTM",158
"KYMCO",1809
"LEONART",2
"LIFAN",6
"LML",37
"LUCLA",1
"MASH",49
"MBK",4
"MONKEY BIKES",5
"MONTESA",4
"MOTOR HISPANIA",1
"MOTRAC",1
"MV AGUSTA",15
"NO STOCK BIKES",1
"OSSA",1
"PEUGEOT",297
"PIAGGIO",1159
"QINGQI",2
"RIDE",51
"RIEJU",92
"RIYA",41
"ROYAL ENFIELD",12
"S.Y.M",716
"SANYOU",12
"SHERCO",34
"SUMCO",10
"SUZUKI",744
"TGB",14
"TRIUMPH",168
"WILDLANDER",1
"YAMAHA",1739
"YIYING",4
"ZHENHUA",1
"ZNEN",5
